env,n,PolicyClone,PrototypeOutcome,AEP,GoalInference,SafeFallback,BestSingle,OracleHindsight,LR_v2,RF_v2,GB_v2,MLP_v2
Task_D_HiddenGoalGridWorld,150,0.02666666731238365,0.006666666828095913,0.02666666731238365,0.019999999552965164,0.013333333656191826,0.02666666731238365,0.0533333346247673,0.02666666731238365,0.02666666731238365,0.02666666731238365,0.02666666731238365
