threshold,margin,val_reward,test_reward,delta_vs_BS,switch_count,beneficial_switch_rate,harmful_switch_rate,false_switch_rate
0.5,0.05,0.7049999833106995,0.6850000023841858,0.08499997854232788,196,0.11734693877551021,0.030612244897959183,0.3112244897959184
0.5,0.1,0.7049999833106995,0.6850000023841858,0.08499997854232788,196,0.11734693877551021,0.030612244897959183,0.3112244897959184
0.6,0.0,0.7074999809265137,0.6949999928474426,0.09499996900558472,190,0.11578947368421053,0.015789473684210527,0.29473684210526313
0.6,0.02,0.7074999809265137,0.6949999928474426,0.09499996900558472,190,0.11578947368421053,0.015789473684210527,0.29473684210526313
0.6,0.05,0.7074999809265137,0.6949999928474426,0.09499996900558472,190,0.11578947368421053,0.015789473684210527,0.29473684210526313
0.6,0.1,0.7074999809265137,0.6949999928474426,0.09499996900558472,190,0.11578947368421053,0.015789473684210527,0.29473684210526313
0.7,0.0,0.7049999833106995,0.6850000023841858,0.08499997854232788,177,0.10734463276836158,0.011299435028248588,0.2937853107344633
0.7,0.02,0.7049999833106995,0.6850000023841858,0.08499997854232788,177,0.10734463276836158,0.011299435028248588,0.2937853107344633
0.7,0.05,0.7049999833106995,0.6850000023841858,0.08499997854232788,177,0.10734463276836158,0.011299435028248588,0.2937853107344633
0.7,0.1,0.7049999833106995,0.6850000023841858,0.08499997854232788,177,0.10734463276836158,0.011299435028248588,0.2937853107344633
0.8,0.0,0.699999988079071,0.6650000214576721,0.06499999761581421,159,0.0880503144654088,0.006289308176100629,0.2893081761006289
0.8,0.02,0.699999988079071,0.6650000214576721,0.06499999761581421,159,0.0880503144654088,0.006289308176100629,0.2893081761006289
0.8,0.05,0.699999988079071,0.6650000214576721,0.06499999761581421,159,0.0880503144654088,0.006289308176100629,0.2893081761006289
0.8,0.1,0.699999988079071,0.6650000214576721,0.06499999761581421,159,0.0880503144654088,0.006289308176100629,0.2893081761006289
0.9,0.0,0.6899999976158142,0.6499999761581421,0.04999995231628418,121,0.08264462809917356,0.0,0.2066115702479339
0.9,0.02,0.6899999976158142,0.6499999761581421,0.04999995231628418,121,0.08264462809917356,0.0,0.2066115702479339
0.9,0.05,0.6899999976158142,0.6499999761581421,0.04999995231628418,121,0.08264462809917356,0.0,0.2066115702479339
0.9,0.1,0.6899999976158142,0.6499999761581421,0.04999995231628418,121,0.08264462809917356,0.0,0.2066115702479339
0.5,0.0,0.7850000262260437,0.5299999713897705,0.06499996781349182,198,0.07575757575757576,0.010101010101010102,0.47474747474747475
0.5,0.02,0.7850000262260437,0.5299999713897705,0.06499996781349182,198,0.07575757575757576,0.010101010101010102,0.47474747474747475
0.5,0.05,0.7850000262260437,0.5299999713897705,0.06499996781349182,198,0.07575757575757576,0.010101010101010102,0.47474747474747475
0.5,0.1,0.7850000262260437,0.5299999713897705,0.06499996781349182,198,0.07575757575757576,0.010101010101010102,0.47474747474747475
0.6,0.0,0.7900000214576721,0.5249999761581421,0.0599999725818634,192,0.06770833333333333,0.005208333333333333,0.4791666666666667
0.6,0.02,0.7900000214576721,0.5249999761581421,0.0599999725818634,192,0.06770833333333333,0.005208333333333333,0.4791666666666667
0.6,0.05,0.7900000214576721,0.5249999761581421,0.0599999725818634,192,0.06770833333333333,0.005208333333333333,0.4791666666666667
0.6,0.1,0.7900000214576721,0.5249999761581421,0.0599999725818634,192,0.06770833333333333,0.005208333333333333,0.4791666666666667
0.7,0.0,0.7850000262260437,0.5149999856948853,0.04999998211860657,183,0.0546448087431694,0.0,0.48633879781420764
0.7,0.02,0.7850000262260437,0.5149999856948853,0.04999998211860657,183,0.0546448087431694,0.0,0.48633879781420764
0.7,0.05,0.7850000262260437,0.5149999856948853,0.04999998211860657,183,0.0546448087431694,0.0,0.48633879781420764
0.7,0.1,0.7850000262260437,0.5149999856948853,0.04999998211860657,183,0.0546448087431694,0.0,0.48633879781420764
0.8,0.0,0.7774999737739563,0.5099999904632568,0.04499998688697815,173,0.05202312138728324,0.0,0.4913294797687861
0.8,0.02,0.7774999737739563,0.5099999904632568,0.04499998688697815,173,0.05202312138728324,0.0,0.4913294797687861
0.8,0.05,0.7774999737739563,0.5099999904632568,0.04499998688697815,173,0.05202312138728324,0.0,0.4913294797687861
0.8,0.1,0.7774999737739563,0.5099999904632568,0.04499998688697815,173,0.05202312138728324,0.0,0.4913294797687861
0.9,0.0,0.7649999856948853,0.5,0.034999996423721313,143,0.04895104895104895,0.0,0.4825174825174825
0.9,0.02,0.7649999856948853,0.5,0.034999996423721313,143,0.04895104895104895,0.0,0.4825174825174825
0.9,0.05,0.7649999856948853,0.5,0.034999996423721313,143,0.04895104895104895,0.0,0.4825174825174825
0.9,0.1,0.7649999856948853,0.5,0.034999996423721313,143,0.04895104895104895,0.0,0.4825174825174825
