configuration,mean_reward,std,min,max
full_v2,0.6949999928474426,0.00662486265348321,0.6816666722297668,0.7066666483879089
only_counterfactual,0.6731666803359986,0.008112054612826457,0.6600000262260437,0.6866666674613953
only_disagreement,0.6698333501815796,0.008008668213487507,0.6583333611488342,0.6866666674613953
only_expected_regret,0.6731666803359986,0.008112054612826457,0.6600000262260437,0.6866666674613953
only_margin,0.6731666803359986,0.008112054612826457,0.6600000262260437,0.6866666674613953
only_support,0.6731666803359986,0.008112054612826457,0.6600000262260437,0.6866666674613953
only_uncertainty,0.6696666777133942,0.008020809526958037,0.6549999713897705,0.6833333373069763
v1_only,0.6731666803359986,0.008112054612826457,0.6600000262260437,0.6866666674613953
