seed,state_idx,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode
0,325,1,"[-2.0836281776428223, -2.389631509780884]","[-1.2642549276351929, -1.570258378982544]","[-0.4448816776275635, -0.7508850693702698]","[-0.8193732500076294, -0.8193731307983398]","[0.8193732500076294, 0.8193733096122742]",1,0
0,325,3,"[-3.4434902667999268, -3.844454765319824]","[-1.1062278747558594, -1.507192611694336]","[1.231034278869629, 0.8300696015357971]","[-2.3372623920440674, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,325,5,"[-1.4504921436309814, -1.9289604425430298]","[-0.9388906359672546, -1.4173591136932373]","[-0.42728933691978455, -0.9057577848434448]","[-0.5116015076637268, -0.5116013288497925]","[0.5116013288497925, 0.5116013288497925]",1,0
0,790,1,"[0.12096385657787323, 0.0429476797580719]","[-0.698409378528595, -0.7764256000518799]","[-1.5177826881408691, -1.5957988500595093]","[0.8193732500076294, 0.8193732500076294]","[-0.8193733096122742, -0.8193732500076294]",-1,1
0,790,3,"[1.7417099475860596, 1.5465036630630493]","[-0.5955523252487183, -0.7907585501670837]","[-2.932814598083496, -3.128020763397217]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,790,5,"[0.03359546512365341, -0.25917601585388184]","[-0.47800594568252563, -0.7707772850990295]","[-0.9896072149276733, -1.2823786735534668]","[0.5116013884544373, 0.5116012692451477]","[-0.5116012692451477, -0.5116013884544373]",-1,1
0,683,1,"[-3.167912483215332, -3.155471086502075]","[-2.348539113998413, -2.3360977172851562]","[-1.5291658639907837, -1.5167244672775269]","[-0.819373369216919, -0.819373369216919]","[0.8193732500076294, 0.8193732500076294]",1,0
0,683,3,"[-4.422056674957275, -4.535624980926514]","[-2.084794282913208, -2.1983625888824463]","[0.2524678409099579, 0.1388995349407196]","[-2.3372623920440674, -2.3372623920440674]","[2.3372621536254883, 2.3372621536254883]",1,0
0,683,5,"[-2.333648443222046, -2.552741527557373]","[-1.8220467567443848, -2.041140079498291]","[-1.3104455471038818, -1.5295387506484985]","[-0.5116016864776611, -0.511601448059082]","[0.5116012096405029, 0.5116013288497925]",1,0
0,1637,1,"[-1.6588807106018066, -1.5806043148040771]","[-2.4782538414001465, -2.399977445602417]","[-3.2976272106170654, -3.219350814819336]","[0.8193731307983398, 0.8193731307983398]","[-0.819373369216919, -0.819373369216919]",-1,1
0,1637,3,"[0.13540016114711761, 0.08124800771474838]","[-2.20186185836792, -2.256014108657837]","[-4.539124488830566, -4.593276500701904]","[2.337261915206909, 2.3372621536254883]","[-2.3372626304626465, -2.3372623920440674]",-1,1
0,1637,5,"[-1.4160990715026855, -1.5815691947937012]","[-1.927700400352478, -2.093170404434204]","[-2.4393019676208496, -2.604771852493286]","[0.5116013288497925, 0.5116012096405029]","[-0.5116015672683716, -0.511601448059082]",-1,1
0,2461,1,"[-1.4881483316421509, -1.486976981163025]","[-2.3075215816497803, -2.3063502311706543]","[-3.12689471244812, -3.125723361968994]","[0.8193732500076294, 0.8193732500076294]","[-0.8193731307983398, -0.8193731307983398]",-1,1
0,2461,3,"[0.2894861698150635, 0.16574664413928986]","[-2.047775983810425, -2.171515464782715]","[-4.385038375854492, -4.508777618408203]","[2.3372621536254883, 2.3372621536254883]","[-2.3372623920440674, -2.3372621536254883]",-1,1
0,2461,5,"[-1.2770365476608276, -1.5053092241287231]","[-1.7886378765106201, -2.0169105529785156]","[-2.300239324569702, -2.5285117626190186]","[0.5116013288497925, 0.5116013288497925]","[-0.511601448059082, -0.5116012096405029]",-1,1
0,386,1,"[1.1051864624023438, 1.1515763998031616]","[0.28581321239471436, 0.33220311999320984]","[-0.533560037612915, -0.48717013001441956]","[0.8193732500076294, 0.8193732500076294]","[-0.8193732500076294, -0.8193732500076294]",-1,1
0,386,3,"[2.6299707889556885, 2.547041177749634]","[0.2927086055278778, 0.20977886021137238]","[-2.044553518295288, -2.127483367919922]","[2.3372621536254883, 2.3372623920440674]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,386,5,"[0.8352508544921875, 0.6438090801239014]","[0.3236495554447174, 0.1322076916694641]","[-0.18795163929462433, -0.379393607378006]","[0.5116013288497925, 0.5116013884544373]","[-0.5116012096405029, -0.5116013288497925]",-1,1
0,540,1,"[-2.638554096221924, -2.7373785972595215]","[-3.4579274654388428, -3.5567517280578613]","[-4.277300834655762, -4.376124858856201]","[0.819373369216919, 0.8193731307983398]","[-0.819373369216919, -0.8193731307983398]",-1,1
0,540,3,"[-0.7487550973892212, -0.9627407789230347]","[-3.086017370223999, -3.3000030517578125]","[-5.423279762268066, -5.637264728546143]","[2.3372621536254883, 2.3372621536254883]","[-2.3372623920440674, -2.33726167678833]",-1,1
0,540,5,"[-2.2140491008758545, -2.5237691402435303]","[-2.7256505489349365, -3.0353705883026123]","[-3.2372522354125977, -3.546971559524536]","[0.511601448059082, 0.511601448059082]","[-0.5116016864776611, -0.5116009712219238]",-1,1
0,1981,1,"[3.278512716293335, 3.325279712677002]","[2.459139347076416, 2.505906581878662]","[1.6397660970687866, 1.6865332126617432]","[0.819373369216919, 0.8193731307983398]","[-0.8193732500076294, -0.819373369216919]",-1,1
0,1981,3,"[4.591397762298584, 4.508808135986328]","[2.2541353702545166, 2.171546220779419]","[-0.0831267386674881, -0.16571606695652008]","[2.3372623920440674, 2.337261915206909]","[-2.3372621536254883, -2.3372623920440674]",-1,1
0,1981,5,"[2.605438709259033, 2.414303779602051]","[2.093837261199951, 1.9027026891708374]","[1.5822359323501587, 1.391101360321045]","[0.511601448059082, 0.5116010904312134]","[-0.5116013288497925, -0.5116013288497925]",-1,1
0,1106,1,"[2.38387131690979, 2.427988052368164]","[3.203244686126709, 3.247361183166504]","[4.022617816925049, 4.066734313964844]","[-0.819373369216919, -0.8193731307983398]","[0.8193731307983398, 0.8193731307983398]",1,0
0,1106,3,"[0.5884281396865845, 0.5034469366073608]","[2.9256904125213623, 2.8407089710235596]","[5.2629523277282715, 5.177970886230469]","[-2.3372621536254883, -2.3372621536254883]","[2.337261915206909, 2.337261915206909]",1,0
0,1106,5,"[2.188314199447632, 1.9950209856033325]","[2.699915647506714, 2.506622076034546]","[3.2115166187286377, 3.0182230472564697]","[-0.511601448059082, -0.5116010904312134]","[0.5116009712219238, 0.5116009712219238]",1,0
0,891,1,"[0.0686897337436676, -0.04925791546702385]","[0.8880630135536194, 0.770115315914154]","[1.707436203956604, 1.5894886255264282]","[-0.8193732500076294, -0.8193732500076294]","[0.8193731904029846, 0.8193733096122742]",1,0
0,891,3,"[-1.5010231733322144, -1.7322676181793213]","[0.8362390398979187, 0.6049945950508118]","[3.1735012531280518, 2.9422566890716553]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,891,5,"[0.3025844693183899, -0.02271140366792679]","[0.8141857981681824, 0.4888898730278015]","[1.3257871866226196, 1.0004911422729492]","[-0.5116013288497925, -0.5116012692451477]","[0.5116013884544373, 0.5116012692451477]",1,0
0,2773,1,"[2.9087133407592773, 3.1344895362854004]","[2.0893399715423584, 2.3151161670684814]","[1.2699668407440186, 1.495742917060852]","[0.819373369216919, 0.819373369216919]","[-0.8193731307983398, -0.8193732500076294]",-1,1
0,2773,3,"[4.257653713226318, 4.336620330810547]","[1.92039155960083, 1.99935781955719]","[-0.4168705642223358, -0.33790433406829834]","[2.3372621536254883, 2.3372626304626465]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,2773,5,"[2.304234743118286, 2.258904457092285]","[1.7926334142684937, 1.7473026514053345]","[1.2810322046279907, 1.2357014417648315]","[0.5116013288497925, 0.5116018056869507]","[-0.5116012096405029, -0.5116012096405029]",-1,1
0,1093,1,"[3.8287158012390137, 3.9267568588256836]","[3.0093424320220947, 3.1073837280273438]","[2.189969301223755, 2.288010358810425]","[0.819373369216919, 0.8193731307983398]","[-0.8193731307983398, -0.819373369216919]",-1,1
0,1093,3,"[5.087955951690674, 5.051641464233398]","[2.7506935596466064, 2.71437931060791]","[0.41343164443969727, 0.3771170973777771]","[2.3372623920440674, 2.3372621536254883]","[-2.337261915206909, -2.3372621536254883]",-1,1
0,1093,5,"[3.0535826683044434, 2.9042108058929443]","[2.5419809818267822, 2.3926095962524414]","[2.0303800106048584, 1.881008267402649]","[0.5116016864776611, 0.5116012096405029]","[-0.5116009712219238, -0.5116013288497925]",-1,1
0,2129,1,"[0.6984442472457886, 0.8546271324157715]","[1.517817497253418, 1.6740003824234009]","[2.337190866470337, 2.4933736324310303]","[-0.8193732500076294, -0.8193732500076294]","[0.819373369216919, 0.8193732500076294]",1,0
0,2129,3,"[-0.9326696991920471, -0.9165112972259521]","[1.404592514038086, 1.4207508563995361]","[3.741854667663574, 3.7580132484436035]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372623920440674]",1,0
0,2129,5,"[0.8155235052108765, 0.713508665561676]","[1.327124834060669, 1.2251098155975342]","[1.8387260437011719, 1.7367112636566162]","[-0.5116013288497925, -0.5116011500358582]","[0.5116012096405029, 0.511601448059082]",1,0
0,388,1,"[0.3121527433395386, 0.38305333256721497]","[-0.5072205066680908, -0.43631991744041443]","[-1.3265937566757202, -1.2556931972503662]","[0.8193732500076294, 0.8193732500076294]","[-0.8193732500076294, -0.8193732500076294]",-1,1
0,388,3,"[1.9142578840255737, 1.8534489870071411]","[-0.4230043292045593, -0.48381316661834717]","[-2.7602665424346924, -2.821075439453125]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,388,5,"[0.18931996822357178, 0.017842106521129608]","[-0.3222813606262207, -0.4937591254711151]","[-0.8338826298713684, -1.00536048412323]","[0.5116013288497925, 0.5116012096405029]","[-0.5116012692451477, -0.5116013288497925]",-1,1
0,1970,1,"[2.2867190837860107, 2.501500129699707]","[1.4673458337783813, 1.6821268796920776]","[0.6479725241661072, 0.8627536296844482]","[0.8193732500076294, 0.8193732500076294]","[-0.8193733096122742, -0.8193732500076294]",-1,1
0,1970,3,"[3.6963040828704834, 3.7653472423553467]","[1.3590418100357056, 1.4280850887298584]","[-0.9782204627990723, -0.9091771245002747]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,1970,5,"[1.797616720199585, 1.7433302402496338]","[1.286015272140503, 1.2317290306091309]","[0.7744139432907104, 0.7201277613639832]","[0.511601448059082, 0.5116012096405029]","[-0.5116013288497925, -0.5116012692451477]",-1,1
0,1108,1,"[2.013800859451294, 2.1156342029571533]","[2.833174228668213, 2.935007333755493]","[3.6525473594665527, 3.754380702972412]","[-0.819373369216919, -0.8193731307983398]","[0.8193731307983398, 0.819373369216919]",1,0
0,1108,3,"[0.2544395923614502, 0.22154751420021057]","[2.5917019844055176, 2.558809757232666]","[4.928964138031006, 4.896071910858154]","[-2.3372623920440674, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,1108,5,"[1.8868895769119263, 1.740606665611267]","[2.398491144180298, 2.2522079944610596]","[2.910092353820801, 2.7638092041015625]","[-0.5116015672683716, -0.5116013288497925]","[0.5116012096405029, 0.5116012096405029]",1,0
0,20,1,"[-1.077709436416626, -1.1091289520263672]","[-0.25833624601364136, -0.2897556722164154]","[0.561037003993988, 0.5296175479888916]","[-0.8193731904029846, -0.8193732500076294]","[0.8193732500076294, 0.8193732500076294]",1,0
0,20,3,"[-2.5356483459472656, -2.6888012886047363]","[-0.1983862817287445, -0.35153892636299133]","[2.138875961303711, 1.9857232570648193]","[-2.3372621536254883, -2.3372623920440674]","[2.3372621536254883, 2.3372621536254883]",1,0
0,20,5,"[-0.6311647295951843, -0.8859829902648926]","[-0.11956356465816498, -0.3743816018104553]","[0.3920377492904663, 0.13721968233585358]","[-0.5116011500358582, -0.5116013884544373]","[0.5116013288497925, 0.5116012692451477]",1,0
0,469,1,"[-0.16453105211257935, 0.046834155917167664]","[-0.9839043021202087, -0.7725390791893005]","[-1.803277611732483, -1.5919123888015747]","[0.8193732500076294, 0.8193732500076294]","[-0.8193733096122742, -0.8193733096122742]",-1,1
0,469,3,"[1.4840507507324219, 1.550011157989502]","[-0.8532114624977112, -0.7872509956359863]","[-3.190473794937134, -3.1245131492614746]","[2.3372621536254883, 2.3372621536254883]","[-2.3372623920440674, -2.3372621536254883]",-1,1
0,469,5,"[-0.19894197583198547, -0.2560104727745056]","[-0.7105433344841003, -0.7676117420196533]","[-1.2221447229385376, -1.2792129516601562]","[0.5116013288497925, 0.5116012692451477]","[-0.5116013884544373, -0.5116012096405029]",-1,1
0,932,1,"[1.5611308813095093, 1.8189780712127686]","[0.7417576313018799, 0.9996048212051392]","[-0.07761562615633011, 0.18023160099983215]","[0.8193732500076294, 0.8193732500076294]","[-0.8193732500076294, -0.8193732500076294]",-1,1
0,932,3,"[3.0414605140686035, 3.1493711471557617]","[0.7041984796524048, 0.8121088743209839]","[-1.633063793182373, -1.5251532793045044]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,932,5,"[1.206620216369629, 1.187411904335022]","[0.6950191855430603, 0.6758105158805847]","[0.18341781198978424, 0.1642092913389206]","[0.5116010308265686, 0.5116013884544373]","[-0.5116013884544373, -0.5116012096405029]",-1,1
0,270,1,"[0.4289950728416443, 0.5529630184173584]","[1.248368263244629, 1.3723362684249878]","[2.067741632461548, 2.191709518432617]","[-0.8193731904029846, -0.8193732500076294]","[0.819373369216919, 0.8193732500076294]",1,0
0,270,3,"[-1.1758476495742798, -1.18876314163208]","[1.1614145040512085, 1.1484990119934082]","[3.4986767768859863, 3.4857611656188965]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,270,5,"[0.5960553884506226, 0.46780136227607727]","[1.1076565980911255, 0.9794026017189026]","[1.619257926940918, 1.4910039901733398]","[-0.5116012096405029, -0.5116012096405029]","[0.5116013288497925, 0.5116013884544373]",1,0
0,2334,1,"[-0.8479211330413818, -0.31536656618118286]","[-0.028547868132591248, 0.5040066838264465]","[0.790825366973877, 1.3233798742294312]","[-0.8193732500076294, -0.8193732500076294]","[0.8193732500076294, 0.8193731904029846]",1,0
0,2334,3,"[-2.3282644748687744, -1.9724305868148804]","[0.008997724391520023, 0.3648315668106079]","[2.346259832382202, 2.7020938396453857]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,2334,5,"[-0.444000780582428, -0.23945850133895874]","[0.06760049611330032, 0.27214276790618896]","[0.5792016983032227, 0.7837440967559814]","[-0.5116012692451477, -0.5116012692451477]","[0.5116012096405029, 0.5116013288497925]",1,0
0,1907,1,"[-0.27810800075531006, -0.25346243381500244]","[0.5412652492523193, 0.565910816192627]","[1.3606384992599487, 1.3852840662002563]","[-0.8193732500076294, -0.8193732500076294]","[0.8193732500076294, 0.8193732500076294]",1,0
0,1907,3,"[-1.814008116722107, -1.9165620803833008]","[0.5232540369033813, 0.4207000434398651]","[2.860516309738159, 2.757962226867676]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,1907,5,"[0.020115559920668602, -0.18903717398643494]","[0.5317168235778809, 0.3225640654563904]","[1.0433181524276733, 0.8341652750968933]","[-0.5116012692451477, -0.5116012096405029]","[0.5116013288497925, 0.5116012096405029]",1,0
0,1580,1,"[1.1310961246490479, 1.2256242036819458]","[0.31172290444374084, 0.4062509536743164]","[-0.5076503753662109, -0.413122296333313]","[0.8193732500076294, 0.8193732500076294]","[-0.8193732500076294, -0.8193732500076294]",-1,1
0,1580,3,"[2.6533541679382324, 2.6138691902160645]","[0.3160921037197113, 0.2766070067882538]","[-2.021170139312744, -2.060655117034912]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,1580,5,"[0.8563544154167175, 0.7041212916374207]","[0.3447531759738922, 0.19252008199691772]","[-0.16684816777706146, -0.3190811276435852]","[0.5116012096405029, 0.5116012096405029]","[-0.5116013288497925, -0.5116012096405029]",-1,1
0,1352,1,"[-0.591514527797699, -0.4297863245010376]","[0.2278587520122528, 0.3895869255065918]","[1.0472320318222046, 1.2089601755142212]","[-0.8193732500076294, -0.8193732500076294]","[0.8193732500076294, 0.8193732500076294]",1,0
0,1352,3,"[-2.0968575477600098, -2.0756945610046387]","[0.24040471017360687, 0.26156774163246155]","[2.577666997909546, 2.598829984664917]","[-2.3372621536254883, -2.3372623920440674]","[2.3372623920440674, 2.3372621536254883]",1,0
0,1352,5,"[-0.23515601456165314, -0.3326542377471924]","[0.27644529938697815, 0.17894715070724487]","[0.788046658039093, 0.6905484199523926]","[-0.5116013288497925, -0.5116013884544373]","[0.5116013288497925, 0.5116012692451477]",1,0
0,2454,1,"[-0.5305317640304565, -0.4000241458415985]","[-1.349905014038086, -1.2193974256515503]","[-2.169278383255005, -2.0387706756591797]","[0.8193732500076294, 0.8193732500076294]","[-0.819373369216919, -0.8193732500076294]",-1,1
0,2454,3,"[1.1537350416183472, 1.146721601486206]","[-1.1835271120071411, -1.1905406713485718]","[-3.520789384841919, -3.5278029441833496]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,2454,5,"[-0.4970519244670868, -0.6199793219566345]","[-1.008653163909912, -1.1315805912017822]","[-1.5202544927597046, -1.6431820392608643]","[0.5116012096405029, 0.5116012692451477]","[-0.5116013288497925, -0.511601448059082]",-1,1
0,700,1,"[-0.2739424407482147, -0.3708833158016205]","[0.5454308390617371, 0.4484899342060089]","[1.3648040294647217, 1.267863154411316]","[-0.8193732500076294, -0.8193732500076294]","[0.8193731904029846, 0.8193732500076294]",1,0
0,700,3,"[-1.810248613357544, -2.0225343704223633]","[0.5270135402679443, 0.31472769379615784]","[2.8642756938934326, 2.6519899368286133]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,700,5,"[0.023508494719862938, -0.2846771776676178]","[0.5351097583770752, 0.22692400217056274]","[1.0467110872268677, 0.7385252714157104]","[-0.5116012692451477, -0.5116012096405029]","[0.5116013288497925, 0.5116012692451477]",1,0
0,2599,1,"[1.0512237548828125, 1.498879075050354]","[1.870597004890442, 2.3182523250579834]","[2.6899702548980713, 3.1376254558563232]","[-0.8193732500076294, -0.8193732500076294]","[0.8193732500076294, 0.8193731307983398]",1,0
0,2599,3,"[-0.6142862439155579, -0.33507391810417175]","[1.7229759693145752, 2.0021884441375732]","[4.060238361358643, 4.339450359344482]","[-2.3372621536254883, -2.3372623920440674]","[2.3372623920440674, 2.337261915206909]",1,0
0,2599,5,"[1.1028645038604736, 1.2382558584213257]","[1.6144658327102661, 1.7498573064804077]","[2.1260671615600586, 2.261458396911621]","[-0.5116013288497925, -0.511601448059082]","[0.5116013288497925, 0.5116010904312134]",1,0
0,589,1,"[-2.122737169265747, -1.9858522415161133]","[-1.3033638000488281, -1.1664789915084839]","[-0.4839905798435211, -0.34710580110549927]","[-0.819373369216919, -0.8193732500076294]","[0.8193732500076294, 0.8193731904029846]",1,0
0,589,3,"[-3.478785991668701, -3.48004412651062]","[-1.1415235996246338, -1.1427817344665527]","[1.1957385540008545, 1.1944804191589355]","[-2.3372623920440674, -2.3372623920440674]","[2.3372621536254883, 2.3372621536254883]",1,0
0,589,5,"[-1.482346534729004, -1.6000796556472778]","[-0.9707449674606323, -1.0884782075881958]","[-0.4591437578201294, -0.5768769979476929]","[-0.5116015672683716, -0.511601448059082]","[0.5116012096405029, 0.5116012096405029]",1,0
0,1976,1,"[3.04921817779541, 3.335871934890747]","[2.229844808578491, 2.516498565673828]","[1.4104716777801514, 1.6971254348754883]","[0.819373369216919, 0.819373369216919]","[-0.8193731307983398, -0.8193731307983398]",-1,1
0,1976,3,"[4.384459495544434, 4.518367767333984]","[2.047197103500366, 2.181105375289917]","[-0.2900649607181549, -0.15615656971931458]","[2.3372623920440674, 2.3372623920440674]","[-2.3372621536254883, -2.337261915206909]",-1,1
0,1976,5,"[2.4186768531799316, 2.42293119430542]","[1.9070754051208496, 1.911329746246338]","[1.3954741954803467, 1.399728775024414]","[0.511601448059082, 0.511601448059082]","[-0.5116012096405029, -0.5116009712219238]",-1,1
0,1100,1,"[2.415371894836426, 2.4518444538116455]","[3.2347452640533447, 3.2712175846099854]","[4.054118633270264, 4.090590953826904]","[-0.819373369216919, -0.8193731307983398]","[0.819373369216919, 0.819373369216919]",1,0
0,1100,3,"[0.6168574690818787, 0.5249773263931274]","[2.9541196823120117, 2.862239360809326]","[5.2913818359375, 5.1995015144348145]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,1100,5,"[2.2139718532562256, 2.0144522190093994]","[2.7255730628967285, 2.5260531902313232]","[3.2371742725372314, 3.0376546382904053]","[-0.5116012096405029, -0.5116009712219238]","[0.5116012096405029, 0.511601448059082]",1,0
0,1135,1,"[3.79191517829895, 3.9052507877349854]","[2.9725420475006104, 3.0858774185180664]","[2.1531686782836914, 2.2665042877197266]","[0.8193731307983398, 0.819373369216919]","[-0.819373369216919, -0.8193731307983398]",-1,1
0,1135,3,"[5.054743766784668, 5.032232284545898]","[2.7174813747406006, 2.694969892501831]","[0.380219042301178, 0.35770782828330994]","[2.3372623920440674, 2.3372623920440674]","[-2.3372623920440674, -2.3372621536254883]",-1,1
0,1135,5,"[3.023608446121216, 2.8866939544677734]","[2.512006998062134, 2.3750925064086914]","[2.0004055500030518, 1.863491415977478]","[0.511601448059082, 0.511601448059082]","[-0.511601448059082, -0.5116010904312134]",-1,1
0,2793,1,"[4.658067226409912, 4.818521976470947]","[3.838693857192993, 3.9991488456726074]","[3.019320487976074, 3.1797757148742676]","[0.819373369216919, 0.8193731307983398]","[-0.819373369216919, -0.8193731307983398]",-1,1
0,2793,3,"[5.8364458084106445, 5.856459617614746]","[3.499183416366577, 3.5191972255706787]","[1.1619210243225098, 1.181935429573059]","[2.3372623920440674, 2.3372623920440674]","[-2.3372623920440674, -2.33726167678833]",-1,1
0,2793,5,"[3.7290947437286377, 3.6305594444274902]","[3.2174932956695557, 3.118957757949829]","[2.7058916091918945, 2.6073567867279053]","[0.511601448059082, 0.5116016864776611]","[-0.5116016864776611, -0.5116009712219238]",-1,1
0,87,1,"[-1.2155357599258423, -1.1277179718017578]","[-0.3961625397205353, -0.30834469199180603]","[0.4232107102870941, 0.511028528213501]","[-0.8193732500076294, -0.8193732500076294]","[0.8193732500076294, 0.8193732500076294]",1,0
0,87,3,"[-2.66003680229187, -2.705577850341797]","[-0.3227744996547699, -0.36831554770469666]","[2.0144877433776855, 1.9689465761184692]","[-2.3372623920440674, -2.3372623920440674]","[2.3372621536254883, 2.3372621536254883]",1,0
0,87,5,"[-0.7434253692626953, -0.9011239409446716]","[-0.23182393610477448, -0.389522522687912]","[0.2797773480415344, 0.12207876145839691]","[-0.511601448059082, -0.511601448059082]","[0.5116012692451477, 0.5116012692451477]",1,0
0,2453,1,"[-2.301928758621216, -2.0764622688293457]","[-1.4825553894042969, -1.2570891380310059]","[-0.6631821393966675, -0.4377158284187317]","[-0.819373369216919, -0.8193731307983398]","[0.8193732500076294, 0.8193733096122742]",1,0
0,2453,3,"[-3.6405065059661865, -3.561819314956665]","[-1.3032441139221191, -1.2245573997497559]","[1.0340181589126587, 1.112704873085022]","[-2.3372623920440674, -2.337261915206909]","[2.3372621536254883, 2.3372621536254883]",1,0
0,2453,5,"[-1.6282991170883179, -1.6738818883895874]","[-1.1166977882385254, -1.162280797958374]","[-0.6050963997840881, -0.6506794095039368]","[-0.5116013288497925, -0.5116010904312134]","[0.5116013884544373, 0.5116013884544373]",1,0
0,2124,1,"[1.372078537940979, 1.2727916240692139]","[2.1914517879486084, 2.0921647548675537]","[3.0108249187469482, 2.9115381240844727]","[-0.8193732500076294, -0.8193731307983398]","[0.8193731307983398, 0.819373369216919]",1,0
0,2124,3,"[-0.3247147798538208, -0.5391178727149963]","[2.012547492980957, 1.7981442213058472]","[4.349809646606445, 4.135406494140625]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
0,2124,5,"[1.3642027378082275, 1.0541062355041504]","[1.8758041858673096, 1.5657074451446533]","[2.3874053955078125, 2.0773086547851562]","[-0.511601448059082, -0.5116012096405029]","[0.5116012096405029, 0.5116012096405029]",1,0
0,2704,1,"[-0.12198986858129501, -0.28756996989250183]","[-0.9413630962371826, -1.1069432497024536]","[-1.760736346244812, -1.926316499710083]","[0.8193732500076294, 0.8193732500076294]","[-0.8193732500076294, -0.8193732500076294]",-1,1
0,2704,3,"[1.5224441289901733, 1.2482115030288696]","[-0.8148180246353149, -1.0890507698059082]","[-3.1520802974700928, -3.4263129234313965]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,2704,5,"[-0.16429196298122406, -0.5283846855163574]","[-0.6758931875228882, -1.03998601436615]","[-1.1874946355819702, -1.5515872240066528]","[0.5116012096405029, 0.5116013288497925]","[-0.511601448059082, -0.5116012096405029]",-1,1
0,717,1,"[-0.009614303708076477, -0.09352485835552216]","[-0.8289875388145447, -0.9128981232643127]","[-1.6483608484268188, -1.7322713136672974]","[0.8193732500076294, 0.8193732500076294]","[-0.8193733096122742, -0.8193731904029846]",-1,1
0,717,3,"[1.6238631010055542, 1.4233372211456299]","[-0.7133991122245789, -0.9139249920845032]","[-3.050661325454712, -3.2511870861053467]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,717,5,"[-0.07276131957769394, -0.370333731174469]","[-0.5843626856803894, -0.8819350600242615]","[-1.095963954925537, -1.3935363292694092]","[0.5116013884544373, 0.5116013288497925]","[-0.5116012692451477, -0.5116012692451477]",-1,1
0,2680,1,"[-0.7731308341026306, -0.6759660840034485]","[-1.5925040245056152, -1.4953393936157227]","[-2.411877393722534, -2.3147125244140625]","[0.8193731904029846, 0.8193733096122742]","[-0.819373369216919, -0.8193731307983398]",-1,1
0,2680,3,"[0.9347894191741943, 0.8976839780807495]","[-1.402472734451294, -1.4395781755447388]","[-3.7397351264953613, -3.7768404483795166]","[2.3372621536254883, 2.3372621536254883]","[-2.3372623920440674, -2.3372621536254883]",-1,1
0,2680,5,"[-0.6946503520011902, -0.8447358012199402]","[-1.2062515020370483, -1.356337070465088]","[-1.71785306930542, -1.8679382801055908]","[0.5116011500358582, 0.5116012692451477]","[-0.5116015672683716, -0.5116012096405029]",-1,1
0,1877,1,"[1.612887978553772, 1.6057661771774292]","[0.7935147881507874, 0.7863929271697998]","[-0.025858480483293533, -0.03298032283782959]","[0.8193731904029846, 0.8193732500076294]","[-0.8193732500076294, -0.8193732500076294]",-1,1
0,1877,3,"[3.0881714820861816, 2.9569473266601562]","[0.7509092688560486, 0.6196851134300232]","[-1.5863529443740845, -1.7175769805908203]","[2.3372621536254883, 2.3372621536254883]","[-2.3372621536254883, -2.3372621536254883]",-1,1
0,1877,5,"[1.248776912689209, 1.013749361038208]","[0.7371756434440613, 0.5021480917930603]","[0.22557435929775238, -0.009453135542571545]","[0.5116012692451477, 0.5116012692451477]","[-0.5116012692451477, -0.5116012096405029]",-1,1
0,2040,1,"[-0.3198184669017792, -0.3577350676059723]","[0.4995547831058502, 0.4616381824016571]","[1.3189280033111572, 1.2810114622116089]","[-0.8193732500076294, -0.8193732500076294]","[0.8193732500076294, 0.8193732500076294]",1,0
0,2040,3,"[-1.851651906967163, -2.0106680393218994]","[0.48561036586761475, 0.3265939950942993]","[2.8228726387023926, 2.663856267929077]","[-2.3372621536254883, -2.3372621536254883]","[2.3372621536254883, 2.3372621536254883]",1,0
