seed,state_idx,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode
4,488,5,"[-1.892328143119812, -2.003256320953369]","[1.4741778373718262, 1.3632495403289795]","[4.840683937072754, 4.729755401611328]","[-3.3665060997009277, -3.3665058612823486]","[3.3665060997009277, 3.3665058612823486]",1,0
4,1585,1,"[-1.379183292388916, -1.2648725509643555]","[-2.1232643127441406, -2.00895357131958]","[-2.8673453330993652, -2.7530345916748047]","[0.7440810203552246, 0.7440810203552246]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,1585,3,"[0.2493254691362381, 0.22703000903129578]","[-1.873165488243103, -1.8954609632492065]","[-3.9956564903259277, -4.017951965332031]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,1585,5,"[1.7065733671188354, 1.6334308385849]","[-1.6599326133728027, -1.7330751419067383]","[-5.0264387130737305, -5.099581241607666]","[3.3665060997009277, 3.3665060997009277]","[-3.3665060997009277, -3.3665060997009277]",-1,1
4,2244,1,"[-2.732390880584717, -2.5625898838043213]","[-1.9883099794387817, -1.8185089826583862]","[-1.2442289590835571, -1.0744280815124512]","[-0.7440809011459351, -0.7440809011459351]","[0.7440810203552246, 0.7440809011459351]",1,0
4,2244,3,"[-3.8738601207733154, -3.8460755348205566]","[-1.7513692378997803, -1.7235846519470215]","[0.3711217939853668, 0.3989061713218689]","[-2.122490882873535, -2.122490882873535]","[2.1224911212921143, 2.122490882873535]",1,0
4,2244,5,"[-4.91651725769043, -4.944462299346924]","[-1.550011396408081, -1.5779567956924438]","[1.8164947032928467, 1.7885490655899048]","[-3.3665058612823486, -3.3665056228637695]","[3.3665060997009277, 3.3665058612823486]",1,0
4,268,1,"[-0.1687207669019699, -0.17126640677452087]","[-0.9128017425537109, -0.9153473377227783]","[-1.656882643699646, -1.659428358078003]","[0.7440809607505798, 0.7440809011459351]","[-0.7440809011459351, -0.7440810203552246]",-1,1
4,268,3,"[1.3417679071426392, 1.2140096426010132]","[-0.7807230353355408, -0.9084813594818115]","[-2.9032139778137207, -3.0309722423553467]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,268,5,"[2.692502737045288, 2.5241799354553223]","[-0.6740032434463501, -0.8423260450363159]","[-4.040509223937988, -4.208831787109375]","[3.3665060997009277, 3.3665060997009277]","[-3.3665060997009277, -3.3665056228637695]",-1,1
4,921,1,"[0.5234772562980652, 0.4112503230571747]","[1.267558217048645, 1.1553312540054321]","[2.01163911819458, 1.8994122743606567]","[-0.7440809607505798, -0.7440809011459351]","[0.7440809011459351, 0.7440810203552246]",1,0
4,921,3,"[-0.9354391098022461, -1.1621848344802856]","[1.1870518922805786, 0.9603061079978943]","[3.3095428943634033, 3.082797050476074]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,921,5,"[-2.264592409133911, -2.5222513675689697]","[1.1019136905670166, 0.8442546725273132]","[4.468419551849365, 4.210760593414307]","[-3.3665060997009277, -3.3665060997009277]","[3.3665058612823486, 3.3665058612823486]",1,0
4,695,1,"[-2.4771082401275635, -2.2403388023376465]","[-1.7330273389816284, -1.4962577819824219]","[-0.9889463186264038, -0.752176821231842]","[-0.7440809011459351, -0.7440810203552246]","[0.7440810203552246, 0.7440809607505798]",1,0
4,695,3,"[-3.643467426300049, -3.555243968963623]","[-1.5209765434265137, -1.4327529668807983]","[0.6015143394470215, 0.6897379159927368]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,695,5,"[-4.708587646484375, -4.6819868087768555]","[-1.342081904411316, -1.315481185913086]","[2.024423837661743, 2.0510246753692627]","[-3.3665056228637695, -3.3665056228637695]","[3.3665056228637695, 3.3665058612823486]",1,0
4,767,1,"[-0.3346109390258789, -0.5934510231018066]","[-1.078691840171814, -1.3375319242477417]","[-1.8227728605270386, -2.0816128253936768]","[0.7440809011459351, 0.7440809011459351]","[-0.7440810203552246, -0.7440809011459351]",-1,1
4,767,3,"[1.1920520067214966, 0.8329879641532898]","[-0.9304388761520386, -1.2895029783248901]","[-3.0529298782348633, -3.411993980407715]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,767,5,"[2.5573840141296387, 2.1803078651428223]","[-0.8091217875480652, -1.1861979961395264]","[-4.175627708435059, -4.552703857421875]","[3.3665058612823486, 3.3665058612823486]","[-3.3665058612823486, -3.3665058612823486]",-1,1
4,2265,1,"[-2.3802003860473633, -2.2446787357330322]","[-1.6361194849014282, -1.5005977153778076]","[-0.8920385241508484, -0.7565167546272278]","[-0.7440809011459351, -0.7440810203552246]","[0.7440809607505798, 0.7440809607505798]",1,0
4,2265,3,"[-3.5560081005096436, -3.5591607093811035]","[-1.433517336845398, -1.4366698265075684]","[0.688973605632782, 0.6858211159706116]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,2265,5,"[-4.629655838012695, -4.685522079467773]","[-1.2631499767303467, -1.3190160989761353]","[2.103355884552002, 2.047489881515503]","[-3.3665058612823486, -3.3665060997009277]","[3.3665058612823486, 3.3665060997009277]",1,0
4,2911,1,"[2.1434731483459473, 2.2122507095336914]","[2.887554168701172, 2.956331729888916]","[3.6316349506378174, 3.7004127502441406]","[-0.7440810203552246, -0.7440810203552246]","[0.7440807819366455, 0.7440810203552246]",1,0
4,2911,3,"[0.5266071557998657, 0.4632180333137512]","[2.6490981578826904, 2.5857090950012207]","[4.7715888023376465, 4.708199977874756]","[-2.122490882873535, -2.1224911212921143]","[2.122490644454956, 2.122490882873535]",1,0
4,2911,5,"[-0.9450955986976624, -1.0553252696990967]","[2.421410322189331, 2.311180830001831]","[5.78791618347168, 5.67768669128418]","[-3.3665058612823486, -3.3665060997009277]","[3.3665058612823486, 3.3665058612823486]",1,0
4,137,1,"[-1.0459541082382202, -0.7869563102722168]","[-0.30187317728996277, -0.042875342071056366]","[0.44220778346061707, 0.7012056112289429]","[-0.7440809011459351, -0.7440809607505798]","[0.7440809607505798, 0.7440809607505798]",1,0
4,137,3,"[-2.351850986480713, -2.2435662746429443]","[-0.22936001420021057, -0.1210753545165062]","[1.893130898475647, 2.001415491104126]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,137,5,"[-3.5429039001464844, -3.4981980323791504]","[-0.17639808356761932, -0.13169214129447937]","[3.190107822418213, 3.234813690185547]","[-3.3665058612823486, -3.3665058612823486]","[3.3665058612823486, 3.3665058612823486]",1,0
4,2219,1,"[-1.6168245077133179, -1.561991810798645]","[-0.872743546962738, -0.81791090965271]","[-0.12866255640983582, -0.07382994890213013]","[-0.7440809607505798, -0.7440809011459351]","[0.7440810203552246, 0.7440809607505798]",1,0
4,2219,3,"[-2.8670613765716553, -2.943035840988159]","[-0.7445704936981201, -0.820544958114624]","[1.3779205083847046, 1.3019459247589111]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,2219,5,"[-4.0078816413879395, -4.129469394683838]","[-0.6413755416870117, -0.7629634141921997]","[2.725130558013916, 2.6035425662994385]","[-3.3665060997009277, -3.3665060997009277]","[3.3665060997009277, 3.3665060997009277]",1,0
4,2283,1,"[-1.922566533088684, -1.8528810739517212]","[-2.666647434234619, -2.5969619750976562]","[-3.4107284545898438, -3.341042995452881]","[0.7440809011459351, 0.7440809011459351]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,2283,3,"[-0.24107784032821655, -0.30364763736724854]","[-2.3635687828063965, -2.426138401031494]","[-4.486059665679932, -4.5486297607421875]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.1224913597106934]",-1,1
4,2283,5,"[1.2639844417572021, 1.154494285583496]","[-2.1025214195251465, -2.2120113372802734]","[-5.469027519226074, -5.578517913818359]","[3.3665058612823486, 3.3665056228637695]","[-3.3665060997009277, -3.366506576538086]",-1,1
4,1027,1,"[0.9648034572601318, 1.080999493598938]","[1.7088844776153564, 1.825080394744873]","[2.452965497970581, 2.5691614151000977]","[-0.7440810203552246, -0.7440809011459351]","[0.7440810203552246, 0.7440810203552246]",1,0
4,1027,3,"[-0.5371422171592712, -0.5577362179756165]","[1.5853487253189087, 1.5647547245025635]","[3.7078397274017334, 3.6872456073760986]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,1027,5,"[-1.905129313468933, -1.9767364263534546]","[1.4613765478134155, 1.389769434928894]","[4.827882289886475, 4.756275653839111]","[-3.3665058612823486, -3.3665058612823486]","[3.3665056228637695, 3.3665060997009277]",1,0
4,2112,1,"[4.088900566101074, 4.060083389282227]","[3.3448197841644287, 3.316002607345581]","[2.600738763809204, 2.5719215869903564]","[0.7440807819366455, 0.7440807819366455]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,2112,3,"[5.184271335601807, 5.032802581787109]","[3.0617804527282715, 2.9103119373321533]","[0.939289391040802, 0.7878209948539734]","[2.122490882873535, 2.122490644454956]","[-2.1224911212921143, -2.122490882873535]",-1,1
4,2112,5,"[6.160362243652344, 5.970640182495117]","[2.793856143951416, 2.604135036468506]","[-0.5726498961448669, -0.7623710632324219]","[3.3665060997009277, 3.3665051460266113]","[-3.3665060997009277, -3.3665060997009277]",-1,1
4,1019,1,"[3.0744802951812744, 2.931661367416382]","[3.818561315536499, 3.6757421493530273]","[4.5626420974731445, 4.419823169708252]","[-0.7440810203552246, -0.7440807819366455]","[0.7440807819366455, 0.7440810203552246]",1,0
4,1019,3,"[1.3668410778045654, 1.1124861240386963]","[3.4893321990966797, 3.2349767684936523]","[5.611822605133057, 5.3574676513671875]","[-2.1224911212921143, -2.122490644454956]","[2.122490406036377, 2.122490882873535]",1,0
4,1019,5,"[-0.18678447604179382, -0.4693607687950134]","[3.1797215938568115, 2.8971450328826904]","[6.546226978302002, 6.263650894165039]","[-3.3665060997009277, -3.3665058612823486]","[3.3665053844451904, 3.3665058612823486]",1,0
4,2056,1,"[6.056768417358398, 6.1005425453186035]","[5.312687397003174, 5.356461524963379]","[4.568606376647949, 4.612380504608154]","[0.7440810203552246, 0.7440810203552246]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,2056,3,"[6.960271835327148, 6.874317169189453]","[4.837780475616455, 4.751826286315918]","[2.715289831161499, 2.6293351650238037]","[2.1224913597106934, 2.122490882873535]","[-2.122490644454956, -2.1224911212921143]",-1,1
4,2056,5,"[7.763202667236328, 7.632607460021973]","[4.396696090698242, 4.266101360321045]","[1.0301904678344727, 0.8995954394340515]","[3.366506576538086, 3.3665060997009277]","[-3.3665056228637695, -3.3665058612823486]",-1,1
4,2269,1,"[-2.663865566253662, -2.515211343765259]","[-1.919784665107727, -1.7711304426193237]","[-1.175703763961792, -1.0270495414733887]","[-0.7440809011459351, -0.7440809011459351]","[0.7440809011459351, 0.7440809011459351]",1,0
4,2269,3,"[-3.812016010284424, -3.803316354751587]","[-1.6895251274108887, -1.6808255910873413]","[0.4329657554626465, 0.44166529178619385]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,2269,5,"[-4.860702991485596, -4.905872821807861]","[-1.494197130203247, -1.5393667221069336]","[1.8723087310791016, 1.8271392583847046]","[-3.3665058612823486, -3.3665060997009277]","[3.3665058612823486, 3.3665060997009277]",1,0
4,2904,1,"[3.2211174964904785, 3.132906675338745]","[2.477036714553833, 2.3888256549835205]","[1.7329556941986084, 1.644744634628296]","[0.7440807819366455, 0.7440810203552246]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,2904,3,"[4.401096820831299, 4.196025848388672]","[2.2786061763763428, 2.0735347270965576]","[0.15611517429351807, -0.04895618185400963]","[2.122490644454956, 2.1224911212921143]","[-2.122490882873535, -2.122490882873535]",-1,1
4,2904,5,"[5.453547477722168, 5.215449810028076]","[2.0870413780212402, 1.8489434719085693]","[-1.279464602470398, -1.5175623893737793]","[3.3665060997009277, 3.366506338119507]","[-3.3665060997009277, -3.3665058612823486]",-1,1
4,1955,1,"[-0.3862563371658325, -0.38366976380348206]","[0.3578246235847473, 0.3604111969470978]","[1.1019055843353271, 1.1044921875]","[-0.7440809607505798, -0.7440809607505798]","[0.7440809607505798, 0.7440810203552246]",1,0
4,1955,3,"[-1.7564737796783447, -1.879600167274475]","[0.36601725220680237, 0.24289074540138245]","[2.4885082244873047, 2.3653817176818848]","[-2.1224911212921143, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,1955,5,"[-3.0055761337280273, -3.1697187423706055]","[0.3609299063682556, 0.1967872679233551]","[3.727435827255249, 3.563293218612671]","[-3.3665060997009277, -3.3665060997009277]","[3.3665058612823486, 3.3665058612823486]",1,0
4,374,1,"[3.9315264225006104, 4.093810558319092]","[3.1874454021453857, 3.349729537963867]","[2.443364381790161, 2.6056487560272217]","[0.7440810203552246, 0.7440810203552246]","[-0.7440810203552246, -0.7440807819366455]",-1,1
4,374,3,"[5.042241096496582, 5.063241481781006]","[2.9197499752044678, 2.9407505989074707]","[0.7972589731216431, 0.8182597756385803]","[2.1224911212921143, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,374,5,"[6.032179832458496, 5.998111724853516]","[2.6656734943389893, 2.631605625152588]","[-0.7008323073387146, -0.7349000573158264]","[3.366506338119507, 3.3665060997009277]","[-3.3665058612823486, -3.3665056228637695]",-1,1
4,370,1,"[3.051246404647827, 3.047452926635742]","[2.3071653842926025, 2.3033719062805176]","[1.5630844831466675, 1.559290885925293]","[0.7440810203552246, 0.7440810203552246]","[-0.7440809011459351, -0.7440810203552246]",-1,1
4,370,3,"[4.247788429260254, 4.118903636932373]","[2.1252970695495605, 1.996412754058838]","[0.0028063985519111156, -0.12607823312282562]","[2.1224913597106934, 2.122490882873535]","[-2.122490644454956, -2.122490882873535]",-1,1
4,370,5,"[5.315186023712158, 5.145846843719482]","[1.9486799240112305, 1.7793408632278442]","[-1.4178258180618286, -1.587165117263794]","[3.3665060997009277, 3.3665060997009277]","[-3.3665056228637695, -3.3665060997009277]",-1,1
4,840,1,"[-0.35907095670700073, -0.21037107706069946]","[0.3850100040435791, 0.5337098836898804]","[1.1290909051895142, 1.2777907848358154]","[-0.7440809607505798, -0.7440809607505798]","[0.7440809011459351, 0.7440809011459351]",1,0
4,840,3,"[-1.7319389581680298, -1.7231981754302979]","[0.3905520439147949, 0.39929279685020447]","[2.51304292678833, 2.5217835903167725]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,840,5,"[-2.983433485031128, -3.0285656452178955]","[0.38307252526283264, 0.3379400968551636]","[3.7495784759521484, 3.7044460773468018]","[-3.3665060997009277, -3.3665056228637695]","[3.3665058612823486, 3.3665060997009277]",1,0
4,177,1,"[-0.23275618255138397, -0.38872620463371277]","[0.5113247632980347, 0.35535475611686707]","[1.2554057836532593, 1.0994356870651245]","[-0.7440809607505798, -0.7440809607505798]","[0.7440810203552246, 0.7440809011459351]",1,0
4,177,3,"[-1.617939829826355, -1.8841636180877686]","[0.504551112651825, 0.238327294588089]","[2.627042055130005, 2.3608181476593018]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,177,5,"[-2.880549192428589, -3.173837184906006]","[0.48595669865608215, 0.19266875088214874]","[3.8524625301361084, 3.5591747760772705]","[-3.3665058612823486, -3.3665058612823486]","[3.3665058612823486, 3.3665060997009277]",1,0
4,527,1,"[1.646214485168457, 1.5985552072525024]","[2.3902955055236816, 2.3426361083984375]","[3.1343765258789062, 3.086717128753662]","[-0.7440810203552246, -0.7440809011459351]","[0.7440810203552246, 0.7440810203552246]",1,0
4,527,3,"[0.0778311938047409, -0.09064216911792755]","[2.200322151184082, 2.031848669052124]","[4.322813034057617, 4.154339790344238]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.1224911212921143]",1,0
4,527,5,"[-1.3501158952713013, -1.555184006690979]","[2.016390085220337, 1.8113218545913696]","[5.3828959465026855, 5.177827835083008]","[-3.3665060997009277, -3.3665058612823486]","[3.3665058612823486, 3.3665060997009277]",1,0
4,2006,1,"[3.349750280380249, 3.241641044616699]","[2.6056694984436035, 2.4975600242614746]","[1.861588478088379, 1.7534791231155396]","[0.7440807819366455, 0.7440810203552246]","[-0.7440810203552246, -0.7440809011459351]",-1,1
4,2006,3,"[4.51718807220459, 4.294158458709717]","[2.394697427749634, 2.1716675758361816]","[0.27220627665519714, 0.04917670041322708]","[2.122490644454956, 2.122490882873535]","[-2.1224911212921143, -2.122490882873535]",-1,1
4,2006,5,"[5.558319568634033, 5.304014205932617]","[2.1918137073516846, 1.937508463859558]","[-1.1746923923492432, -1.42899751663208]","[3.3665058612823486, 3.3665056228637695]","[-3.3665060997009277, -3.3665060997009277]",-1,1
4,1731,1,"[-2.1627235412597656, -2.1692941188812256]","[-1.4186426401138306, -1.425213098526001]","[-0.6745616793632507, -0.6811320781707764]","[-0.7440809011459351, -0.7440810203552246]","[0.7440809607505798, 0.7440810203552246]",1,0
4,1731,3,"[-3.3597354888916016, -3.49112606048584]","[-1.2372444868087769, -1.3686351776123047]","[0.8852465152740479, 0.75385582447052]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,1731,5,"[-4.45251989364624, -4.624121189117432]","[-1.0860137939453125, -1.2576148509979248]","[2.280492067337036, 2.108891010284424]","[-3.3665060997009277, -3.366506338119507]","[3.3665058612823486, 3.3665058612823486]",1,0
4,1966,1,"[3.191784143447876, 3.0809686183929443]","[2.4477031230926514, 2.3368875980377197]","[1.7036222219467163, 1.5928066968917847]","[0.7440810203552246, 0.7440810203552246]","[-0.7440809011459351, -0.7440809011459351]",-1,1
4,1966,3,"[4.374623775482178, 4.149151802062988]","[2.2521326541900635, 2.026660919189453]","[0.12964168190956116, -0.09583020955324173]","[2.1224911212921143, 2.122490882873535]","[-2.122490882873535, -2.1224911212921143]",-1,1
4,1966,5,"[5.4296555519104, 5.173145771026611]","[2.0631489753723145, 1.8066399097442627]","[-1.3033568859100342, -1.5598663091659546]","[3.366506576538086, 3.3665058612823486]","[-3.3665058612823486, -3.3665060997009277]",-1,1
4,1555,1,"[2.882392644882202, 3.0598156452178955]","[3.6264736652374268, 3.80389666557312]","[4.370554447174072, 4.547977447509766]","[-0.7440810203552246, -0.7440810203552246]","[0.7440807819366455, 0.7440807819366455]",1,0
4,1555,3,"[1.1934820413589478, 1.2281454801559448]","[3.3159728050231934, 3.3506362438201904]","[5.4384636878967285, 5.473127365112305]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.1224911212921143]",1,0
4,1555,5,"[-0.34324100613594055, -0.36497822403907776]","[3.0232646465301514, 3.0015275478363037]","[6.389770984649658, 6.368033409118652]","[-3.3665056228637695, -3.3665058612823486]","[3.366506338119507, 3.3665058612823486]",1,0
4,2656,1,"[-0.2629701793193817, 0.039592258632183075]","[-1.0070511102676392, -0.7044886946678162]","[-1.7511321306228638, -1.448569655418396]","[0.7440809011459351, 0.7440809607505798]","[-0.7440810203552246, -0.7440809607505798]",-1,1
4,2656,3,"[1.256707787513733, 1.4043095111846924]","[-0.8657830953598022, -0.7181814312934875]","[-2.988274097442627, -2.840672492980957]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.1224911212921143]",-1,1
4,2656,5,"[2.6157360076904297, 2.69592547416687]","[-0.7507699131965637, -0.6705803871154785]","[-4.117275714874268, -4.037086486816406]","[3.3665058612823486, 3.3665058612823486]","[-3.3665058612823486, -3.3665060997009277]",-1,1
4,2440,1,"[-0.6013637185096741, -0.4325394332408905]","[0.14271725714206696, 0.31154152750968933]","[0.8867982029914856, 1.0556224584579468]","[-0.7440809607505798, -0.7440809607505798]","[0.7440809607505798, 0.7440809011459351]",1,0
4,2440,3,"[-1.9506081342697144, -1.923704981803894]","[0.17188285291194916, 0.19878587126731873]","[2.2943737506866455, 2.3212766647338867]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,2440,5,"[-3.1807825565338135, -3.2095234394073486]","[0.18572360277175903, 0.15698261559009552]","[3.552229404449463, 3.5234882831573486]","[-3.3665060997009277, -3.3665060997009277]","[3.3665058612823486, 3.3665056228637695]",1,0
4,1936,1,"[-1.5508891344070435, -1.7308330535888672]","[-2.2949700355529785, -2.474914073944092]","[-3.039051055908203, -3.2189950942993164]","[0.7440809011459351, 0.7440810203552246]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,1936,3,"[0.09436093270778656, -0.1934993416070938]","[-2.028130054473877, -2.315990447998047]","[-4.150620937347412, -4.438481330871582]","[2.122490882873535, 2.1224911212921143]","[-2.122490882873535, -2.122490882873535]",-1,1
4,1936,5,"[1.5667179822921753, 1.2539031505584717]","[-1.7997881174087524, -2.112602949142456]","[-5.166294097900391, -5.479108810424805]","[3.3665060997009277, 3.3665060997009277]","[-3.3665060997009277, -3.3665058612823486]",-1,1
4,1464,1,"[-3.9474470615386963, -4.161610126495361]","[-3.2033660411834717, -3.4175291061401367]","[-2.459285259246826, -2.673448085784912]","[-0.7440810203552246, -0.7440810203552246]","[0.7440807819366455, 0.7440810203552246]",1,0
4,1464,3,"[-4.970448017120361, -5.289191722869873]","[-2.847957134246826, -3.1667003631591797]","[-0.7254664897918701, -1.044209361076355]","[-2.122490882873535, -2.1224913597106934]","[2.122490644454956, 2.122490882873535]",1,0
4,1464,5,"[-5.906187534332275, -6.246875286102295]","[-2.539682149887085, -2.880368709564209]","[0.8268237113952637, 0.4861373007297516]","[-3.3665053844451904, -3.366506576538086]","[3.3665058612823486, 3.3665060997009277]",1,0
4,311,1,"[0.40697985887527466, 0.38467857241630554]","[-0.3371011018753052, -0.3594023883342743]","[-1.0811820030212402, -1.1034833192825317]","[0.7440809607505798, 0.7440809607505798]","[-0.7440809011459351, -0.7440809011459351]",-1,1
4,311,3,"[1.861337661743164, 1.7157498598098755]","[-0.2611531913280487, -0.40674102306365967]","[-2.3836441040039062, -2.5292317867279053]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,311,5,"[3.161414384841919, 2.9770004749298096]","[-0.2050914168357849, -0.38950538635253906]","[-3.5715973377227783, -3.7560112476348877]","[3.3665058612823486, 3.3665058612823486]","[-3.3665058612823486, -3.3665058612823486]",-1,1
4,1250,1,"[2.969083070755005, 2.9446563720703125]","[2.2250020503997803, 2.200575590133667]","[1.4809210300445557, 1.4564945697784424]","[0.7440810203552246, 0.7440807819366455]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,1250,3,"[4.173635959625244, 4.026129722595215]","[2.05114483833313, 1.9036390781402588]","[-0.07134610414505005, -0.21885189414024353]","[2.1224911212921143, 2.122490644454956]","[-2.122490882873535, -2.122490882873535]",-1,1
4,1250,5,"[5.248263835906982, 5.0621185302734375]","[1.8817574977874756, 1.6956126689910889]","[-1.484748363494873, -1.6708933115005493]","[3.366506338119507, 3.3665058612823486]","[-3.3665058612823486, -3.3665060997009277]",-1,1
4,41,1,"[0.2510233223438263, 0.17264139652252197]","[0.9951043128967285, 0.9167223572731018]","[1.7391852140426636, 1.6608033180236816]","[-0.7440810203552246, -0.7440809607505798]","[0.7440809011459351, 0.7440809607505798]",1,0
4,41,3,"[-1.1813287734985352, -1.3775293827056885]","[0.9411621689796448, 0.7449615597724915]","[3.063652992248535, 2.867452383041382]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,41,5,"[-2.4865078926086426, -2.716599702835083]","[0.8799981474876404, 0.6499062180519104]","[4.246504306793213, 4.016412258148193]","[-3.3665060997009277, -3.3665058612823486]","[3.3665060997009277, 3.3665060997009277]",1,0
4,2248,1,"[-1.5069825649261475, -1.3996307849884033]","[-2.251063585281372, -2.143711805343628]","[-2.9951446056365967, -2.8877925872802734]","[0.7440810203552246, 0.7440810203552246]","[-0.7440810203552246, -0.7440807819366455]",-1,1
4,2248,3,"[0.13398663699626923, 0.10541073977947235]","[-1.988504409790039, -2.017080307006836]","[-4.110995292663574, -4.139571189880371]","[2.1224911212921143, 2.1224911212921143]","[-2.122490882873535, -2.122490882873535]",-1,1
4,2248,5,"[1.602480173110962, 1.5236694812774658]","[-1.7640259265899658, -1.842836618423462]","[-5.1305317878723145, -5.2093424797058105]","[3.3665060997009277, 3.3665060997009277]","[-3.3665058612823486, -3.3665058612823486]",-1,1
4,1065,1,"[0.5068777203559875, 0.7142282724380493]","[-0.23720325529575348, -0.02985266037285328]","[-0.9812842011451721, -0.7739336490631104]","[0.7440809607505798, 0.7440809607505798]","[-0.7440809607505798, -0.7440809607505798]",-1,1
4,1065,3,"[1.9514955282211304, 2.0131685733795166]","[-0.17099539935588837, -0.10932238399982452]","[-2.2934863567352295, -2.2318131923675537]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,1065,5,"[3.2427818775177, 3.2454209327697754]","[-0.12372402101755142, -0.12108508497476578]","[-3.490229845046997, -3.487590789794922]","[3.3665058612823486, 3.3665060997009277]","[-3.3665058612823486, -3.3665056228637695]",-1,1
4,2412,1,"[-0.0898471474647522, -0.09406445920467377]","[-0.833928108215332, -0.8381454348564148]","[-1.5780091285705566, -1.5822263956069946]","[0.7440809607505798, 0.7440809607505798]","[-0.7440810203552246, -0.7440809607505798]",-1,1
4,2412,3,"[1.4129513502120972, 1.2836843729019165]","[-0.7095395922660828, -0.8388066291809082]","[-2.8320305347442627, -2.9612975120544434]","[2.122490882873535, 2.122490882873535]","[-2.122490882873535, -2.122490882873535]",-1,1
4,2412,5,"[2.7567458152770996, 2.5870614051818848]","[-0.6097601652145386, -0.7794445753097534]","[-3.9762659072875977, -4.1459503173828125]","[3.3665060997009277, 3.3665060997009277]","[-3.3665056228637695, -3.3665056228637695]",-1,1
4,1186,1,"[-1.614810824394226, -1.5161123275756836]","[-0.870729923248291, -0.772031307220459]","[-0.12664894759655, -0.027950359508395195]","[-0.7440809011459351, -0.7440810203552246]","[0.7440809607505798, 0.7440809607505798]",1,0
4,1186,3,"[-2.865244150161743, -2.901629686355591]","[-0.7427532076835632, -0.7791386246681213]","[1.3797377347946167, 1.3433523178100586]","[-2.122490882873535, -2.1224911212921143]","[2.122490882873535, 2.122490882873535]",1,0
4,1186,5,"[-4.006241321563721, -4.092100143432617]","[-0.6397354602813721, -0.7255942225456238]","[2.7267706394195557, 2.640911817550659]","[-3.3665058612823486, -3.3665058612823486]","[3.3665060997009277, 3.3665060997009277]",1,0
4,42,1,"[-0.44728076457977295, -0.5525025129318237]","[0.2968001961708069, 0.1915784627199173]","[1.0408811569213867, 0.9356594085693359]","[-0.7440809607505798, -0.7440809607505798]","[0.7440809607505798, 0.7440809607505798]",1,0
4,42,3,"[-1.8115482330322266, -2.0319716930389404]","[0.31094270944595337, 0.09051920473575592]","[2.4334335327148438, 2.21301007270813]","[-2.122490882873535, -2.122490882873535]","[2.122490882873535, 2.122490882873535]",1,0
4,42,5,"[-3.0552806854248047, -3.307234048843384]","[0.31122514605522156, 0.059271953999996185]","[3.6777310371398926, 3.4257776737213135]","[-3.3665058612823486, -3.3665060997009277]","[3.3665058612823486, 3.3665056228637695]",1,0
4,783,1,"[-0.9755215644836426, -1.0890605449676514]","[-1.7196025848388672, -1.833141565322876]","[-2.463683605194092, -2.5772225856781006]","[0.7440810203552246, 0.7440810203552246]","[-0.7440810203552246, -0.7440810203552246]",-1,1
4,783,3,"[0.6136301755905151, 0.38570037484169006]","[-1.5088608264923096, -1.736790657043457]","[-3.631351947784424, -3.8592817783355713]","[2.122490882873535, 2.1224911212921143]","[-2.1224911212921143, -2.1224911212921143]",-1,1
