seed,state_idx,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode
0,2018,5,"[2.5238583087921143, 2.539968490600586]","[1.823858380317688, 1.8399684429168701]","[1.1238584518432617, 1.1399683952331543]","[0.6999999284744263, 0.7000000476837158]","[-0.6999999284744263, -0.7000000476837158]",-1,0
0,2917,1,"[0.32435810565948486, 0.5027209520339966]","[-0.3756418824195862, -0.19727905094623566]","[-1.0756418704986572, -0.8972790241241455]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2917,3,"[0.32435810565948486, 0.5027209520339966]","[-0.3756418824195862, -0.19727905094623566]","[-1.0756418704986572, -0.8972790241241455]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2917,5,"[0.32435810565948486, 0.5027209520339966]","[-0.3756418824195862, -0.19727905094623566]","[-1.0756418704986572, -0.8972790241241455]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2049,1,"[2.3130874633789062, 2.281670331954956]","[1.61308753490448, 1.5816702842712402]","[0.9130875468254089, 0.8816702961921692]","[0.6999999284744263, 0.7000000476837158]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2049,3,"[2.3130874633789062, 2.281670331954956]","[1.61308753490448, 1.5816702842712402]","[0.9130875468254089, 0.8816702961921692]","[0.6999999284744263, 0.7000000476837158]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2049,5,"[2.3130874633789062, 2.281670331954956]","[1.61308753490448, 1.5816702842712402]","[0.9130875468254089, 0.8816702961921692]","[0.6999999284744263, 0.7000000476837158]","[-0.699999988079071, -0.699999988079071]",-1,0
0,1540,1,"[1.2929227352142334, 1.5120067596435547]","[1.9929226636886597, 2.2120068073272705]","[2.692922592163086, 2.9120068550109863]","[-0.6999999284744263, -0.7000000476837158]","[0.6999999284744263, 0.7000000476837158]",1,1
0,1540,3,"[1.2929227352142334, 1.5120067596435547]","[1.9929226636886597, 2.2120068073272705]","[2.692922592163086, 2.9120068550109863]","[-0.6999999284744263, -0.7000000476837158]","[0.6999999284744263, 0.7000000476837158]",1,1
0,1540,5,"[1.2929227352142334, 1.5120067596435547]","[1.9929226636886597, 2.2120068073272705]","[2.692922592163086, 2.9120068550109863]","[-0.6999999284744263, -0.7000000476837158]","[0.6999999284744263, 0.7000000476837158]",1,1
0,145,1,"[1.1860647201538086, 1.279883623123169]","[0.48606476187705994, 0.5798836350440979]","[-0.2139352262020111, -0.12011635303497314]","[0.6999999284744263, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,145,3,"[1.1860647201538086, 1.279883623123169]","[0.48606476187705994, 0.5798836350440979]","[-0.2139352262020111, -0.12011635303497314]","[0.6999999284744263, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,145,5,"[1.1860647201538086, 1.279883623123169]","[0.48606476187705994, 0.5798836350440979]","[-0.2139352262020111, -0.12011635303497314]","[0.6999999284744263, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2809,1,"[1.2951631546020508, 1.5074735879898071]","[0.595163106918335, 0.8074735999107361]","[-0.1048368588089943, 0.10747364163398743]","[0.7000000476837158, 0.699999988079071]","[-0.699999988079071, -0.6999999284744263]",-1,0
0,2809,3,"[1.2951631546020508, 1.5074735879898071]","[0.595163106918335, 0.8074735999107361]","[-0.1048368588089943, 0.10747364163398743]","[0.7000000476837158, 0.699999988079071]","[-0.699999988079071, -0.6999999284744263]",-1,0
0,2809,5,"[1.2951631546020508, 1.5074735879898071]","[0.595163106918335, 0.8074735999107361]","[-0.1048368588089943, 0.10747364163398743]","[0.7000000476837158, 0.699999988079071]","[-0.699999988079071, -0.6999999284744263]",-1,0
0,2186,1,"[0.2203393578529358, 0.4315461814403534]","[-0.47966063022613525, -0.26845380663871765]","[-1.1796605587005615, -0.9684537649154663]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,2186,3,"[0.2203393578529358, 0.4315461814403534]","[-0.47966063022613525, -0.26845380663871765]","[-1.1796605587005615, -0.9684537649154663]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,2186,5,"[0.2203393578529358, 0.4315461814403534]","[-0.47966063022613525, -0.26845380663871765]","[-1.1796605587005615, -0.9684537649154663]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,1150,1,"[0.026700805872678757, 0.0795716792345047]","[0.7267007827758789, 0.7795716524124146]","[1.4267008304595947, 1.4795717000961304]","[-0.699999988079071, -0.699999988079071]","[0.7000000476837158, 0.7000000476837158]",1,1
0,1150,3,"[0.026700805872678757, 0.0795716792345047]","[0.7267007827758789, 0.7795716524124146]","[1.4267008304595947, 1.4795717000961304]","[-0.699999988079071, -0.699999988079071]","[0.7000000476837158, 0.7000000476837158]",1,1
0,1150,5,"[0.026700805872678757, 0.0795716792345047]","[0.7267007827758789, 0.7795716524124146]","[1.4267008304595947, 1.4795717000961304]","[-0.699999988079071, -0.699999988079071]","[0.7000000476837158, 0.7000000476837158]",1,1
0,1727,1,"[-0.15713414549827576, -0.15394705533981323]","[0.5428658723831177, 0.5460529327392578]","[1.242865800857544, 1.246052861213684]","[-0.7000000476837158, -0.699999988079071]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1727,3,"[-0.15713414549827576, -0.15394705533981323]","[0.5428658723831177, 0.5460529327392578]","[1.242865800857544, 1.246052861213684]","[-0.7000000476837158, -0.699999988079071]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1727,5,"[-0.15713414549827576, -0.15394705533981323]","[0.5428658723831177, 0.5460529327392578]","[1.242865800857544, 1.246052861213684]","[-0.7000000476837158, -0.699999988079071]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1414,1,"[1.7801108360290527, 1.6863456964492798]","[2.4801108837127686, 2.386345624923706]","[3.1801106929779053, 3.086345672607422]","[-0.7000000476837158, -0.6999999284744263]","[0.6999998092651367, 0.7000000476837158]",1,1
0,1414,3,"[1.7801108360290527, 1.6863456964492798]","[2.4801108837127686, 2.386345624923706]","[3.1801106929779053, 3.086345672607422]","[-0.7000000476837158, -0.6999999284744263]","[0.6999998092651367, 0.7000000476837158]",1,1
0,1414,5,"[1.7801108360290527, 1.6863456964492798]","[2.4801108837127686, 2.386345624923706]","[3.1801106929779053, 3.086345672607422]","[-0.7000000476837158, -0.6999999284744263]","[0.6999998092651367, 0.7000000476837158]",1,1
0,526,1,"[1.0963631868362427, 0.9756724834442139]","[1.7963632345199585, 1.6756725311279297]","[2.4963631629943848, 2.3756725788116455]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.7000000476837158]",1,1
0,526,3,"[1.0963631868362427, 0.9756724834442139]","[1.7963632345199585, 1.6756725311279297]","[2.4963631629943848, 2.3756725788116455]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.7000000476837158]",1,1
0,526,5,"[1.0963631868362427, 0.9756724834442139]","[1.7963632345199585, 1.6756725311279297]","[2.4963631629943848, 2.3756725788116455]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.7000000476837158]",1,1
0,1844,1,"[-0.10168769210577011, 0.20911003649234772]","[-0.8016876578330994, -0.49088993668556213]","[-1.5016876459121704, -1.1908899545669556]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.7000000476837158]",-1,0
0,1844,3,"[-0.10168769210577011, 0.20911003649234772]","[-0.8016876578330994, -0.49088993668556213]","[-1.5016876459121704, -1.1908899545669556]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.7000000476837158]",-1,0
0,1844,5,"[-0.10168769210577011, 0.20911003649234772]","[-0.8016876578330994, -0.49088993668556213]","[-1.5016876459121704, -1.1908899545669556]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.7000000476837158]",-1,0
0,559,1,"[0.824060320854187, 0.8394941687583923]","[0.12406032532453537, 0.1394941806793213]","[-0.5759396553039551, -0.5605058073997498]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,559,3,"[0.824060320854187, 0.8394941687583923]","[0.12406032532453537, 0.1394941806793213]","[-0.5759396553039551, -0.5605058073997498]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,559,5,"[0.824060320854187, 0.8394941687583923]","[0.12406032532453537, 0.1394941806793213]","[-0.5759396553039551, -0.5605058073997498]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2078,1,"[1.0004738569259644, 1.389710783958435]","[0.3004738688468933, 0.6897107362747192]","[-0.39952611923217773, -0.010289226658642292]","[0.699999988079071, 0.7000000476837158]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2078,3,"[1.0004738569259644, 1.389710783958435]","[0.3004738688468933, 0.6897107362747192]","[-0.39952611923217773, -0.010289226658642292]","[0.699999988079071, 0.7000000476837158]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2078,5,"[1.0004738569259644, 1.389710783958435]","[0.3004738688468933, 0.6897107362747192]","[-0.39952611923217773, -0.010289226658642292]","[0.699999988079071, 0.7000000476837158]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2104,1,"[1.2942519187927246, 1.3398090600967407]","[0.5942519903182983, 0.6398090720176697]","[-0.1057479977607727, -0.06019090488553047]","[0.6999999284744263, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2104,3,"[1.2942519187927246, 1.3398090600967407]","[0.5942519903182983, 0.6398090720176697]","[-0.1057479977607727, -0.06019090488553047]","[0.6999999284744263, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2104,5,"[1.2942519187927246, 1.3398090600967407]","[0.5942519903182983, 0.6398090720176697]","[-0.1057479977607727, -0.06019090488553047]","[0.6999999284744263, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2038,1,"[2.563244342803955, 2.5251810550689697]","[1.8632442951202393, 1.825181007385254]","[1.163244366645813, 1.125180959701538]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.7000000476837158]",-1,0
0,2038,3,"[2.563244342803955, 2.5251810550689697]","[1.8632442951202393, 1.825181007385254]","[1.163244366645813, 1.125180959701538]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.7000000476837158]",-1,0
0,2038,5,"[2.563244342803955, 2.5251810550689697]","[1.8632442951202393, 1.825181007385254]","[1.163244366645813, 1.125180959701538]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.7000000476837158]",-1,0
0,973,1,"[0.3905019462108612, 0.4225521981716156]","[1.0905019044876099, 1.1225521564483643]","[1.7905019521713257, 1.82255220413208]","[-0.6999999284744263, -0.6999999284744263]","[0.7000000476837158, 0.7000000476837158]",1,1
0,973,3,"[0.3905019462108612, 0.4225521981716156]","[1.0905019044876099, 1.1225521564483643]","[1.7905019521713257, 1.82255220413208]","[-0.6999999284744263, -0.6999999284744263]","[0.7000000476837158, 0.7000000476837158]",1,1
0,973,5,"[0.3905019462108612, 0.4225521981716156]","[1.0905019044876099, 1.1225521564483643]","[1.7905019521713257, 1.82255220413208]","[-0.6999999284744263, -0.6999999284744263]","[0.7000000476837158, 0.7000000476837158]",1,1
0,1640,1,"[-1.308514952659607, -1.1810224056243896]","[-0.6085149645805359, -0.4810224175453186]","[0.09148501604795456, 0.21897758543491364]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,1640,3,"[-1.308514952659607, -1.1810224056243896]","[-0.6085149645805359, -0.4810224175453186]","[0.09148501604795456, 0.21897758543491364]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,1640,5,"[-1.308514952659607, -1.1810224056243896]","[-0.6085149645805359, -0.4810224175453186]","[0.09148501604795456, 0.21897758543491364]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,2039,1,"[1.8260194063186646, 1.7956397533416748]","[1.1260193586349487, 1.095639705657959]","[0.4260194003582001, 0.3956397473812103]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,2039,3,"[1.8260194063186646, 1.7956397533416748]","[1.1260193586349487, 1.095639705657959]","[0.4260194003582001, 0.3956397473812103]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,2039,5,"[1.8260194063186646, 1.7956397533416748]","[1.1260193586349487, 1.095639705657959]","[0.4260194003582001, 0.3956397473812103]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,1095,1,"[4.249388217926025, 4.33193302154541]","[3.5493881702423096, 3.6319329738616943]","[2.8493881225585938, 2.9319329261779785]","[0.7000000476837158, 0.7000000476837158]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,1095,3,"[4.249388217926025, 4.33193302154541]","[3.5493881702423096, 3.6319329738616943]","[2.8493881225585938, 2.9319329261779785]","[0.7000000476837158, 0.7000000476837158]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,1095,5,"[4.249388217926025, 4.33193302154541]","[3.5493881702423096, 3.6319329738616943]","[2.8493881225585938, 2.9319329261779785]","[0.7000000476837158, 0.7000000476837158]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,252,1,"[1.1293638944625854, 1.320608139038086]","[1.8293639421463013, 2.0206081867218018]","[2.5293638706207275, 2.7206079959869385]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.6999998092651367]",1,1
0,252,3,"[1.1293638944625854, 1.320608139038086]","[1.8293639421463013, 2.0206081867218018]","[2.5293638706207275, 2.7206079959869385]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.6999998092651367]",1,1
0,252,5,"[1.1293638944625854, 1.320608139038086]","[1.8293639421463013, 2.0206081867218018]","[2.5293638706207275, 2.7206079959869385]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.6999998092651367]",1,1
0,846,1,"[-0.45935744047164917, -0.2444423884153366]","[-1.1593574285507202, -0.9444423913955688]","[-1.8593573570251465, -1.6444423198699951]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,846,3,"[-0.45935744047164917, -0.2444423884153366]","[-1.1593574285507202, -0.9444423913955688]","[-1.8593573570251465, -1.6444423198699951]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,846,5,"[-0.45935744047164917, -0.2444423884153366]","[-1.1593574285507202, -0.9444423913955688]","[-1.8593573570251465, -1.6444423198699951]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,1163,1,"[-0.1701061725616455, 0.01983167976140976]","[0.5298938155174255, 0.719831645488739]","[1.2298938035964966, 1.41983163356781]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,1163,3,"[-0.1701061725616455, 0.01983167976140976]","[0.5298938155174255, 0.719831645488739]","[1.2298938035964966, 1.41983163356781]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,1163,5,"[-0.1701061725616455, 0.01983167976140976]","[0.5298938155174255, 0.719831645488739]","[1.2298938035964966, 1.41983163356781]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,2463,1,"[-2.3935387134552, -2.4354703426361084]","[-1.6935386657714844, -1.7354704141616821]","[-0.9935386776924133, -1.0354704856872559]","[-0.7000000476837158, -0.6999999284744263]","[0.699999988079071, 0.6999999284744263]",1,1
0,2463,3,"[-2.3935387134552, -2.4354703426361084]","[-1.6935386657714844, -1.7354704141616821]","[-0.9935386776924133, -1.0354704856872559]","[-0.7000000476837158, -0.6999999284744263]","[0.699999988079071, 0.6999999284744263]",1,1
0,2463,5,"[-2.3935387134552, -2.4354703426361084]","[-1.6935386657714844, -1.7354704141616821]","[-0.9935386776924133, -1.0354704856872559]","[-0.7000000476837158, -0.6999999284744263]","[0.699999988079071, 0.6999999284744263]",1,1
0,1395,1,"[-0.781021773815155, -0.6413503289222717]","[-0.08102179318666458, 0.05864966660737991]","[0.6189782023429871, 0.7586496472358704]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,1395,3,"[-0.781021773815155, -0.6413503289222717]","[-0.08102179318666458, 0.05864966660737991]","[0.6189782023429871, 0.7586496472358704]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,1395,5,"[-0.781021773815155, -0.6413503289222717]","[-0.08102179318666458, 0.05864966660737991]","[0.6189782023429871, 0.7586496472358704]","[-0.699999988079071, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,2226,1,"[3.6567957401275635, 3.5843069553375244]","[2.9567956924438477, 2.8843071460723877]","[2.256795644760132, 2.184307098388672]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,2226,3,"[3.6567957401275635, 3.5843069553375244]","[2.9567956924438477, 2.8843071460723877]","[2.256795644760132, 2.184307098388672]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,2226,5,"[3.6567957401275635, 3.5843069553375244]","[2.9567956924438477, 2.8843071460723877]","[2.256795644760132, 2.184307098388672]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,2391,1,"[4.435939788818359, 4.367724418640137]","[3.7359397411346436, 3.667724609375]","[3.0359396934509277, 2.967724561691284]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,2391,3,"[4.435939788818359, 4.367724418640137]","[3.7359397411346436, 3.667724609375]","[3.0359396934509277, 2.967724561691284]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,2391,5,"[4.435939788818359, 4.367724418640137]","[3.7359397411346436, 3.667724609375]","[3.0359396934509277, 2.967724561691284]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,2542,1,"[-4.987614631652832, -4.983254432678223]","[-4.287614822387695, -4.283254623413086]","[-3.5876147747039795, -3.58325457572937]","[-0.6999998092651367, -0.6999998092651367]","[0.7000000476837158, 0.7000000476837158]",1,1
0,2542,3,"[-4.987614631652832, -4.983254432678223]","[-4.287614822387695, -4.283254623413086]","[-3.5876147747039795, -3.58325457572937]","[-0.6999998092651367, -0.6999998092651367]","[0.7000000476837158, 0.7000000476837158]",1,1
0,2542,5,"[-4.987614631652832, -4.983254432678223]","[-4.287614822387695, -4.283254623413086]","[-3.5876147747039795, -3.58325457572937]","[-0.6999998092651367, -0.6999998092651367]","[0.7000000476837158, 0.7000000476837158]",1,1
0,1231,1,"[-3.314279317855835, -3.3022711277008057]","[-2.614279270172119, -2.60227108001709]","[-1.9142793416976929, -1.9022711515426636]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1231,3,"[-3.314279317855835, -3.3022711277008057]","[-2.614279270172119, -2.60227108001709]","[-1.9142793416976929, -1.9022711515426636]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1231,5,"[-3.314279317855835, -3.3022711277008057]","[-2.614279270172119, -2.60227108001709]","[-1.9142793416976929, -1.9022711515426636]","[-0.7000000476837158, -0.7000000476837158]","[0.6999999284744263, 0.6999999284744263]",1,1
0,2801,1,"[-0.2915197014808655, 0.016195882111787796]","[0.40848028659820557, 0.7161958813667297]","[1.1084803342819214, 1.4161958694458008]","[-0.699999988079071, -0.699999988079071]","[0.7000000476837158, 0.699999988079071]",1,1
0,2801,3,"[-0.2915197014808655, 0.016195882111787796]","[0.40848028659820557, 0.7161958813667297]","[1.1084803342819214, 1.4161958694458008]","[-0.699999988079071, -0.699999988079071]","[0.7000000476837158, 0.699999988079071]",1,1
0,2801,5,"[-0.2915197014808655, 0.016195882111787796]","[0.40848028659820557, 0.7161958813667297]","[1.1084803342819214, 1.4161958694458008]","[-0.699999988079071, -0.699999988079071]","[0.7000000476837158, 0.699999988079071]",1,1
0,16,1,"[0.6273179650306702, 0.5816705822944641]","[-0.07268203049898148, -0.11832941323518753]","[-0.7726820111274719, -0.818329393863678]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,16,3,"[0.6273179650306702, 0.5816705822944641]","[-0.07268203049898148, -0.11832941323518753]","[-0.7726820111274719, -0.818329393863678]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,16,5,"[0.6273179650306702, 0.5816705822944641]","[-0.07268203049898148, -0.11832941323518753]","[-0.7726820111274719, -0.818329393863678]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,1403,1,"[-0.5117529630661011, -0.2769293487071991]","[0.18824705481529236, 0.42307063937187195]","[0.888247013092041, 1.1230705976486206]","[-0.7000000476837158, -0.699999988079071]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1403,3,"[-0.5117529630661011, -0.2769293487071991]","[0.18824705481529236, 0.42307063937187195]","[0.888247013092041, 1.1230705976486206]","[-0.7000000476837158, -0.699999988079071]","[0.6999999284744263, 0.6999999284744263]",1,1
0,1403,5,"[-0.5117529630661011, -0.2769293487071991]","[0.18824705481529236, 0.42307063937187195]","[0.888247013092041, 1.1230705976486206]","[-0.7000000476837158, -0.699999988079071]","[0.6999999284744263, 0.6999999284744263]",1,1
0,2267,1,"[0.8543199300765991, 0.8570555448532104]","[0.15431994199752808, 0.1570555418729782]","[-0.545680046081543, -0.5429444313049316]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2267,3,"[0.8543199300765991, 0.8570555448532104]","[0.15431994199752808, 0.1570555418729782]","[-0.545680046081543, -0.5429444313049316]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2267,5,"[0.8543199300765991, 0.8570555448532104]","[0.15431994199752808, 0.1570555418729782]","[-0.545680046081543, -0.5429444313049316]","[0.699999988079071, 0.699999988079071]","[-0.699999988079071, -0.699999988079071]",-1,0
0,2469,1,"[-1.4670474529266357, -1.5160112380981445]","[-0.7670474052429199, -0.8160112500190735]","[-0.06704742461442947, -0.11601125448942184]","[-0.7000000476837158, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,2469,3,"[-1.4670474529266357, -1.5160112380981445]","[-0.7670474052429199, -0.8160112500190735]","[-0.06704742461442947, -0.11601125448942184]","[-0.7000000476837158, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,2469,5,"[-1.4670474529266357, -1.5160112380981445]","[-0.7670474052429199, -0.8160112500190735]","[-0.06704742461442947, -0.11601125448942184]","[-0.7000000476837158, -0.699999988079071]","[0.699999988079071, 0.699999988079071]",1,1
0,2270,1,"[2.109809160232544, 2.2060556411743164]","[1.4098091125488281, 1.5060555934906006]","[0.7098091840744019, 0.8060556650161743]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,2270,3,"[2.109809160232544, 2.2060556411743164]","[1.4098091125488281, 1.5060555934906006]","[0.7098091840744019, 0.8060556650161743]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,2270,5,"[2.109809160232544, 2.2060556411743164]","[1.4098091125488281, 1.5060555934906006]","[0.7098091840744019, 0.8060556650161743]","[0.7000000476837158, 0.7000000476837158]","[-0.6999999284744263, -0.6999999284744263]",-1,0
0,1174,1,"[0.14501920342445374, 0.23758073151111603]","[-0.5549807548522949, -0.4624192416667938]","[-1.2549808025360107, -1.1624191999435425]","[0.6999999284744263, 0.699999988079071]","[-0.7000000476837158, -0.6999999284744263]",-1,0
0,1174,3,"[0.14501920342445374, 0.23758073151111603]","[-0.5549807548522949, -0.4624192416667938]","[-1.2549808025360107, -1.1624191999435425]","[0.6999999284744263, 0.699999988079071]","[-0.7000000476837158, -0.6999999284744263]",-1,0
0,1174,5,"[0.14501920342445374, 0.23758073151111603]","[-0.5549807548522949, -0.4624192416667938]","[-1.2549808025360107, -1.1624191999435425]","[0.6999999284744263, 0.699999988079071]","[-0.7000000476837158, -0.6999999284744263]",-1,0
0,804,1,"[-4.210065841674805, -4.341116428375244]","[-3.510066032409668, -3.641116142272949]","[-2.810065984725952, -2.9411163330078125]","[-0.6999998092651367, -0.7000002861022949]","[0.7000000476837158, 0.6999998092651367]",1,1
0,804,3,"[-4.210065841674805, -4.341116428375244]","[-3.510066032409668, -3.641116142272949]","[-2.810065984725952, -2.9411163330078125]","[-0.6999998092651367, -0.7000002861022949]","[0.7000000476837158, 0.6999998092651367]",1,1
0,804,5,"[-4.210065841674805, -4.341116428375244]","[-3.510066032409668, -3.641116142272949]","[-2.810065984725952, -2.9411163330078125]","[-0.6999998092651367, -0.7000002861022949]","[0.7000000476837158, 0.6999998092651367]",1,1
0,1433,1,"[3.7622792720794678, 3.700631856918335]","[3.062279224395752, 3.0006320476531982]","[2.362279176712036, 2.3006319999694824]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,1433,3,"[3.7622792720794678, 3.700631856918335]","[3.062279224395752, 3.0006320476531982]","[2.362279176712036, 2.3006319999694824]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,1433,5,"[3.7622792720794678, 3.700631856918335]","[3.062279224395752, 3.0006320476531982]","[2.362279176712036, 2.3006319999694824]","[0.7000000476837158, 0.6999998092651367]","[-0.7000000476837158, -0.7000000476837158]",-1,0
0,1332,1,"[2.0765371322631836, 2.297922134399414]","[2.7765371799468994, 2.99792218208313]","[3.476536989212036, 3.6979222297668457]","[-0.7000000476837158, -0.7000000476837158]","[0.6999998092651367, 0.7000000476837158]",1,1
0,1332,3,"[2.0765371322631836, 2.297922134399414]","[2.7765371799468994, 2.99792218208313]","[3.476536989212036, 3.6979222297668457]","[-0.7000000476837158, -0.7000000476837158]","[0.6999998092651367, 0.7000000476837158]",1,1
0,1332,5,"[2.0765371322631836, 2.297922134399414]","[2.7765371799468994, 2.99792218208313]","[3.476536989212036, 3.6979222297668457]","[-0.7000000476837158, -0.7000000476837158]","[0.6999998092651367, 0.7000000476837158]",1,1
0,2077,1,"[0.35069963335990906, 0.7337698936462402]","[-0.349300354719162, 0.033769894391298294]","[-1.0493003129959106, -0.6662300825119019]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.699999988079071]",-1,0
0,2077,3,"[0.35069963335990906, 0.7337698936462402]","[-0.349300354719162, 0.033769894391298294]","[-1.0493003129959106, -0.6662300825119019]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.699999988079071]",-1,0
0,2077,5,"[0.35069963335990906, 0.7337698936462402]","[-0.349300354719162, 0.033769894391298294]","[-1.0493003129959106, -0.6662300825119019]","[0.699999988079071, 0.699999988079071]","[-0.6999999284744263, -0.699999988079071]",-1,0
0,1859,1,"[-1.6856133937835693, -1.6711845397949219]","[-2.385613441467285, -2.3711845874786377]","[-3.085613489151001, -3.0711843967437744]","[0.7000000476837158, 0.7000000476837158]","[-0.7000000476837158, -0.6999998092651367]",-1,0
