budget_type,budget,mechanism,utility,match,stored_bytes,inference_ops,total_capital_cost,performance_per_byte
prototype_count,5,PrototypeOutcomeTable,H_linear_3,1.0,540,360,11340,8.818342151675486e-05
prototype_count,5,PrototypeOutcomeTable,H_linear_4,1.0,540,360,11340,8.818342151675486e-05
prototype_count,5,PrototypeOutcomeTable,H_linear_5,0.985,540,360,11340,8.686067019400353e-05
prototype_count,5,PrototypeOutcomeTable,H_target_6,0.995,540,360,11340,8.774250440917108e-05
prototype_count,5,PrototypeOutcomeTable,H_target_7,1.0,540,360,11340,8.818342151675486e-05
prototype_count,5,PrototypeOutcomeTable,H_target_8,0.995,540,360,11340,8.774250440917108e-05
prototype_count,5,PrototypeOutcomeTable,H_target_9,0.535,540,360,11340,4.717813051146385e-05
prototype_count,5,PrototypeOutcomeTable,H_target_10,0.995,540,360,11340,8.774250440917108e-05
prototype_count,5,PrototypeOutcomeTable,H_piecewise_15,0.5,540,360,11340,4.409171075837743e-05
prototype_count,5,PrototypeOutcomeTable,H_piecewise_18,0.5,540,360,11340,4.409171075837743e-05
prototype_count,5,PrototypeOutcomeTable,H_multiobj_24,1.0,540,360,11340,8.818342151675486e-05
prototype_count,10,PrototypeOutcomeTable,H_linear_0,0.995,1080,720,11880,8.375420875420876e-05
prototype_count,10,PrototypeOutcomeTable,H_linear_1,1.0,1080,720,11880,8.417508417508418e-05
prototype_count,10,PrototypeOutcomeTable,H_linear_2,1.0,1080,720,11880,8.417508417508418e-05
prototype_count,10,PrototypeOutcomeTable,H_linear_3,1.0,1080,720,11880,8.417508417508418e-05
prototype_count,10,PrototypeOutcomeTable,H_linear_4,1.0,1080,720,11880,8.417508417508418e-05
prototype_count,10,PrototypeOutcomeTable,H_linear_5,0.985,1080,720,11880,8.29124579124579e-05
prototype_count,10,PrototypeOutcomeTable,H_target_6,0.995,1080,720,11880,8.375420875420876e-05
prototype_count,10,PrototypeOutcomeTable,H_target_7,1.0,1080,720,11880,8.417508417508418e-05
prototype_count,10,PrototypeOutcomeTable,H_target_8,0.995,1080,720,11880,8.375420875420876e-05
prototype_count,10,PrototypeOutcomeTable,H_target_9,0.515,1080,720,11880,4.335016835016835e-05
prototype_count,10,PrototypeOutcomeTable,H_target_10,0.995,1080,720,11880,8.375420875420876e-05
prototype_count,10,PrototypeOutcomeTable,H_piecewise_15,0.485,1080,720,11880,4.082491582491582e-05
prototype_count,10,PrototypeOutcomeTable,H_piecewise_18,0.485,1080,720,11880,4.082491582491582e-05
prototype_count,10,PrototypeOutcomeTable,H_multiobj_24,1.0,1080,720,11880,8.417508417508418e-05
prototype_count,25,PrototypeOutcomeTable,H_linear_0,0.995,2700,1800,13500,7.37037037037037e-05
prototype_count,25,PrototypeOutcomeTable,H_linear_1,1.0,2700,1800,13500,7.407407407407407e-05
prototype_count,25,PrototypeOutcomeTable,H_linear_2,1.0,2700,1800,13500,7.407407407407407e-05
prototype_count,25,PrototypeOutcomeTable,H_linear_3,1.0,2700,1800,13500,7.407407407407407e-05
prototype_count,25,PrototypeOutcomeTable,H_linear_4,1.0,2700,1800,13500,7.407407407407407e-05
prototype_count,25,PrototypeOutcomeTable,H_linear_5,0.985,2700,1800,13500,7.296296296296296e-05
prototype_count,25,PrototypeOutcomeTable,H_target_6,0.995,2700,1800,13500,7.37037037037037e-05
prototype_count,25,PrototypeOutcomeTable,H_target_7,1.0,2700,1800,13500,7.407407407407407e-05
prototype_count,25,PrototypeOutcomeTable,H_target_8,0.995,2700,1800,13500,7.37037037037037e-05
prototype_count,25,PrototypeOutcomeTable,H_target_9,0.51,2700,1800,13500,3.777777777777778e-05
prototype_count,25,PrototypeOutcomeTable,H_target_10,0.995,2700,1800,13500,7.37037037037037e-05
prototype_count,25,PrototypeOutcomeTable,H_piecewise_15,0.52,2700,1800,13500,3.851851851851852e-05
prototype_count,25,PrototypeOutcomeTable,H_piecewise_18,0.52,2700,1800,13500,3.851851851851852e-05
prototype_count,25,PrototypeOutcomeTable,H_multiobj_24,1.0,2700,1800,13500,7.407407407407407e-05
prototype_count,50,PrototypeOutcomeTable,H_linear_0,0.995,5400,3600,16200,6.141975308641975e-05
prototype_count,50,PrototypeOutcomeTable,H_linear_1,1.0,5400,3600,16200,6.17283950617284e-05
prototype_count,50,PrototypeOutcomeTable,H_linear_2,1.0,5400,3600,16200,6.17283950617284e-05
prototype_count,50,PrototypeOutcomeTable,H_linear_3,1.0,5400,3600,16200,6.17283950617284e-05
prototype_count,50,PrototypeOutcomeTable,H_linear_4,1.0,5400,3600,16200,6.17283950617284e-05
prototype_count,50,PrototypeOutcomeTable,H_linear_5,0.985,5400,3600,16200,6.080246913580247e-05
prototype_count,50,PrototypeOutcomeTable,H_target_6,0.995,5400,3600,16200,6.141975308641975e-05
prototype_count,50,PrototypeOutcomeTable,H_target_7,1.0,5400,3600,16200,6.17283950617284e-05
prototype_count,50,PrototypeOutcomeTable,H_target_8,0.995,5400,3600,16200,6.141975308641975e-05
prototype_count,50,PrototypeOutcomeTable,H_target_9,0.525,5400,3600,16200,3.240740740740741e-05
prototype_count,50,PrototypeOutcomeTable,H_target_10,0.995,5400,3600,16200,6.141975308641975e-05
prototype_count,50,PrototypeOutcomeTable,H_piecewise_15,0.565,5400,3600,16200,3.487654320987654e-05
prototype_count,50,PrototypeOutcomeTable,H_piecewise_18,0.565,5400,3600,16200,3.487654320987654e-05
prototype_count,50,PrototypeOutcomeTable,H_multiobj_24,1.0,5400,3600,16200,6.17283950617284e-05
prototype_count,100,PrototypeOutcomeTable,H_linear_0,0.995,10800,7200,21600,4.6064814814814814e-05
prototype_count,100,PrototypeOutcomeTable,H_linear_1,1.0,10800,7200,21600,4.6296296296296294e-05
prototype_count,100,PrototypeOutcomeTable,H_linear_2,1.0,10800,7200,21600,4.6296296296296294e-05
prototype_count,100,PrototypeOutcomeTable,H_linear_3,1.0,10800,7200,21600,4.6296296296296294e-05
prototype_count,100,PrototypeOutcomeTable,H_linear_4,1.0,10800,7200,21600,4.6296296296296294e-05
prototype_count,100,PrototypeOutcomeTable,H_linear_5,0.985,10800,7200,21600,4.5601851851851854e-05
prototype_count,100,PrototypeOutcomeTable,H_target_6,0.995,10800,7200,21600,4.6064814814814814e-05
prototype_count,100,PrototypeOutcomeTable,H_target_7,1.0,10800,7200,21600,4.6296296296296294e-05
prototype_count,100,PrototypeOutcomeTable,H_target_8,0.995,10800,7200,21600,4.6064814814814814e-05
prototype_count,100,PrototypeOutcomeTable,H_target_9,0.585,10800,7200,21600,2.7083333333333332e-05
prototype_count,100,PrototypeOutcomeTable,H_target_10,0.995,10800,7200,21600,4.6064814814814814e-05
prototype_count,100,PrototypeOutcomeTable,H_piecewise_15,0.59,10800,7200,21600,2.7314814814814812e-05
prototype_count,100,PrototypeOutcomeTable,H_piecewise_18,0.59,10800,7200,21600,2.7314814814814812e-05
prototype_count,100,PrototypeOutcomeTable,H_multiobj_24,1.0,10800,7200,21600,4.6296296296296294e-05
prototype_count,250,PrototypeOutcomeTable,H_linear_0,0.995,27000,18000,37800,2.6322751322751324e-05
prototype_count,250,PrototypeOutcomeTable,H_linear_1,1.0,27000,18000,37800,2.6455026455026456e-05
prototype_count,250,PrototypeOutcomeTable,H_linear_2,1.0,27000,18000,37800,2.6455026455026456e-05
prototype_count,250,PrototypeOutcomeTable,H_linear_3,1.0,27000,18000,37800,2.6455026455026456e-05
prototype_count,250,PrototypeOutcomeTable,H_linear_4,1.0,27000,18000,37800,2.6455026455026456e-05
prototype_count,250,PrototypeOutcomeTable,H_linear_5,0.985,27000,18000,37800,2.6058201058201057e-05
prototype_count,250,PrototypeOutcomeTable,H_target_6,0.995,27000,18000,37800,2.6322751322751324e-05
prototype_count,250,PrototypeOutcomeTable,H_target_7,1.0,27000,18000,37800,2.6455026455026456e-05
prototype_count,250,PrototypeOutcomeTable,H_target_8,0.995,27000,18000,37800,2.6322751322751324e-05
prototype_count,250,PrototypeOutcomeTable,H_target_9,0.555,27000,18000,37800,1.4682539682539683e-05
prototype_count,250,PrototypeOutcomeTable,H_target_10,0.995,27000,18000,37800,2.6322751322751324e-05
prototype_count,250,PrototypeOutcomeTable,H_piecewise_15,0.54,27000,18000,37800,1.4285714285714287e-05
prototype_count,250,PrototypeOutcomeTable,H_piecewise_18,0.54,27000,18000,37800,1.4285714285714287e-05
prototype_count,250,PrototypeOutcomeTable,H_multiobj_24,1.0,27000,18000,37800,2.6455026455026456e-05
prototype_count,500,PrototypeOutcomeTable,H_linear_0,0.995,54000,36000,64800,1.5354938271604938e-05
prototype_count,500,PrototypeOutcomeTable,H_linear_1,1.0,54000,36000,64800,1.54320987654321e-05
prototype_count,500,PrototypeOutcomeTable,H_linear_2,1.0,54000,36000,64800,1.54320987654321e-05
prototype_count,500,PrototypeOutcomeTable,H_linear_3,1.0,54000,36000,64800,1.54320987654321e-05
prototype_count,500,PrototypeOutcomeTable,H_linear_4,1.0,54000,36000,64800,1.54320987654321e-05
prototype_count,500,PrototypeOutcomeTable,H_linear_5,0.99,54000,36000,64800,1.5277777777777777e-05
prototype_count,500,PrototypeOutcomeTable,H_target_6,0.995,54000,36000,64800,1.5354938271604938e-05
prototype_count,500,PrototypeOutcomeTable,H_target_7,1.0,54000,36000,64800,1.54320987654321e-05
prototype_count,500,PrototypeOutcomeTable,H_target_8,0.995,54000,36000,64800,1.5354938271604938e-05
prototype_count,500,PrototypeOutcomeTable,H_target_9,0.59,54000,36000,64800,9.104938271604939e-06
prototype_count,500,PrototypeOutcomeTable,H_target_10,0.995,54000,36000,64800,1.5354938271604938e-05
prototype_count,500,PrototypeOutcomeTable,H_piecewise_15,0.575,54000,36000,64800,8.873456790123457e-06
prototype_count,500,PrototypeOutcomeTable,H_piecewise_18,0.575,54000,36000,64800,8.873456790123457e-06
prototype_count,500,PrototypeOutcomeTable,H_multiobj_24,1.0,54000,36000,64800,1.54320987654321e-05
neural_size,8,AEPCompressor,H_linear_0,0.995,2932,0,13732,7.24584911156423e-05
neural_size,8,ResidualCompressor,H_linear_0,0.995,2456,0,13256,7.506035003017501e-05
neural_size,8,AEPCompressor,H_linear_1,1.0,2932,0,13732,7.282260413632391e-05
neural_size,8,ResidualCompressor,H_linear_1,1.0,2456,0,13256,7.543753771876886e-05
neural_size,8,AEPCompressor,H_linear_2,1.0,2932,0,13732,7.282260413632391e-05
neural_size,8,ResidualCompressor,H_linear_2,1.0,2456,0,13256,7.543753771876886e-05
neural_size,8,AEPCompressor,H_linear_3,0.995,2932,0,13732,7.24584911156423e-05
neural_size,8,ResidualCompressor,H_linear_3,1.0,2456,0,13256,7.543753771876886e-05
neural_size,8,AEPCompressor,H_linear_4,1.0,2932,0,13732,7.282260413632391e-05
neural_size,8,ResidualCompressor,H_linear_4,1.0,2456,0,13256,7.543753771876886e-05
neural_size,8,AEPCompressor,H_linear_5,0.985,2932,0,13732,7.173026507427906e-05
neural_size,8,ResidualCompressor,H_linear_5,0.985,2456,0,13256,7.430597465298732e-05
neural_size,8,AEPCompressor,H_target_6,0.995,2932,0,13732,7.24584911156423e-05
neural_size,8,ResidualCompressor,H_target_6,0.995,2456,0,13256,7.506035003017501e-05
neural_size,8,AEPCompressor,H_target_7,1.0,2932,0,13732,7.282260413632391e-05
neural_size,8,ResidualCompressor,H_target_7,1.0,2456,0,13256,7.543753771876886e-05
neural_size,8,AEPCompressor,H_target_8,0.995,2932,0,13732,7.24584911156423e-05
neural_size,8,ResidualCompressor,H_target_8,0.995,2456,0,13256,7.506035003017501e-05
neural_size,8,AEPCompressor,H_target_9,0.52,2932,0,13732,3.7867754150888434e-05
neural_size,8,ResidualCompressor,H_target_9,0.52,2456,0,13256,3.922751961375981e-05
neural_size,8,AEPCompressor,H_target_10,0.995,2932,0,13732,7.24584911156423e-05
neural_size,8,ResidualCompressor,H_target_10,0.995,2456,0,13256,7.506035003017501e-05
neural_size,8,AEPCompressor,H_piecewise_15,0.52,2932,0,13732,3.7867754150888434e-05
neural_size,8,ResidualCompressor,H_piecewise_15,0.515,2456,0,13256,3.8850331925165964e-05
neural_size,8,AEPCompressor,H_piecewise_18,0.52,2932,0,13732,3.7867754150888434e-05
neural_size,8,ResidualCompressor,H_piecewise_18,0.515,2456,0,13256,3.8850331925165964e-05
neural_size,8,AEPCompressor,H_multiobj_24,1.0,2932,0,13732,7.282260413632391e-05
neural_size,8,ResidualCompressor,H_multiobj_24,1.0,2456,0,13256,7.543753771876886e-05
neural_size,16,AEPCompressor,H_linear_0,0.995,8164,0,18964,5.246783379033959e-05
neural_size,16,ResidualCompressor,H_linear_0,0.995,6136,0,16936,5.875059045819556e-05
neural_size,16,AEPCompressor,H_linear_1,1.0,8164,0,18964,5.273149124657245e-05
neural_size,16,ResidualCompressor,H_linear_1,1.0,6136,0,16936,5.904581955597544e-05
neural_size,16,AEPCompressor,H_linear_2,1.0,8164,0,18964,5.273149124657245e-05
neural_size,16,ResidualCompressor,H_linear_2,1.0,6136,0,16936,5.904581955597544e-05
neural_size,16,AEPCompressor,H_linear_3,1.0,8164,0,18964,5.273149124657245e-05
neural_size,16,ResidualCompressor,H_linear_3,1.0,6136,0,16936,5.904581955597544e-05
neural_size,16,AEPCompressor,H_linear_4,1.0,8164,0,18964,5.273149124657245e-05
neural_size,16,ResidualCompressor,H_linear_4,1.0,6136,0,16936,5.904581955597544e-05
neural_size,16,AEPCompressor,H_linear_5,0.985,8164,0,18964,5.194051887787387e-05
neural_size,16,ResidualCompressor,H_linear_5,0.985,6136,0,16936,5.8160132262635806e-05
neural_size,16,AEPCompressor,H_target_6,0.995,8164,0,18964,5.246783379033959e-05
neural_size,16,ResidualCompressor,H_target_6,0.995,6136,0,16936,5.875059045819556e-05
neural_size,16,AEPCompressor,H_target_7,1.0,8164,0,18964,5.273149124657245e-05
neural_size,16,ResidualCompressor,H_target_7,1.0,6136,0,16936,5.904581955597544e-05
neural_size,16,AEPCompressor,H_target_8,0.995,8164,0,18964,5.246783379033959e-05
neural_size,16,ResidualCompressor,H_target_8,0.995,6136,0,16936,5.875059045819556e-05
neural_size,16,AEPCompressor,H_target_9,0.655,8164,0,18964,3.4539126766504956e-05
neural_size,16,ResidualCompressor,H_target_9,0.52,6136,0,16936,3.070382616910723e-05
neural_size,16,AEPCompressor,H_target_10,0.985,8164,0,18964,5.194051887787387e-05
neural_size,16,ResidualCompressor,H_target_10,0.995,6136,0,16936,5.875059045819556e-05
neural_size,16,AEPCompressor,H_piecewise_15,0.69,8164,0,18964,3.638472896013499e-05
neural_size,16,ResidualCompressor,H_piecewise_15,0.52,6136,0,16936,3.070382616910723e-05
neural_size,16,AEPCompressor,H_piecewise_18,0.69,8164,0,18964,3.638472896013499e-05
neural_size,16,ResidualCompressor,H_piecewise_18,0.52,6136,0,16936,3.070382616910723e-05
neural_size,16,AEPCompressor,H_multiobj_24,1.0,8164,0,18964,5.273149124657245e-05
neural_size,16,ResidualCompressor,H_multiobj_24,1.0,6136,0,16936,5.904581955597544e-05
neural_size,32,AEPCompressor,H_linear_0,0.995,25540,0,36340,2.7380297193175565e-05
neural_size,32,ResidualCompressor,H_linear_0,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_linear_1,1.0,25540,0,36340,2.75178866263071e-05
neural_size,32,ResidualCompressor,H_linear_1,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_linear_2,1.0,25540,0,36340,2.75178866263071e-05
neural_size,32,ResidualCompressor,H_linear_2,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_linear_3,1.0,25540,0,36340,2.75178866263071e-05
neural_size,32,ResidualCompressor,H_linear_3,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_linear_4,1.0,25540,0,36340,2.75178866263071e-05
neural_size,32,ResidualCompressor,H_linear_4,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_linear_5,0.99,25540,0,36340,2.7242707760044027e-05
neural_size,32,ResidualCompressor,H_linear_5,0.985,17640,0,28440,3.4634317862165965e-05
neural_size,32,AEPCompressor,H_target_6,0.99,25540,0,36340,2.7242707760044027e-05
neural_size,32,ResidualCompressor,H_target_6,0.995,17640,0,28440,3.4985935302391e-05
neural_size,32,AEPCompressor,H_target_7,1.0,25540,0,36340,2.75178866263071e-05
neural_size,32,ResidualCompressor,H_target_7,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_target_8,0.995,25540,0,36340,2.7380297193175565e-05
neural_size,32,ResidualCompressor,H_target_8,0.995,17640,0,28440,3.4985935302391e-05
neural_size,32,AEPCompressor,H_target_9,0.81,25540,0,36340,2.228948816730875e-05
neural_size,32,ResidualCompressor,H_target_9,0.795,17640,0,28440,2.7953586497890298e-05
neural_size,32,AEPCompressor,H_target_10,0.995,25540,0,36340,2.7380297193175565e-05
neural_size,32,ResidualCompressor,H_target_10,1.0,17640,0,28440,3.516174402250352e-05
neural_size,32,AEPCompressor,H_piecewise_15,0.8,25540,0,36340,2.2014309301045682e-05
neural_size,32,ResidualCompressor,H_piecewise_15,0.78,17640,0,28440,2.7426160337552742e-05
neural_size,32,AEPCompressor,H_piecewise_18,0.8,25540,0,36340,2.2014309301045682e-05
neural_size,32,ResidualCompressor,H_piecewise_18,0.78,17640,0,28440,2.7426160337552742e-05
neural_size,32,AEPCompressor,H_multiobj_24,1.0,25540,0,36340,2.75178866263071e-05
neural_size,32,ResidualCompressor,H_multiobj_24,1.0,17640,0,28440,3.516174402250352e-05
neural_size,64,AEPCompressor,H_linear_0,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_linear_0,0.995,56776,0,67576,1.4724162424529418e-05
neural_size,64,AEPCompressor,H_linear_1,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_linear_1,1.0,56776,0,67576,1.4798153190481828e-05
neural_size,64,AEPCompressor,H_linear_2,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_linear_2,1.0,56776,0,67576,1.4798153190481828e-05
neural_size,64,AEPCompressor,H_linear_3,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_linear_3,1.0,56776,0,67576,1.4798153190481828e-05
neural_size,64,AEPCompressor,H_linear_4,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_linear_4,1.0,56776,0,67576,1.4798153190481828e-05
neural_size,64,AEPCompressor,H_linear_5,0.985,87940,0,98740,9.975693741138343e-06
neural_size,64,ResidualCompressor,H_linear_5,0.99,56776,0,67576,1.465017165857701e-05
neural_size,64,AEPCompressor,H_target_6,0.99,87940,0,98740,1.0026331780433461e-05
neural_size,64,ResidualCompressor,H_target_6,0.995,56776,0,67576,1.4724162424529418e-05
neural_size,64,AEPCompressor,H_target_7,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_target_7,1.0,56776,0,67576,1.4798153190481828e-05
neural_size,64,AEPCompressor,H_target_8,0.995,87940,0,98740,1.007696981972858e-05
neural_size,64,ResidualCompressor,H_target_8,0.995,56776,0,67576,1.4724162424529418e-05
neural_size,64,AEPCompressor,H_target_9,0.735,87940,0,98740,7.443791776382418e-06
neural_size,64,ResidualCompressor,H_target_9,0.745,56776,0,67576,1.1024624126908961e-05
neural_size,64,AEPCompressor,H_target_10,0.985,87940,0,98740,9.975693741138343e-06
neural_size,64,ResidualCompressor,H_target_10,0.975,56776,0,67576,1.4428199360719781e-05
neural_size,64,AEPCompressor,H_piecewise_15,0.735,87940,0,98740,7.443791776382418e-06
neural_size,64,ResidualCompressor,H_piecewise_15,0.74,56776,0,67576,1.0950633360956553e-05
neural_size,64,AEPCompressor,H_piecewise_18,0.735,87940,0,98740,7.443791776382418e-06
neural_size,64,ResidualCompressor,H_piecewise_18,0.74,56776,0,67576,1.0950633360956553e-05
neural_size,64,AEPCompressor,H_multiobj_24,1.0,87940,0,98740,1.0127607859023698e-05
neural_size,64,ResidualCompressor,H_multiobj_24,1.0,56776,0,67576,1.4798153190481828e-05
