state_dim,utility,utility_type,mechanism,heldout_match,far_ood_match,mean_nn_distance,total_capital_cost,parameter_cost_bytes,training_data_cost_bytes,inference_cost_ops,performance_per_byte
4,H_multiobj_24,multiobj,CounterfactualCompressor,1.0,1.0,2.2775578329960506,65964,44364,0,0,1.5159784124674064e-05
4,H_multiobj_24,multiobj,PolicyClone,1.0,1.0,2.2775578329960506,44364,44364,0,0,2.25407988459111e-05
4,H_multiobj_24,multiobj,RawMemoryOutcomeTableFull,1.0,1.0,2.2775578329960506,26588,0,4988,3480,3.761095230931247e-05
4,H_multiobj_24,multiobj,StandardizedKNNOutcomeTable,1.0,1.0,2.2775578329960506,4988,0,4988,3480,0.00020048115477145148
4,H_multiobj_24,multiobj,PrototypeOutcomeTable,1.0,1.0,2.2775578329960506,30200,0,8600,6000,3.3112582781456954e-05
8,H_linear_2,linear,AEPCompressor,1.0,0.945,3.2422242029507955,92164,70564,0,0,1.08502235146044e-05
8,H_linear_2,linear,ResidualCompressor,1.0,0.785,3.2422242029507955,74552,52952,0,0,1.3413456379439855e-05
8,H_linear_2,linear,CounterfactualCompressor,0.375,0.33,3.2422242029507955,78252,56652,0,0,4.792209783775494e-06
8,H_linear_2,linear,PolicyClone,0.3616666666666667,0.295,3.2422242029507955,56652,56652,0,0,6.384005271952741e-06
8,H_linear_2,linear,RawMemoryOutcomeTableFull,1.0,1.0,3.2422242029507955,26400,0,4800,3456,3.787878787878788e-05
8,H_linear_2,linear,StandardizedKNNOutcomeTable,1.0,1.0,3.2422242029507955,4800,0,4800,3456,0.00020833333333333335
8,H_linear_2,linear,PrototypeOutcomeTable,1.0,1.0,3.2422242029507955,36600,0,15000,10800,2.73224043715847e-05
8,H_linear_4,linear,AEPCompressor,1.0,0.94,3.2422242029507955,92164,70564,0,0,1.08502235146044e-05
8,H_linear_4,linear,ResidualCompressor,1.0,0.77,3.2422242029507955,74552,52952,0,0,1.3413456379439855e-05
8,H_linear_4,linear,CounterfactualCompressor,0.03833333333333333,0.23,3.2422242029507955,78252,56652,0,0,4.89870333452606e-07
8,H_linear_4,linear,PolicyClone,0.0,0.0,3.2422242029507955,56652,56652,0,0,0.0
8,H_linear_4,linear,RawMemoryOutcomeTableFull,1.0,1.0,3.2422242029507955,26400,0,4800,3456,3.787878787878788e-05
8,H_linear_4,linear,StandardizedKNNOutcomeTable,1.0,1.0,3.2422242029507955,4800,0,4800,3456,0.00020833333333333335
8,H_linear_4,linear,PrototypeOutcomeTable,1.0,1.0,3.2422242029507955,36600,0,15000,10800,2.73224043715847e-05
8,H_linear_5,linear,AEPCompressor,0.9966666666666667,0.9,3.2422242029507955,92164,70564,0,0,1.0814056102889053e-05
8,H_linear_5,linear,ResidualCompressor,0.995,0.78,3.2422242029507955,74552,52952,0,0,1.3346389097542655e-05
8,H_linear_5,linear,CounterfactualCompressor,0.7483333333333333,0.37,3.2422242029507955,78252,56652,0,0,9.563120857400876e-06
8,H_linear_5,linear,PolicyClone,0.8433333333333334,0.545,3.2422242029507955,56652,56652,0,0,1.4886205841511922e-05
8,H_linear_5,linear,RawMemoryOutcomeTableFull,0.9933333333333333,0.98,3.2422242029507955,26400,0,4800,3456,3.7626262626262624e-05
8,H_linear_5,linear,StandardizedKNNOutcomeTable,0.9933333333333333,0.98,3.2422242029507955,4800,0,4800,3456,0.00020694444444444444
8,H_linear_5,linear,PrototypeOutcomeTable,0.9933333333333333,0.98,3.2422242029507955,36600,0,15000,10800,2.7140255009107466e-05
8,H_target_7,target,AEPCompressor,0.985,0.75,3.2422242029507955,92164,70564,0,0,1.0687470161885335e-05
8,H_target_7,target,ResidualCompressor,0.98,0.77,3.2422242029507955,74552,52952,0,0,1.3145187251851056e-05
8,H_target_7,target,CounterfactualCompressor,0.38,0.185,3.2422242029507955,78252,56652,0,0,4.856105914225834e-06
8,H_target_7,target,PolicyClone,0.585,0.49,3.2422242029507955,56652,56652,0,0,1.032620207583139e-05
8,H_target_7,target,RawMemoryOutcomeTableFull,0.9916666666666667,0.98,3.2422242029507955,26400,0,4800,3456,3.7563131313131314e-05
8,H_target_7,target,StandardizedKNNOutcomeTable,0.9916666666666667,0.98,3.2422242029507955,4800,0,4800,3456,0.00020659722222222222
8,H_target_7,target,PrototypeOutcomeTable,0.9916666666666667,0.98,3.2422242029507955,36600,0,15000,10800,2.709471766848816e-05
8,H_target_9,target,AEPCompressor,0.8666666666666667,0.525,3.2422242029507955,92164,70564,0,0,9.403527045990482e-06
8,H_target_9,target,ResidualCompressor,0.855,0.575,3.2422242029507955,74552,52952,0,0,1.1468505204421076e-05
8,H_target_9,target,CounterfactualCompressor,0.015,0.34,3.2422242029507955,78252,56652,0,0,1.9168839135101978e-07
8,H_target_9,target,PolicyClone,0.10666666666666667,0.115,3.2422242029507955,56652,56652,0,0,1.8828402645390572e-06
8,H_target_9,target,RawMemoryOutcomeTableFull,0.7816666666666666,0.735,3.2422242029507955,26400,0,4800,3456,2.9608585858585855e-05
8,H_target_9,target,StandardizedKNNOutcomeTable,0.7816666666666666,0.735,3.2422242029507955,4800,0,4800,3456,0.0001628472222222222
8,H_target_9,target,PrototypeOutcomeTable,0.85,0.81,3.2422242029507955,36600,0,15000,10800,2.3224043715846992e-05
8,H_target_10,target,AEPCompressor,0.9233333333333333,0.575,3.2422242029507955,92164,70564,0,0,1.0018373045151396e-05
8,H_target_10,target,ResidualCompressor,0.9283333333333333,0.585,3.2422242029507955,74552,52952,0,0,1.2452158672246664e-05
8,H_target_10,target,CounterfactualCompressor,0.39166666666666666,0.2,3.2422242029507955,78252,56652,0,0,5.005196885276628e-06
8,H_target_10,target,PolicyClone,0.6316666666666667,0.54,3.2422242029507955,56652,56652,0,0,1.114994469156723e-05
8,H_target_10,target,RawMemoryOutcomeTableFull,0.8516666666666667,0.7,3.2422242029507955,26400,0,4800,3456,3.226010101010101e-05
