capital_0,capital_1,capital_2,capital_3,step
0.2193083,0.21467872,0.3544056,0.21160738,527
0.22092089,0.21625726,0.34965846,0.21316333,528
0.22119445,0.21652505,0.35009143,0.21218903,529
0.21953769,0.21490327,0.35495934,0.21059972,530
0.22152199,0.21684568,0.34912908,0.21250324,531
0.21982802,0.22283442,0.34645933,0.21087824,532
0.21871473,0.22170591,0.3497691,0.20981027,533
0.21994999,0.22295806,0.3517445,0.20534746,534
0.22344987,0.22195771,0.35016632,0.20442612,535
0.2230036,0.22151442,0.3514641,0.20401785,536
0.22716774,0.22032727,0.34958053,0.20292446,537
0.22687241,0.22004084,0.35042608,0.20266066,538
0.22811586,0.22124684,0.35234666,0.19829065,539
0.22532652,0.22204633,0.3536199,0.1990072,540
0.22678071,0.22347936,0.35590208,0.19383782,541
0.22618808,0.22365066,0.3561749,0.19398639,542
0.22716393,0.22461557,0.3533972,0.19482331,543
0.22597615,0.22344112,0.3567781,0.19380465,544
0.22514068,0.22261502,0.3591562,0.19308811,545
0.22520298,0.22267662,0.35897884,0.19314155,546
0.22306465,0.22329119,0.3599696,0.1936746,547
0.22123931,0.221464,0.36520693,0.19208975,548
0.2213744,0.22159924,0.36542994,0.19159639,549
0.21912144,0.22224045,0.36648735,0.19215079,550
0.22601545,0.22027838,0.3632518,0.19045438,551
0.22586006,0.22081445,0.36300206,0.19032344,552
0.22672148,0.22165662,0.36438653,0.18723541,553
0.22435625,0.21934423,0.3710174,0.18528213,554
0.22926122,0.21795714,0.36867115,0.18411045,555
0.23030764,0.21895196,0.37035385,0.18038653,556
0.2307672,0.21938887,0.3710929,0.178751,557
0.23038106,0.21902177,0.37214524,0.1784519,558
0.22787622,0.21664043,0.3789717,0.17651166,559
0.22696416,0.21577333,0.3774549,0.17980757,560
0.22644502,0.21756715,0.37659153,0.1793963,561
0.21897559,0.21966796,0.3802279,0.18112855,562
0.21845478,0.21914549,0.37932354,0.18307617,563
0.21837322,0.21943694,0.37918195,0.18300784,564
0.22046863,0.22154255,0.37322497,0.18476388,565
0.22254276,0.22362679,0.36732832,0.18650211,566
0.21110788,0.22691593,0.37273103,0.18924521,567
0.21208723,0.22332941,0.37446016,0.19012314,568
0.21220236,0.22345063,0.37466344,0.18968353,569
0.21689302,0.2221202,0.37243268,0.18855414,570
0.21629332,0.22427094,0.37140292,0.1880328,571
0.22323768,0.2222837,0.36811197,0.18636668,572
0.22220327,0.22588736,0.36640626,0.18550311,573
0.22364113,0.22734906,0.36877722,0.18023255,574
0.22251469,0.22767894,0.36931232,0.18049406,575
0.22234091,0.22750112,0.36980483,0.1803531,576
0.22295511,0.22812958,0.36806396,0.18085131,577
0.22441702,0.22962542,0.3639204,0.18203714,578
0.22255228,0.23602661,0.3608965,0.18052456,579
0.22308184,0.23658822,0.3593758,0.18095411,580
0.22296245,0.2369968,0.35918346,0.18085727,581
0.22889346,0.23518784,0.3564419,0.17947681,582
0.22891876,0.23521383,0.35648128,0.17938618,583
0.22902998,0.23517987,0.3564298,0.17936029,584
0.22801508,0.23413771,0.35928166,0.17856549,585
0.22999504,0.23353724,0.35836023,0.17810753,586
0.2290952,0.23262355,0.3608705,0.1774107,587
0.22943112,0.23296465,0.36139965,0.17620456,588
0.22665887,0.23380278,0.36269984,0.17683849,589
0.22575468,0.23407616,0.36312392,0.17704526,590
0.22326495,0.23149465,0.37014765,0.17509273,591
0.2240168,0.23227422,0.3680266,0.17568235,592
0.22532618,0.23363186,0.36433268,0.17670922,593
0.2235131,0.23417868,0.36518538,0.1771228,594
0.22425579,0.2349568,0.3663988,0.17438854,595
0.22559325,0.23635809,0.36858404,0.1694646,596
0.22611122,0.23690078,0.3694303,0.16755764,597
0.22569768,0.2364675,0.3705836,0.1672512,598
0.22593205,0.23671305,0.36992997,0.16742487,599
0.22790895,0.23003438,0.37316683,0.16888984,600
0.22417608,0.2262667,0.36705482,0.1825024,601
0.23690051,0.22255564,0.36103466,0.17950915,602
0.24483433,0.22024179,0.35728106,0.17764282,603
0.24837585,0.21920891,0.35560554,0.17680974,604
0.24906464,0.219008,0.35527962,0.1766477,605
0.25607687,0.22517401,0.337128,0.18162107,606
0.26385033,0.22282112,0.3336053,0.17972326,607
0.26413414,0.22198518,0.3339641,0.17991658,608
0.2622476,0.22754198,0.33157882,0.17863154,609
0.261511,0.22971174,0.33064747,0.17812979,610
0.26411402,0.23199825,0.3239849,0.17990287,611
0.26663387,0.2342117,0.3175352,0.18161927,612
0.2667533,0.23386863,0.3176774,0.18170063,613
0.2715017,0.23235413,0.3156202,0.18052398,614
0.27371302,0.23424663,0.310046,0.18199432,615
0.26852825,0.22980946,0.304173,0.19748928,616
0.27405226,0.23453696,0.28985888,0.20155191,617
0.27667764,0.23368877,0.28881064,0.20082302,618
0.27720472,0.23413397,0.28936085,0.19930048,619
0.2769893,0.23395205,0.28991306,0.19914562,620
0.28060058,0.2370022,0.28065524,0.20174198,621
0.27914527,0.24095939,0.27919966,0.20069566,622
0.27585223,0.23811682,0.27590597,0.21012501,623
0.27828106,0.23140855,0.27833527,0.21197514,624
0.28562778,0.22905295,0.27550197,0.20981735,625
0.29119593,0.23351821,0.26137823,0.21390763,626
0.29292357,0.22897077,0.26292893,0.21517672,627
0.29439503,0.22509761,0.26424974,0.21625763,628
0.304346,0.22192313,0.2605231,0.21320781,629
0.30165377,0.21996003,0.25821856,0.22016768,630
0.30659562,0.22356352,0.24606633,0.22377457,631
0.30666882,0.22361688,0.24612506,0.22358926,632
0.3088392,0.22519949,0.24786697,0.21809433,633
0.31707224,0.22251695,0.24491441,0.21549642,634
0.31587777,0.22167869,0.24775897,0.2146846,635
0.31962293,0.22046511,0.24640262,0.21350932,636
0.32251886,0.21952674,0.24535385,0.21260056,637
0.32595757,0.21120526,0.24796982,0.21486731,638
0.32675916,0.21172465,0.24612051,0.2153957,639
0.3314868,0.21023786,0.24439219,0.21388313,640
0.3341045,0.21189809,0.23842523,0.21557215,641
0.32852432,0.2136738,0.24042322,0.21737865,642
0.32752216,0.21399271,0.24078207,0.21770309,643
0.32804012,0.21433115,0.24116287,0.21646589,644
0.3279488,0.21454985,0.24109572,0.21640563,645
0.32751784,0.21558206,0.2407789,0.21612124,646
0.3343681,0.21338603,0.23832619,0.21391971,647
0.33534822,0.21307181,0.23797525,0.21360472,648
0.33369732,0.21694581,0.23680371,0.21255316,649
0.33467084,0.21757874,0.23457718,0.21317327,650
0.33480537,0.21766618,0.23426956,0.21325894,651
0.335888,0.2173119,0.23388827,0.21291183,652
0.34184557,0.21536247,0.23179013,0.21100187,653
0.33946916,0.21386534,0.23017879,0.21648674,654
0.33917913,0.21395923,0.23027986,0.21658178,655
0.34248367,0.21288928,0.22912829,0.21549872,656
0.34177393,0.2124481,0.22865346,0.21712452,657
0.35112652,0.20942947,0.22540456,0.21403944,658
0.3519011,0.20989148,0.22590181,0.21230559,659
0.35217887,0.20926788,0.22608012,0.21247315,660
0.34951162,0.21525653,0.22436789,0.21086398,661
0.35032105,0.21343914,0.2248875,0.21135232,662
0.35005292,0.21404114,0.22471538,0.21119055,663
0.35114616,0.2115866,0.22541717,0.2118501,664
0.35197774,0.21131542,0.22512828,0.21157861,665
0.34933463,0.21723786,0.22343771,0.20998979,666
0.3468427,0.21806985,0.22429344,0.21079402,667
0.3478155,0.21587671,0.22492254,0.21138525,668
0.346548,0.21873423,0.22410287,0.2106149,669
0.34718528,0.21852091,0.22388431,0.2104095,670
0.34690398,0.21834384,0.22451317,0.21023901,671
0.34529167,0.22197677,0.2234697,0.20926188,672
0.34515545,0.2218892,0.22338153,0.20957388,673
0.34544328,0.2212402,0.22356783,0.20974867,674
0.34402046,0.22444786,0.22264698,0.20888473,675
0.34418368,0.22439201,0.22259158,0.20883276,676
0.34524313,0.22402951,0.22223198,0.2084954,677
0.34318784,0.22269583,0.220909,0.2132073,678
0.33729202,0.22469486,0.222892,0.21512116,679
0.33161423,0.22661994,0.22480163,0.21696422,680
0.33037636,0.225774,0.22396249,0.21988718,681
0.32429487,0.22782446,0.2259965,0.22188419,682
0.3224607,0.22844288,0.22660995,0.22248647,683
0.32406956,0.22790045,0.22607186,0.22195818,684
0.3209003,0.22567165,0.22386095,0.22956711,685
0.31818306,0.2265746,0.22475664,0.23048563,686
0.3173542,0.22598436,0.22677624,0.22988522,687
0.31734386,0.22598776,0.22677964,0.22988866,688
0.3176036,0.22617272,0.22696525,0.22925839,689
0.3181008,0.22496125,0.22732058,0.22961731,690
0.31902713,0.2227044,0.22798254,0.23028597,691
0.31936845,0.22259274,0.22786823,0.2301705,692
0.31703237,0.22335677,0.22865036,0.23096053,693
0.3171249,0.22342198,0.22871712,0.230736,694
0.3182283,0.22071989,0.22951292,0.23153882,695
0.31911054,0.21855955,0.2301492,0.23218071,696
0.3228642,0.22113045,0.22109352,0.23491184,697
0.32804185,0.22467661,0.2086025,0.23867902,698
0.32442695,0.23322043,0.20630379,0.23604886,699
0.32043403,0.23459885,0.20752312,0.23744401,700
0.31997278,0.23570053,0.20722441,0.23710224,701
0.31897062,0.2360479,0.2075298,0.23745166,702
0.31874323,0.2358796,0.20738184,0.23799534,703
0.32412055,0.23985898,0.19401003,0.24201041,704
0.32498083,0.23784144,0.19452497,0.24265274,705
0.32557926,0.23827942,0.19488318,0.24125813,706
0.3295205,0.23688695,0.1937443,0.23984826,707
0.33216757,0.2387899,0.1872675,0.24177499,708
0.33516616,0.23191822,0.18895802,0.24395758,709
0.3335537,0.23080248,0.19285987,0.24278392,710
0.33541793,0.22650348,0.19393776,0.24414083,711
0.33810475,0.22558776,0.1931537,0.24315381,712
0.33934116,0.22641271,0.19020319,0.24404301,713
0.33817607,0.22563535,0.18955015,0.24663846,714
0.33613318,0.2242723,0.18840508,0.25118953,715
0.3339382,0.2228078,0.19370478,0.24954925,716
0.33166245,0.22128937,0.19238469,0.2546635,717
0.33527163,0.22009435,0.19134577,0.25328824,718
0.334131,0.22274761,0.1906948,0.25242653,719
0.338368,0.22133024,0.18948138,0.2508203,720
0.34002456,0.22241381,0.19040903,0.2471526,721
0.33943498,0.22202817,0.19007888,0.2484579,722
0.34195477,0.22118123,0.18935381,0.24751014,723
0.34224978,0.22137204,0.18865448,0.24772367,724
0.3396447,0.21968703,0.1872185,0.25344977,725
0.3372686,0.21815012,0.18590873,0.25867254,726
0.34060857,0.22031048,0.17784671,0.2612342,727
0.34257662,0.22158344,0.17309628,0.2627436,728
0.34371093,0.21900603,0.17366943,0.26361358,729
0.34123525,0.21983217,0.17432454,0.264608,730
0.3436637,0.22139663,0.17556515,0.2593745,731
0.34168202,0.2220651,0.17609525,0.26015764,732
0.34265205,0.22269556,0.1765952,0.2580572,733
0.3367502,0.22469497,0.17818071,0.2603741,734
0.3336767,0.2226442,0.1856814,0.2579977,735
0.33303422,0.22414096,0.1853239,0.25750092,736
0.334448,0.22509247,0.1818655,0.25859407,737
0.33342126,0.22440143,0.18437721,0.25780016,738
0.33140877,0.2250789,0.18493384,0.25857848,739
0.33228144,0.22303845,0.1854208,0.25925934,740
0.33122626,0.22233018,0.18800752,0.25843605,741
0.3337491,0.2214915,0.1872983,0.25746116,742
0.33777606,0.22015274,0.18616621,0.255905,743
0.33928385,0.21965148,0.18574233,0.25532234,744
0.33966193,0.21989624,0.18594931,0.25449255,745
0.34008202,0.2201682,0.1861793,0.25357047,746
0.341165,0.22086933,0.18677218,0.25119352,747
0.34038243,0.2203627,0.18863751,0.25061736,748
0.3397719,0.22176108,0.18829916,0.25016782,749
0.34551916,0.21983066,0.18666004,0.24799012,750
0.34423447,0.22273147,0.18596599,0.24706805,751
0.34657183,0.2219376,0.18530315,0.24618742,752
0.34347776,0.2199562,0.18364882,0.25291726,753
0.34463015,0.2195701,0.18332645,0.2524733,754
0.3403861,0.220992,0.18451364,0.25410828,755
0.3397066,0.22055086,0.18414532,0.25559723,756
0.33978277,0.22037606,0.18418661,0.25565454,757
0.33896366,0.2206495,0.18441515,0.25597176,758
0.33928382,0.2208579,0.18364473,0.25621355,759
0.34019524,0.2214512,0.18413804,0.25421548,760
0.3449041,0.21987075,0.1828239,0.2524012,761
0.34226364,0.2181875,0.18907991,0.2504689,762
0.34708828,0.21658705,0.18769297,0.24863169,763
0.3460409,0.21593349,0.18712659,0.25089902,764
0.34795624,0.21159367,0.18816233,0.25228775,765
0.34485304,0.21260071,0.18905784,0.25348842,766
0.34703597,0.2076164,0.1902546,0.25509304,767
0.3473503,0.20751645,0.190163,0.25497022,768
0.34604603,0.20673724,0.19320391,0.25401282,769
0.34709963,0.20736669,0.19379216,0.2517415,770
0.35040277,0.20631759,0.19281174,0.2504679,771
0.35316685,0.20794508,0.19433269,0.24455541,772
0.352497,0.20816042,0.19453393,0.24480866,773
0.3504042,0.21286155,0.19337897,0.24335521,774
0.34967223,0.2124169,0.19506398,0.24284686,775
0.3469724,0.21329875,0.19587378,0.24385504,776
0.3502055,0.20596828,0.19769894,0.24612728,777
0.34908396,0.20632377,0.19804016,0.2465521,778
0.3522866,0.20821668,0.19068262,0.24881408,779
0.3542286,0.20936447,0.19173376,0.24467312,780
0.358092,0.21164793,0.18291847,0.24734166,781
0.35484603,0.21879406,0.18126036,0.24509957,782
0.35851038,0.22105345,0.18313217,0.23730396,783
0.36021388,0.22046645,0.18264587,0.2366738,784
0.36053437,0.21977288,0.18280837,0.23688437,785
0.36046806,0.21973246,0.18277475,0.23702472,786
0.36205858,0.21918601,0.18232019,0.23643526,787
0.36285007,0.21966515,0.18271877,0.23476605,788
0.3645361,0.22068587,0.17892112,0.23585692,789
0.36161947,0.22169878,0.17974234,0.23693946,790
0.36040413,0.22212084,0.18008451,0.23739053,791
0.36402047,0.21431552,0.1818915,0.23977254,792
0.3623616,0.21487452,0.18236594,0.24039795,793
0.36197165,0.21464327,0.18324584,0.24013923,794
0.36053416,0.21379088,0.18648937,0.23918557,795
0.35829505,0.21246313,0.18533118,0.24391063,796
0.36039504,0.21370839,0.18055634,0.2453402,797
0.36021847,0.21360368,0.18095787,0.24521999,798
0.3592624,0.2156909,0.18047757,0.24456915,799
0.35915858,0.21591759,0.18042542,0.24449846,800
0.34969682,0.23657365,0.17567225,0.23805733,801
0.33902875,0.24045457,0.1785541,0.2419626,802
0.33733156,0.24107198,0.17901258,0.2425839,803
0.33768183,0.2413223,0.17919844,0.24179745,804
0.3342449,0.24257457,0.18012835,0.24305218,805
0.3356422,0.24358864,0.18088137,0.23988782,806
0.3325173,0.24473438,0.18173215,0.24101615,807
0.32957128,0.24581456,0.18253426,0.24207991,808
0.32731584,0.25097582,0.18128508,0.24042323,809
0.31799605,0.254453,0.18379673,0.24375422,810
0.32025513,0.25626066,0.17799833,0.24548587,811
0.3193194,0.25661343,0.17824337,0.24582382,812
0.32373738,0.25494787,0.17708646,0.24422827,813
0.31939608,0.25658453,0.17822328,0.24579611,814
0.31689718,0.2575266,0.17887764,0.24669857,815
0.31114185,0.271011,0.17562896,0.24221817,816
0.3115614,0.27084595,0.175522,0.24207065,817
0.31069005,0.27118877,0.17574416,0.24237704,818
0.3026536,0.27435046,0.1777931,0.24520282,819
0.3032732,0.2749121,0.17815706,0.24365768,820
0.3022632,0.27732685,0.17756374,0.24284624,821
0.29707068,0.2793907,0.17888518,0.2446535,822
0.29606053,0.28184107,0.1782769,0.24382156,823
0.29630244,0.28207135,0.17760544,0.24402079,824
0.30122975,0.2800963,0.17636184,0.24231216,825
0.30145478,0.27955842,0.1764936,0.2424932,826
0.301048,0.28053063,0.17625545,0.24216598,827
0.299008,0.2854059,0.17506108,0.24052499,828
0.29956508,0.2851791,0.17492197,0.24033386,829
0.29847345,0.28413993,0.17428456,0.24310203,830
0.29828852,0.2839639,0.17417659,0.24357104,831
0.2952207,0.29132804,0.17238522,0.24106596,832
0.29837906,0.29002252,0.17161271,0.23998567,833
0.2936032,0.30138645,0.16886587,0.23614447,834
0.290686,0.30832782,0.16718805,0.23379816,835
0.28892726,0.31251255,0.1661765,0.23238361,836
0.2882296,0.31417266,0.16577525,0.2318225,837
0.286601,0.31239745,0.17048892,0.2305126,838
0.28530645,0.3155033,0.16971885,0.2294714,839
0.2840439,0.31853232,0.16896781,0.22845595,840
0.2837927,0.3182506,0.16881837,0.22913834,841
0.2793642,0.3132844,0.18178876,0.22556269,842
0.27861783,0.31244743,0.18130308,0.22763172,843
0.27739,0.31297922,0.18161167,0.22801916,844
0.27989134,0.3158015,0.18324934,0.22105789,845
0.2778455,0.32080254,0.18190989,0.21944208,846
0.27825433,0.31980315,0.18217756,0.21976498,847
0.27995083,0.32175297,0.17719127,0.22110488,848
0.27970645,0.3214721,0.1770366,0.2217848,849
0.279058,0.3230451,0.17662618,0.22127064,850
0.27854043,0.32244593,0.17629857,0.22271502,851
0.27821687,0.3220714,0.1772554,0.22245632,852
0.2803845,0.3245807,0.17863643,0.21639831,853
0.27184165,0.32843396,0.18075712,0.21896729,854
0.27262968,0.32938603,0.1812811,0.21670322,855
0.2673431,0.33178005,0.18259867,0.21827824,856
0.271182,0.33654425,0.17086121,0.2214126,857
0.2707856,0.33751404,0.17061146,0.22108895,858
0.27004027,0.33658502,0.17289434,0.2204804,859
0.2661355,0.3383855,0.17381918,0.2216598,860
0.26769403,0.33451104,0.1748371,0.22295786,861
0.26865822,0.3340706,0.17460689,0.2226643,862
0.27232897,0.3386351,0.16332935,0.22570662,863
0.27228367,0.33874512,0.16330218,0.22566909,864
0.27144396,0.33913597,0.16349061,0.22592945,865
0.2682843,0.3351883,0.16158752,0.2349399,866
0.26857612,0.3355529,0.16067553,0.23519546,867
0.26830813,0.33621585,0.16051522,0.2349608,868
0.2645061,0.33796293,0.1613493,0.23618172,869
0.264339,0.3377494,0.16187915,0.2360325,870
0.2657555,0.3342006,0.16274662,0.23729733,871
0.26818803,0.33309337,0.16220744,0.23651116,872
0.26840398,0.3325564,0.16233805,0.2367016,873
0.27020422,0.33478692,0.16342689,0.2315819,874
0.272813,0.3335902,0.1628427,0.23075409,875
0.27240023,0.33459848,0.16259633,0.23040497,876
0.2729903,0.33532327,0.16294853,0.22873795,877
0.27659595,0.33975223,0.15189269,0.23175912,878
0.27417493,0.3367784,0.1505632,0.23848346,879
0.26762077,0.3398195,0.15192276,0.24063694,880
0.26947132,0.34216928,0.14605848,0.24230091,881
0.26998907,0.34282672,0.14633912,0.2408451,882
0.27787074,0.33912534,0.14475915,0.23824477,883
0.27681434,0.33783606,0.1442088,0.2411408,884
0.27726105,0.33838123,0.14444152,0.23991619,885
0.27796164,0.3380532,0.1443015,0.23968361,886
0.27765337,0.3376783,0.14414147,0.24052683,887
0.2762719,0.33599818,0.14839986,0.23933008,888
0.27816364,0.3351199,0.14801195,0.2387045,889
0.27591494,0.34049487,0.1468154,0.23677479,890
0.2752962,0.3397313,0.14872862,0.23624383,891
0.27616847,0.34080774,0.14919986,0.23382391,892
0.2762681,0.34093067,0.14889292,0.23390827,893
0.2737647,0.33784136,0.14754374,0.24085023,894
0.27300802,0.33967146,0.14713594,0.24018453,895
0.27507228,0.33870703,0.14671817,0.23950256,896
0.27300414,0.33616045,0.15313354,0.23770188,897
0.2717238,0.33458394,0.15710522,0.23658709,898
0.27158847,0.3349153,0.15702698,0.23646927,899
0.26937315,0.3359339,0.15750454,0.23718844,900
0.2756938,0.33302772,0.15614197,0.23513652,901
0.2717887,0.32831046,0.16809501,0.23180588,902
0.27349064,0.33036634,0.16914763,0.22699544,903
0.2721147,0.33099198,0.16946796,0.22742532,904
0.27513137,0.32962027,0.16876562,0.22648281,905
0.27619055,0.3291386,0.16851902,0.22615185,906
0.27851707,0.32808068,0.16797736,0.22542496,907
0.28395548,0.31496048,0.17125735,0.22982669,908
0.2857013,0.3168969,0.17231026,0.22509152,909
0.28465027,0.31940994,0.17167638,0.22426346,910
0.2807401,0.31502232,0.18305473,0.22118282,911
0.28248188,0.31697676,0.18419044,0.21635094,912
0.28779894,0.31462783,0.1828255,0.2147477,913
0.2872319,0.31400794,0.18443559,0.21432458,914
0.28851435,0.31540996,0.18525909,0.2108166,915
0.28912005,0.3160721,0.18354867,0.21125917,916
0.28897178,0.31591,0.18345454,0.21166365,917
0.29090258,0.31133917,0.18468033,0.2130779,918
0.29242042,0.31296363,0.18564394,0.20897196,919
0.29208368,0.31260327,0.18658173,0.20873132,920
0.2894093,0.309741,0.19402952,0.20682013,921
0.2835758,0.31228378,0.1956224,0.20851801,922
0.28639385,0.31538713,0.19756642,0.20065257,923
0.28788435,0.31472838,0.19715376,0.20023347,924
0.28723395,0.31401736,0.19896759,0.19978109,925
0.2896914,0.30814844,0.20066985,0.20149033,926
0.29826483,0.30442905,0.19824776,0.19905832,927
0.30039024,0.29947245,0.19966045,0.2004768,928
0.30566287,0.29721552,0.19815573,0.19896592,929
0.3061244,0.29766428,0.19845493,0.19775638,930
0.30622903,0.29761937,0.19842498,0.19772655,931
0.31178927,0.28486612,0.20202783,0.20131671,932
0.31248417,0.285501,0.2024781,0.19953667,933
0.31541288,0.28817683,0.20437579,0.19203448,934
0.31884834,0.29131564,0.20660184,0.18323413,935
0.3207542,0.28707972,0.20783676,0.18432938,936
0.32395628,0.27996257,0.2099116,0.18616953,937
0.32445994,0.279754,0.20975523,0.18603085,938
0.32900897,0.26965594,0.21269608,0.18863906,939
0.32994878,0.26756972,0.21330363,0.18917792,940
0.3275532,0.26562706,0.21901536,0.18780439,941
0.32870632,0.26656216,0.21978639,0.1849452,942
0.3286001,0.2667991,0.21971536,0.18488543,943
0.326876,0.26539925,0.22380939,0.18391538,944
0.3277523,0.26342997,0.22440937,0.1844084,945
0.3296445,0.25917754,0.22570495,0.18547305,946
0.3275927,0.25997078,0.22639577,0.18604071,947
0.3315822,0.26313674,0.22915286,0.17612818,948
0.33310544,0.2643456,0.22561172,0.1769373,949
0.3342473,0.26182383,0.22638509,0.17754382,950
0.3393853,0.25980315,0.22463791,0.17617358,951
0.33713362,0.26471403,0.22314754,0.17500475,952
0.3358137,0.26759273,0.22227389,0.1743196,953
0.33794832,0.26293725,0.22368678,0.17542766,954
0.33561876,0.26801804,0.22214486,0.17421839,955
0.3356063,0.2680451,0.22213662,0.17421193,956
0.33662218,0.26582947,0.22280902,0.17473926,957
0.33748972,0.26393747,0.22338325,0.1751896,958
0.3338853,0.27179855,0.2209975,0.17331858,959
0.33447272,0.27155888,0.22080263,0.17316574,960
0.33441442,0.27151155,0.22076415,0.1733099,961
0.33253378,0.26998466,0.22514638,0.17233525,962
0.33316323,0.26860273,0.22557257,0.17266148,963
0.33281782,0.26832423,0.2253387,0.17351924,964
0.33523223,0.27027076,0.22697341,0.1675236,965
0.33627778,0.2679948,0.22768132,0.16804609,966
0.33860233,0.26293486,0.22925517,0.1692077,967
0.33882952,0.2624402,0.22940901,0.16932125,968
0.34060675,0.26173478,0.22879237,0.16886613,969
0.33917633,0.26063558,0.2320312,0.16815695,970
0.34029233,0.25820276,0.23279464,0.16871023,971
0.34954286,0.25458223,0.22953036,0.16634455,972
0.35527867,0.2523373,0.22750635,0.16487773,973
0.35754248,0.25145128,0.22670752,0.16429879,974
0.35895863,0.2484864,0.22760548,0.16494955,975
0.35781968,0.24769795,0.22688328,0.16759914,976
0.3575545,0.2475144,0.22671515,0.16821599,977
0.3566408,0.24688187,0.22613579,0.17034161,978
0.3538795,0.24794146,0.22710633,0.1710727,979
0.35676205,0.2499611,0.22081067,0.17246617,980
0.35300967,0.24733202,0.22900614,0.1706522,981
0.35528862,0.24892876,0.22402872,0.1717539,982
0.35894474,0.2475171,0.22275828,0.1707799,983
0.35420352,0.24424769,0.23302469,0.1685241,984
0.35487524,0.24399364,0.23278232,0.1683488,985
0.3560453,0.24479812,0.23354982,0.16560678,986
0.35925668,0.2470061,0.23565635,0.15808088,987
0.35815513,0.24743076,0.23606148,0.15835264,988
0.35888526,0.24793516,0.23450416,0.15867546,989
0.3599622,0.24567837,0.23520786,0.15915161,990
0.3569352,0.24361242,0.24163917,0.15781328,991
0.35930505,0.23859033,0.24324353,0.15886107,992
0.36326244,0.23020422,0.2459226,0.16061077,993
0.36200246,0.23287426,0.24506961,0.16005369,994
0.36253366,0.23321596,0.24542922,0.15882117,995
0.3681186,0.23117271,0.24327897,0.15742971,996
0.36938754,0.2285225,0.24411756,0.15797238,997
0.37240216,0.22222641,0.24610984,0.15926161,998
0.37243176,0.22216459,0.2461294,0.15927427,999
0.3732286,0.22188248,0.24581686,0.15907203,1000
0.36331743,0.22539112,0.24970399,0.16158745,1001
0.36108008,0.22400314,0.25432444,0.16059236,1002
0.35761887,0.22521663,0.25570217,0.16146234,1003
0.35435876,0.2322796,0.25337115,0.15999043,1004
0.35241956,0.23648098,0.2519846,0.15911488,1005
0.35121354,0.23567173,0.25454432,0.15857038,1006
0.3482551,0.23368655,0.26082364,0.15723467,1007
0.3415504,0.23609056,0.26350683,0.15885219,1008
0.33709615,0.23301163,0.27311167,0.15678056,1009
0.3342108,0.2395766,0.270774,0.1554386,1010
0.33375144,0.24062178,0.2704018,0.15522495,1011
0.33516842,0.24164337,0.27154982,0.15163836,1012
0.33262685,0.24739398,0.26949066,0.1504885,1013
0.33170974,0.24671187,0.27150485,0.15007357,1014
0.33121157,0.24784318,0.2710971,0.14984818,1015
0.3290658,0.24623752,0.27581936,0.14887738,1016
0.32997432,0.24590406,0.27544585,0.14867577,1017
0.3297276,0.24572021,0.2759876,0.1485646,1018
0.33308354,0.2380432,0.27879655,0.15007669,1019
0.32327127,0.2415455,0.28289846,0.15228474,1020
0.32010582,0.2391803,0.2899203,0.15079358,1021
0.32085943,0.23974338,0.2882486,0.15114859,1022
0.32257414,0.2410246,0.28978905,0.14661221,1023
0.32027334,0.23930547,0.29485473,0.14556648,1024
0.31287086,0.24191156,0.29806575,0.14715174,1025
0.30559057,0.24447471,0.30122387,0.14871086,1026
0.30929995,0.24316874,0.29961476,0.14791645,1027
0.30840623,0.24535567,0.29874906,0.14748906,1028
0.30502352,0.2426645,0.3064407,0.14587134,1029
0.30255982,0.24070449,0.3120426,0.14469314,1030
0.30194223,0.24021316,0.31140563,0.14643903,1031
0.30099648,0.23946075,0.31356248,0.14598034,1032
0.3018863,0.23721239,0.31448945,0.1464119,1033
0.30234128,0.23756991,0.3134563,0.14663255,1034
0.3006325,0.23622721,0.31168473,0.15145555,1035
0.29449955,0.23829874,0.31441796,0.1527837,1036
0.29335594,0.23737337,0.3170803,0.1521904,1037
0.2891047,0.2388014,0.31898785,0.15310599,1038
0.28807136,0.23794787,0.32142198,0.15255874,1039
0.28682545,0.23691873,0.32003182,0.15622404,1040
0.28722525,0.23585507,0.3204779,0.15644181,1041
0.28771523,0.23625743,0.31931868,0.15670867,1042
0.28358454,0.23286551,0.32909107,0.15445882,1043
0.28102392,0.23076285,0.33514908,0.15306415,1044
0.27381402,0.23307696,0.33850998,0.15459909,1045
0.2736153,0.23290782,0.33898994,0.1544869,1046
0.2713669,0.23921138,0.3362043,0.1532174,1047
0.2675055,0.24047908,0.33798602,0.15402938,1048
0.2653714,0.23856059,0.3432674,0.15280057,1049
0.26348945,0.24396051,0.34083304,0.15171695,1050
0.26292503,0.2455802,0.3401029,0.15139194,1051
0.26065475,0.2463366,0.34115043,0.15185823,1052
0.25470787,0.24831797,0.34389445,0.15307969,1053
0.24591824,0.25124654,0.34795022,0.15488505,1054
0.24157782,0.2526927,0.34995297,0.15577655,1055
0.24112464,0.25409448,0.3492965,0.15548433,1056
0.25017712,0.25106344,0.34512982,0.1536296,1057
0.25422883,0.24970682,0.3432649,0.15279946,1058
0.25412276,0.24960265,0.34353885,0.15273573,1059
0.24695532,0.2520012,0.34684005,0.15420341,1060
0.24347876,0.24845357,0.34195733,0.16611035,1061
0.24174504,0.24902296,0.34274098,0.16649103,1062
