capital_0,capital_1,capital_2,capital_3,step
0.25,0.25,0.25,0.25,0
0.24672875903353855,0.24672875903353855,0.2598137228993843,0.24672875903353855,1
0.2538642435420214,0.24439187360162937,0.25735200925471985,0.24439187360162937,2
0.2516515590288945,0.2422623671411126,0.2638237066888802,0.2422623671411126,3
0.249742656939831,0.24042516923161875,0.26182177692025627,0.24801039690829396,4
0.2462613544139521,0.23707478823849706,0.2721104144806643,0.2445534428668865,5
0.24462720731997367,0.24213851959395363,0.2703035332281045,0.24293073985796815,6
0.24725856991885156,0.24129527394577494,0.2693614633366395,0.24208469279873399,7
0.24390445669209235,0.23802268543580302,0.2792715569866181,0.23880130088548654,8
0.24128987604855523,0.24619325234965092,0.2762750621353883,0.2362418094664055,9
0.23853576540900462,0.24338277048185356,0.2731187085841428,0.24496275552499908,10
0.23774049120782245,0.24257120900309562,0.27220726272995044,0.24748103705913152,11
0.2356068763898926,0.2493718229722723,0.2697619743178367,0.24525932631999836,12
0.23156495069583546,0.24509182213091957,0.28229277866288033,0.2410504485103646,13
0.230253217148155,0.2437028702669795,0.28069149878089,0.24535241380397552,14
0.2361717639569588,0.24182971972924874,0.27853200840260056,0.24346650791119193,15
0.2327365300211958,0.23831154668653962,0.2890276088768509,0.23992431441541365,16
0.23888665377667725,0.2364022724435961,0.28670905728742974,0.2380020164922969,17
0.24080520508617342,0.23580667023817073,0.2859857636133335,0.23740236106232235,18
0.23853236864909236,0.2335813984775611,0.2927242981068199,0.2351619347665267,19
0.23506956950618837,0.23019107844289044,0.30299089367892623,0.23174845837199493,20
0.23195428688888575,0.22714104768412458,0.31222709933525744,0.2286775660917322,21
0.23418819559777554,0.22648094263566854,0.31131788607217387,0.22801297569438206,22
0.23256926142758358,0.22491566699000481,0.30916183021901916,0.23335324136339244,23
0.23179027013909373,0.22416249961774445,0.3081244060516305,0.2359228241915313,24
0.23108030541273758,0.22347606427528885,0.30717886436087777,0.23826476595109583,25
0.22917411933273618,0.22988666302983662,0.3046403467870736,0.23629887085035362,26
0.22742210995836004,0.22812917008137265,0.3023069742465001,0.2421417457137672,27
0.22928538549824545,0.22757944096330657,0.3015771768026479,0.24155799673580006,28
0.23546735961988874,0.2257555726464318,0.29915580087084404,0.23962126686283539,29
0.24262379125316133,0.22364427204523596,0.2963526686253631,0.2373792680762396,30
0.23949844002954346,0.22076547477532377,0.30541405531690535,0.23432202987822745,31
0.23474154198386216,0.2163839813383588,0.3192055732540766,0.22966890342370241,32
0.23407515181398075,0.21577007415952892,0.31829765999630827,0.23185711403018208,33
0.2305179285732992,0.21249357434023156,0.32865460179312367,0.22833389529334555,34
0.23775808122963668,0.21049698757725144,0.3255576614021731,0.22618726979093876,35
0.2338394342422696,0.2070317992183641,0.336667679746908,0.22246108679245835,36
0.23083823479845542,0.20437792901803958,0.34517654736444403,0.21960728881906097,37
0.2300328809191713,0.20366556070843994,0.3439694779401084,0.22233208043228037,38
0.22736362953759173,0.2129144642502461,0.33996908999296493,0.21975281621919723,39
0.22369837829512115,0.2094845186308338,0.3506056342116019,0.2162114688624431,40
0.22233918829867305,0.2082123070981282,0.34846967303938586,0.22097883156381284,41
0.22204115693713045,0.2079333637683023,0.3480013394830368,0.22202413981153046,42
0.22021488604582187,0.21445543848757323,0.34513167243566883,0.2201980030309361,43
0.2195114052582058,0.21377049460732295,0.34402616129389446,0.22269193884057678,44
0.21770939930867497,0.22023252356190967,0.3411944297774848,0.2208636473519306,45
0.21389887067371596,0.21637735104161956,0.3527264495231962,0.21699732876146827,46
0.21087069509791778,0.213313710627822,0.3618907870372611,0.21392480723699914,47
0.21524624523264005,0.2121326028948022,0.35988086472254327,0.21274028715001445,48
0.21483139463684925,0.21172380229925233,0.35918518086005435,0.21425962220384406,49
0.21332772392305308,0.21724866652824265,0.3566636198758611,0.2127599896728432,50
0.20975810555478047,0.21361272277636145,0.3674291890696879,0.20919998259917016,51
0.2058104319877445,0.20959164629310476,0.37933501799091907,0.2052629037282317,52
0.20230665434868386,0.2060227506272283,0.3899020067044515,0.20176858831963634,53
0.20855176583950744,0.20441252104599963,0.3868438717125897,0.2001918414019032,54
0.21471084921690373,0.2028245204038775,0.38382773872696574,0.198636891652253,55
0.21377097034789175,0.20193703425614057,0.3821423513698342,0.20214964402613347,56
0.21001496804917844,0.19839130205023298,0.39299355826835747,0.19860017163223112,57
0.20842390758018298,0.20447353512599725,0.39000634887274355,0.19709620842107625,58
