seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
0,2752,train,none,1,"[-5.323286533355713, -0.6177110075950623]","[-4.924596786499023, -0.21902120113372803]","[-4.925906658172607, -0.22033141553401947]","[-0.39868974685668945, -0.39868980646133423]","[-0.0013098716735839844, -0.0013102144002914429]",0,0,"[[-4.852639675140381, -2.272263526916504], [-4.575917720794678, -2.4800078868865967], [-4.1158127784729, -2.1862189769744873], [-5.496702671051025, -2.6480321884155273], [-5.634247303009033, -2.707639455795288], [-4.656524181365967, -1.3423476219177246], [-4.125636577606201, -1.1097509860992432], [-5.004297733306885, -0.6486382484436035]]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
0,2752,train,none,3,"[-5.090148448944092, -2.5459022521972656]","[-3.9718177318573, -1.4275718927383423]","[-3.956622838973999, -1.4123772382736206]","[-1.118330717086792, -1.1183303594589233]","[0.015194892883300781, 0.01519465446472168]",1,0,"[[-4.852639675140381, -2.272263526916504], [-4.575917720794678, -2.4800078868865967], [-4.1158127784729, -2.1862189769744873], [-5.496702671051025, -2.6480321884155273], [-5.634247303009033, -2.707639455795288], [-4.656524181365967, -1.3423476219177246], [-4.125636577606201, -1.1097509860992432], [-5.004297733306885, -0.6486382484436035]]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
0,2752,train,none,5,"[-3.773084878921509, -3.1726722717285156]","[-2.728179931640625, -2.127768039703369]","[-3.5247390270233154, -2.9243271350860596]","[-1.0449049472808838, -1.0449042320251465]","[-0.7965590953826904, -0.7965590953826904]",0,0,"[[-4.852639675140381, -2.272263526916504], [-4.575917720794678, -2.4800078868865967], [-4.1158127784729, -2.1862189769744873], [-5.496702671051025, -2.6480321884155273], [-5.634247303009033, -2.707639455795288], [-4.656524181365967, -1.3423476219177246], [-4.125636577606201, -1.1097509860992432], [-5.004297733306885, -0.6486382484436035]]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
0,2769,train,none,1,"[-3.8894505500793457, -0.11733265966176987]","[-3.4317870140075684, 0.34033095836639404]","[-3.3741233348846436, 0.3979945480823517]","[-0.45766353607177734, -0.4576636254787445]","[0.057663679122924805, 0.05766358971595764]",1,0,"[[-2.669438362121582, 1.3809409141540527], [-2.140969753265381, 1.1572253704071045], [-2.759465217590332, 0.6138717532157898], [-2.784778594970703, 1.2296274900436401], [-3.310525417327881, 0.5311803817749023], [-3.1511499881744385, 0.8021190166473389], [-2.9984488487243652, 0.48412439227104187], [-3.4329192638397217, -0.059846505522727966]]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0,2769,train,none,3,"[-3.8838722705841064, -2.1820719242095947]","[-2.6245572566986084, -0.922756552696228]","[-2.432123899459839, -0.730323314666748]","[-1.259315013885498, -1.2593153715133667]","[0.19243335723876953, 0.19243323802947998]",1,0,"[[-2.669438362121582, 1.3809409141540527], [-2.140969753265381, 1.1572253704071045], [-2.759465217590332, 0.6138717532157898], [-2.784778594970703, 1.2296274900436401], [-3.310525417327881, 0.5311803817749023], [-3.1511499881744385, 0.8021190166473389], [-2.9984488487243652, 0.48412439227104187], [-3.4329192638397217, -0.059846505522727966]]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0,2769,train,none,5,"[-2.6178693771362305, -2.7777645587921143]","[-1.512277364730835, -1.67217218875885]","[-2.284006357192993, -2.443901300430298]","[-1.1055920124053955, -1.1055923700332642]","[-0.7717289924621582, -0.7717291116714478]",0,0,"[[-2.669438362121582, 1.3809409141540527], [-2.140969753265381, 1.1572253704071045], [-2.759465217590332, 0.6138717532157898], [-2.784778594970703, 1.2296274900436401], [-3.310525417327881, 0.5311803817749023], [-3.1511499881744385, 0.8021190166473389], [-2.9984488487243652, 0.48412439227104187], [-3.4329192638397217, -0.059846505522727966]]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0,442,train,none,1,"[-1.693526029586792, -1.9394594430923462]","[-1.770827293395996, -2.0167605876922607]","[-2.2481284141540527, -2.4940619468688965]","[0.0773012638092041, 0.07730114459991455]","[-0.47730112075805664, -0.47730135917663574]",-1,1,"[[-1.694820523262024, -3.382718086242676], [-2.595966100692749, -3.8176677227020264], [-2.5670502185821533, -3.7110278606414795], [-2.5514888763427734, -2.873195171356201], [-2.2772481441497803, -2.8641180992126465], [-2.148705005645752, -2.6642467975616455], [-1.2096092700958252, -2.4694762229919434], [-1.6845405101776123, -2.5409955978393555]]","[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0]"
0,442,train,none,3,"[-0.8540314435958862, -2.778522253036499]","[-1.1255409717559814, -3.0500316619873047]","[-2.4218170642852783, -4.346307754516602]","[0.2715095281600952, 0.27150940895080566]","[-1.2962760925292969, -1.2962760925292969]",-1,1,"[[-1.694820523262024, -3.382718086242676], [-2.595966100692749, -3.8176677227020264], [-2.5670502185821533, -3.7110278606414795], [-2.5514888763427734, -2.873195171356201], [-2.2772481441497803, -2.8641180992126465], [-2.148705005645752, -2.6642467975616455], [-1.2096092700958252, -2.4694762229919434], [-1.6845405101776123, -2.5409955978393555]]","[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0]"
0,442,train,none,5,"[-0.8141673803329468, -4.246789932250977]","[-0.15941527485847473, -3.5920379161834717]","[-1.3338738679885864, -4.766496181488037]","[-0.6547521352767944, -0.6547520160675049]","[-1.174458622932434, -1.1744582653045654]",0,1,"[[-1.694820523262024, -3.382718086242676], [-2.595966100692749, -3.8176677227020264], [-2.5670502185821533, -3.7110278606414795], [-2.5514888763427734, -2.873195171356201], [-2.2772481441497803, -2.8641180992126465], [-2.148705005645752, -2.6642467975616455], [-1.2096092700958252, -2.4694762229919434], [-1.6845405101776123, -2.5409955978393555]]","[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0]"
0,2095,train,none,1,"[-3.240125894546509, -3.355980396270752]","[-3.2373194694519043, -3.3531739711761475]","[-3.6345133781433105, -3.7503678798675537]","[-0.002806425094604492, -0.002806425094604492]","[-0.39719390869140625, -0.39719390869140625]",0,1,"[[-5.336884021759033, -2.891295909881592], [-5.378664493560791, -3.2339367866516113], [-5.901430606842041, -3.784376621246338], [-5.44875431060791, -3.616868019104004], [-4.437051296234131, -3.9690449237823486], [-3.82000994682312, -3.884213447570801], [-5.154327869415283, -4.117056846618652], [-3.2282166481018066, -3.947746515274048]]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
0,2095,train,none,3,"[-2.433635711669922, -4.240730285644531]","[-2.449050188064575, -4.2561445236206055]","[-3.5609042644500732, -5.367999076843262]","[0.01541447639465332, 0.015414237976074219]","[-1.111854076385498, -1.1118545532226562]",-1,1,"[[-5.336884021759033, -2.891295909881592], [-5.378664493560791, -3.2339367866516113], [-5.901430606842041, -3.784376621246338], [-5.44875431060791, -3.616868019104004], [-4.437051296234131, -3.9690449237823486], [-3.82000994682312, -3.884213447570801], [-5.154327869415283, -4.117056846618652], [-3.2282166481018066, -3.947746515274048]]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
0,2095,train,none,5,"[-2.105984687805176, -5.432657241821289]","[-1.3538823127746582, -4.6805548667907715]","[-2.4272303581237793, -5.753903388977051]","[-0.7521023750305176, -0.7521023750305176]","[-1.073348045349121, -1.0733485221862793]",0,1,"[[-5.336884021759033, -2.891295909881592], [-5.378664493560791, -3.2339367866516113], [-5.901430606842041, -3.784376621246338], [-5.44875431060791, -3.616868019104004], [-4.437051296234131, -3.9690449237823486], [-3.82000994682312, -3.884213447570801], [-5.154327869415283, -4.117056846618652], [-3.2282166481018066, -3.947746515274048]]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
0,2061,train,none,1,"[-5.757622241973877, -2.951723575592041]","[-5.716753959655762, -2.910855293273926]","[-6.075885772705078, -3.269987106323242]","[-0.040868282318115234, -0.040868282318115234]","[-0.3591318130493164, -0.3591318130493164]",0,1,"[[-5.382847785949707, -3.8980281352996826], [-6.195425987243652, -3.9286274909973145], [-5.524311065673828, -4.137939929962158], [-5.721067905426025, -3.991593360900879], [-5.523735523223877, -4.568575382232666], [-4.912968158721924, -4.079739093780518], [-4.793063640594482, -3.5891823768615723], [-5.8381476402282715, -3.4821479320526123]]","[0.0, 1.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0]"
0,2061,train,none,3,"[-4.787842750549316, -3.958055257797241]","[-4.686739921569824, -3.85695219039917]","[-5.703092098236084, -4.87330436706543]","[-0.10110282897949219, -0.10110306739807129]","[-1.0163521766662598, -1.0163521766662598]",0,1,"[[-5.382847785949707, -3.8980281352996826], [-6.195425987243652, -3.9286274909973145], [-5.524311065673828, -4.137939929962158], [-5.721067905426025, -3.991593360900879], [-5.523735523223877, -4.568575382232666], [-4.912968158721924, -4.079739093780518], [-4.793063640594482, -3.5891823768615723], [-5.8381476402282715, -3.4821479320526123]]","[0.0, 1.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0]"
0,2061,train,none,5,"[-4.1758599281311035, -5.122746467590332]","[-3.3733971118927, -4.32028341293335]","[-4.3943939208984375, -5.341280460357666]","[-0.8024628162384033, -0.8024630546569824]","[-1.0209968090057373, -1.0209970474243164]",0,1,"[[-5.382847785949707, -3.8980281352996826], [-6.195425987243652, -3.9286274909973145], [-5.524311065673828, -4.137939929962158], [-5.721067905426025, -3.991593360900879], [-5.523735523223877, -4.568575382232666], [-4.912968158721924, -4.079739093780518], [-4.793063640594482, -3.5891823768615723], [-5.8381476402282715, -3.4821479320526123]]","[0.0, 1.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0]"
0,1862,train,none,1,"[-5.426450252532959, -4.197564125061035]","[-5.067643642425537, -3.8387575149536133]","[-5.108836650848389, -3.879950761795044]","[-0.3588066101074219, -0.3588066101074219]","[-0.04119300842285156, -0.041193246841430664]",0,0,"[[-3.268899440765381, -1.758134126663208], [-2.851217269897461, -2.2365188598632812], [-3.129887342453003, -3.269352674484253], [-3.4535465240478516, -3.9067556858062744], [-3.8167600631713867, -4.03925895690918], [-3.6085994243621826, -4.002806186676025], [-4.126415252685547, -4.657531261444092], [-5.154873371124268, -4.458887100219727]]","[1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,1862,train,none,3,"[-5.116479396820068, -5.709945201873779]","[-4.100917816162109, -4.69438362121582]","[-4.202341079711914, -4.795807361602783]","[-1.015561580657959, -1.015561580657959]","[-0.10142326354980469, -0.10142374038696289]",0,0,"[[-3.268899440765381, -1.758134126663208], [-2.851217269897461, -2.2365188598632812], [-3.129887342453003, -3.269352674484253], [-3.4535465240478516, -3.9067556858062744], [-3.8167600631713867, -4.03925895690918], [-3.6085994243621826, -4.002806186676025], [-4.126415252685547, -4.657531261444092], [-5.154873371124268, -4.458887100219727]]","[1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,1862,train,none,5,"[-3.8703713417053223, -6.101744174957275]","[-2.8446927070617676, -5.076065540313721]","[-3.6407759189605713, -5.8721489906311035]","[-1.0256786346435547, -1.0256786346435547]","[-0.7960832118988037, -0.7960834503173828]",0,0,"[[-3.268899440765381, -1.758134126663208], [-2.851217269897461, -2.2365188598632812], [-3.129887342453003, -3.269352674484253], [-3.4535465240478516, -3.9067556858062744], [-3.8167600631713867, -4.03925895690918], [-3.6085994243621826, -4.002806186676025], [-4.126415252685547, -4.657531261444092], [-5.154873371124268, -4.458887100219727]]","[1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,1624,train,none,1,"[-3.5350594520568848, -3.0893776416778564]","[-3.1190454959869385, -2.673363447189331]","[-3.1030313968658447, -2.6573495864868164]","[-0.4160139560699463, -0.4160141944885254]","[0.01601409912109375, 0.01601386070251465]",1,0,"[[-2.971522331237793, -4.283494472503662], [-3.098874807357788, -3.812626838684082], [-3.447796583175659, -4.493596076965332], [-3.4168670177459717, -3.856128454208374], [-3.5504584312438965, -3.603367805480957], [-2.8809006214141846, -4.0712432861328125], [-2.9267492294311523, -3.299593687057495], [-3.103717565536499, -3.23215651512146]]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0]"
0,1624,train,none,3,"[-3.498405694961548, -4.798713684082031]","[-2.3423078060150146, -3.642615795135498]","[-2.269519090652466, -3.5698273181915283]","[-1.1560978889465332, -1.1560978889465332]","[0.07278871536254883, 0.07278847694396973]",1,0,"[[-2.971522331237793, -4.283494472503662], [-3.098874807357788, -3.812626838684082], [-3.447796583175659, -4.493596076965332], [-3.4168670177459717, -3.856128454208374], [-3.5504584312438965, -3.603367805480957], [-2.8809006214141846, -4.0712432861328125], [-2.9267492294311523, -3.299593687057495], [-3.103717565536499, -3.23215651512146]]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0]"
0,1624,train,none,5,"[-2.3507845401763916, -5.2200822830200195]","[-1.2575472593307495, -4.126844882965088]","[-1.9938493967056274, -4.863147258758545]","[-1.093237280845642, -1.0932374000549316]","[-0.7363021373748779, -0.736302375793457]",0,0,"[[-2.971522331237793, -4.283494472503662], [-3.098874807357788, -3.812626838684082], [-3.447796583175659, -4.493596076965332], [-3.4168670177459717, -3.856128454208374], [-3.5504584312438965, -3.603367805480957], [-2.8809006214141846, -4.0712432861328125], [-2.9267492294311523, -3.299593687057495], [-3.103717565536499, -3.23215651512146]]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0]"
0,872,train,none,1,"[-4.516119003295898, -3.947953939437866]","[-4.1390700340271, -3.5709052085876465]","[-4.162021636962891, -3.5938563346862793]","[-0.37704896926879883, -0.3770487308502197]","[-0.022951602935791016, -0.022951126098632812]",0,0,"[[-5.687246799468994, -2.941824197769165], [-5.826735019683838, -3.845080852508545], [-5.045024394989014, -3.2364985942840576], [-5.310389041900635, -3.950080633163452], [-5.3190813064575195, -3.800074338912964], [-4.017180919647217, -4.6900811195373535], [-4.2772216796875, -4.0751423835754395], [-4.177427768707275, -4.176937103271484]]","[0.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
0,872,train,none,3,"[-4.324625015258789, -5.514392375946045]","[-3.2628800868988037, -4.4526472091674805]","[-3.309293508529663, -4.499059677124023]","[-1.0617449283599854, -1.0617451667785645]","[-0.046413421630859375, -0.04641246795654297]",0,0,"[[-5.687246799468994, -2.941824197769165], [-5.826735019683838, -3.845080852508545], [-5.045024394989014, -3.2364985942840576], [-5.310389041900635, -3.950080633163452], [-5.3190813064575195, -3.800074338912964], [-4.017180919647217, -4.6900811195373535], [-4.2772216796875, -4.0751423835754395], [-4.177427768707275, -4.176937103271484]]","[0.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
0,872,train,none,5,"[-3.1358869075775146, -5.905422210693359]","[-2.0883636474609375, -4.857898235321045]","[-2.864757537841797, -5.634291172027588]","[-1.0475232601165771, -1.0475239753723145]","[-0.7763938903808594, -0.776392936706543]",0,0,"[[-5.687246799468994, -2.941824197769165], [-5.826735019683838, -3.845080852508545], [-5.045024394989014, -3.2364985942840576], [-5.310389041900635, -3.950080633163452], [-5.3190813064575195, -3.800074338912964], [-4.017180919647217, -4.6900811195373535], [-4.2772216796875, -4.0751423835754395], [-4.177427768707275, -4.176937103271484]]","[0.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
0,2077,train,none,1,"[-5.309340953826904, -0.22340089082717896]","[-4.909152984619141, 0.1767868995666504]","[-4.908965110778809, 0.17697468400001526]","[-0.40018796920776367, -0.40018779039382935]","[0.00018787384033203125, 0.00018778443336486816]",1,0,"[[-4.785149574279785, -1.3239336013793945], [-4.562427997589111, -1.4473272562026978], [-5.135711193084717, -0.7030019164085388], [-4.095852375030518, -1.4538609981536865], [-4.087325572967529, -1.4577571153640747], [-4.735989570617676, -1.4462525844573975], [-4.483221054077148, -0.27841219305992126], [-4.988041400909424, -0.23199814558029175]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
0,2077,train,none,3,"[-5.081398010253906, -2.1938729286193848]","[-3.9578800201416016, -1.0703550577163696]","[-3.9385879039764404, -1.0510631799697876]","[-1.1235179901123047, -1.1235178709030151]","[0.019292116165161133, 0.01929187774658203]",1,0,"[[-4.785149574279785, -1.3239336013793945], [-4.562427997589111, -1.4473272562026978], [-5.135711193084717, -0.7030019164085388], [-4.095852375030518, -1.4538609981536865], [-4.087325572967529, -1.4577571153640747], [-4.735989570617676, -1.4462525844573975], [-4.483221054077148, -0.27841219305992126], [-4.988041400909424, -0.23199814558029175]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
0,2077,train,none,5,"[-3.7573413848876953, -2.8471198081970215]","[-2.7156012058258057, -1.805379867553711]","[-3.517866611480713, -2.607645273208618]","[-1.0417401790618896, -1.0417399406433105]","[-0.8022654056549072, -0.8022654056549072]",0,0,"[[-4.785149574279785, -1.3239336013793945], [-4.562427997589111, -1.4473272562026978], [-5.135711193084717, -0.7030019164085388], [-4.095852375030518, -1.4538609981536865], [-4.087325572967529, -1.4577571153640747], [-4.735989570617676, -1.4462525844573975], [-4.483221054077148, -0.27841219305992126], [-4.988041400909424, -0.23199814558029175]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
0,1768,train,none,1,"[-1.7057889699935913, -5.565749168395996]","[-1.671708106994629, -5.531668186187744]","[-2.0376272201538086, -5.897587299346924]","[-0.0340808629989624, -0.03408098220825195]","[-0.3659191131591797, -0.3659191131591797]",0,1,"[[-2.083317756652832, -4.695983409881592], [-1.8689974546432495, -4.92653751373291], [-1.7511180639266968, -5.005234241485596], [-1.9989339113235474, -5.1930718421936035], [-2.120725154876709, -5.7593584060668945], [-2.6589553356170654, -6.285295486450195], [-2.682694435119629, -6.598833084106445], [-1.5802046060562134, -6.240898132324219]]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
0,1768,train,none,3,"[-1.1131137609481812, -6.299263954162598]","[-1.0360859632492065, -6.222235679626465]","[-2.075406312942505, -7.261556148529053]","[-0.07702779769897461, -0.07702827453613281]","[-1.0393203496932983, -1.039320468902588]",0,1,"[[-2.083317756652832, -4.695983409881592], [-1.8689974546432495, -4.92653751373291], [-1.7511180639266968, -5.005234241485596], [-1.9989339113235474, -5.1930718421936035], [-2.120725154876709, -5.7593584060668945], [-2.6589553356170654, -6.285295486450195], [-2.682694435119629, -6.598833084106445], [-1.5802046060562134, -6.240898132324219]]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
0,1768,train,none,5,"[-0.8520658016204834, -7.228336334228516]","[-0.07868211716413498, -6.454951763153076]","[-1.1235871315002441, -7.499857425689697]","[-0.7733836770057678, -0.7733845710754395]","[-1.0449050664901733, -1.044905662536621]",0,1,"[[-2.083317756652832, -4.695983409881592], [-1.8689974546432495, -4.92653751373291], [-1.7511180639266968, -5.005234241485596], [-1.9989339113235474, -5.1930718421936035], [-2.120725154876709, -5.7593584060668945], [-2.6589553356170654, -6.285295486450195], [-2.682694435119629, -6.598833084106445], [-1.5802046060562134, -6.240898132324219]]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
0,2354,train,none,1,"[-2.3379218578338623, -2.133291721343994]","[-2.3887035846710205, -2.1840734481811523]","[-2.8394851684570312, -2.634855031967163]","[0.0507817268371582, 0.0507817268371582]","[-0.45078158378601074, -0.45078158378601074]",-1,1,"[[-2.120131015777588, -1.380231261253357], [-2.7863550186157227, -0.7650710344314575], [-2.354116678237915, -0.6625082492828369], [-2.1761457920074463, -1.2851555347442627], [-1.9969837665557861, -1.5845814943313599], [-1.6523065567016602, -2.740182876586914], [-1.8259713649749756, -3.119715690612793], [-2.3349366188049316, -2.717114210128784]]","[-1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,2354,train,none,3,"[-1.500045895576477, -3.0179030895233154]","[-1.6831743717193604, -3.201031446456909]","[-2.919381618499756, -4.437238693237305]","[0.1831284761428833, 0.18312835693359375]","[-1.2362072467803955, -1.2362072467803955]",-1,1,"[[-2.120131015777588, -1.380231261253357], [-2.7863550186157227, -0.7650710344314575], [-2.354116678237915, -0.6625082492828369], [-2.1761457920074463, -1.2851555347442627], [-1.9969837665557861, -1.5845814943313599], [-1.6523065567016602, -2.740182876586914], [-1.8259713649749756, -3.119715690612793], [-2.3349366188049316, -2.717114210128784]]","[-1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,2354,train,none,5,"[-1.3577595949172974, -4.42339563369751]","[-0.6626793742179871, -3.7283151149749756]","[-1.7999184131622314, -4.865553855895996]","[-0.6950802206993103, -0.6950805187225342]","[-1.1372389793395996, -1.1372387409210205]",0,1,"[[-2.120131015777588, -1.380231261253357], [-2.7863550186157227, -0.7650710344314575], [-2.354116678237915, -0.6625082492828369], [-2.1761457920074463, -1.2851555347442627], [-1.9969837665557861, -1.5845814943313599], [-1.6523065567016602, -2.740182876586914], [-1.8259713649749756, -3.119715690612793], [-2.3349366188049316, -2.717114210128784]]","[-1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,428,train,none,1,"[-3.514949083328247, -3.1223554611206055]","[-3.099304437637329, -2.7067105770111084]","[-3.0836596488952637, -2.691065788269043]","[-0.41564464569091797, -0.41564488410949707]","[0.01564478874206543, 0.01564478874206543]",1,0,"[[-3.64314341545105, -2.8226377964019775], [-3.8237416744232178, -3.305952310562134], [-3.6580681800842285, -3.021012306213379], [-3.008500099182129, -2.6176462173461914], [-2.7972025871276855, -3.0053820610046387], [-2.629958152770996, -3.8238179683685303], [-2.6914331912994385, -2.835799217224121], [-3.082937479019165, -3.267258644104004]]","[-1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 0.0, -1.0]"
0,428,train,none,3,"[-3.4797871112823486, -4.828007221221924]","[-2.324491500854492, -3.6727113723754883]","[-2.2527718544006348, -3.600991725921631]","[-1.1552956104278564, -1.1552958488464355]","[0.07171964645385742, 0.07171964645385742]",1,0,"[[-3.64314341545105, -2.8226377964019775], [-3.8237416744232178, -3.305952310562134], [-3.6580681800842285, -3.021012306213379], [-3.008500099182129, -2.6176462173461914], [-2.7972025871276855, -3.0053820610046387], [-2.629958152770996, -3.8238179683685303], [-2.6914331912994385, -2.835799217224121], [-3.082937479019165, -3.267258644104004]]","[-1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 0.0, -1.0]"
0,428,train,none,5,"[-2.334542989730835, -5.247081279754639]","[-1.2414681911468506, -4.154006481170654]","[-1.9776842594146729, -4.890222549438477]","[-1.0930747985839844, -1.0930747985839844]","[-0.7362160682678223, -0.7362160682678223]",0,0,"[[-3.64314341545105, -2.8226377964019775], [-3.8237416744232178, -3.305952310562134], [-3.6580681800842285, -3.021012306213379], [-3.008500099182129, -2.6176462173461914], [-2.7972025871276855, -3.0053820610046387], [-2.629958152770996, -3.8238179683685303], [-2.6914331912994385, -2.835799217224121], [-3.082937479019165, -3.267258644104004]]","[-1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 0.0, -1.0]"
0,654,train,none,1,"[-5.797578811645508, -1.8822834491729736]","[-5.765312194824219, -1.8500171899795532]","[-6.1330461502075195, -2.2177507877349854]","[-0.03226661682128906, -0.03226625919342041]","[-0.3677339553833008, -0.36773359775543213]",0,1,"[[-5.439611434936523, -1.9350329637527466], [-5.108551502227783, -2.4620702266693115], [-5.110161781311035, -1.9404935836791992], [-4.661050796508789, -1.7986522912979126], [-5.14573860168457, -1.7875069379806519], [-4.905729293823242, -2.2020115852355957], [-5.251460552215576, -2.8768444061279297], [-5.889261722564697, -2.365476131439209]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0]"
0,654,train,none,3,"[-4.806620121002197, -2.9756019115448]","[-4.730563640594482, -2.899545907974243]","[-5.769309997558594, -3.9382920265197754]","[-0.07605648040771484, -0.07605600357055664]","[-1.0387463569641113, -1.0387461185455322]",0,1,"[[-5.439611434936523, -1.9350329637527466], [-5.108551502227783, -2.4620702266693115], [-5.110161781311035, -1.9404935836791992], [-4.661050796508789, -1.7986522912979126], [-5.14573860168457, -1.7875069379806519], [-4.905729293823242, -2.2020115852355957], [-5.251460552215576, -2.8768444061279297], [-5.889261722564697, -2.365476131439209]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0]"
0,654,train,none,5,"[-4.215603828430176, -4.258879661560059]","[-3.4129481315612793, -3.4562244415283203]","[-4.437371253967285, -4.480647563934326]","[-0.8026556968688965, -0.8026552200317383]","[-1.0244231224060059, -1.0244231224060059]",0,1,"[[-5.439611434936523, -1.9350329637527466], [-5.108551502227783, -2.4620702266693115], [-5.110161781311035, -1.9404935836791992], [-4.661050796508789, -1.7986522912979126], [-5.14573860168457, -1.7875069379806519], [-4.905729293823242, -2.2020115852355957], [-5.251460552215576, -2.8768444061279297], [-5.889261722564697, -2.365476131439209]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0]"
0,2202,train,none,1,"[-2.1406185626983643, 0.660772442817688]","[-2.2726035118103027, 0.5287874341011047]","[-2.804588556289673, -0.003197509329766035]","[0.13198494911193848, 0.13198500871658325]","[-0.5319850444793701, -0.5319849252700806]",-1,1,"[[-4.084504127502441, -2.4675357341766357], [-3.256056070327759, -2.1222758293151855], [-3.372993230819702, -2.5049705505371094], [-2.718674659729004, -1.8511728048324585], [-2.7191760540008545, -0.3972525894641876], [-1.600490689277649, 0.27023473381996155], [-1.7908155918121338, -0.5258980393409729], [-2.21272611618042, 0.1385287642478943]]","[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.0]"
0,2202,train,none,3,"[-1.1564915180206299, -0.3307719826698303]","[-1.5783940553665161, -0.7526746392250061]","[-2.9983675479888916, -2.1726481914520264]","[0.42190253734588623, 0.4219026565551758]","[-1.4199734926223755, -1.419973611831665]",-1,1,"[[-4.084504127502441, -2.4675357341766357], [-3.256056070327759, -2.1222758293151855], [-3.372993230819702, -2.5049705505371094], [-2.718674659729004, -1.8511728048324585], [-2.7191760540008545, -0.3972525894641876], [-1.600490689277649, 0.27023473381996155], [-1.7908155918121338, -0.5258980393409729], [-2.21272611618042, 0.1385287642478943]]","[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.0]"
0,2202,train,none,5,"[-1.3181895017623901, -2.268747568130493]","[-0.5681151151657104, -1.5186731815338135]","[-1.7652156352996826, -2.715773820877075]","[-0.7500743865966797, -0.7500743865966797]","[-1.1971005201339722, -1.1971006393432617]",0,1,"[[-4.084504127502441, -2.4675357341766357], [-3.256056070327759, -2.1222758293151855], [-3.372993230819702, -2.5049705505371094], [-2.718674659729004, -1.8511728048324585], [-2.7191760540008545, -0.3972525894641876], [-1.600490689277649, 0.27023473381996155], [-1.7908155918121338, -0.5258980393409729], [-2.21272611618042, 0.1385287642478943]]","[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.0]"
