seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
3,1527,train,none,1,"[-3.1074631214141846, -3.181431293487549]","[-2.681668758392334, -2.7556369304656982]","[-2.655874490737915, -2.7298426628112793]","[-0.4257943630218506, -0.4257943630218506]","[0.025794267654418945, 0.025794267654418945]",1,0,"[[-3.030681610107422, -2.2038934230804443], [-2.708578586578369, -2.0059685707092285], [-2.700561046600342, -1.946272611618042], [-2.481459856033325, -2.082736015319824], [-2.2987372875213623, -2.173715829849243], [-2.7237253189086914, -2.6140928268432617], [-2.4803836345672607, -2.4789960384368896], [-3.0413551330566406, -2.897061586380005]]","[0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
3,1527,train,none,3,"[-3.708665609359741, -3.47409725189209]","[-2.5200657844543457, -2.2854974269866943]","[-2.4021856784820557, -2.167617082595825]","[-1.1885998249053955, -1.1885998249053955]","[0.11788010597229004, 0.11788034439086914]",1,0,"[[-3.030681610107422, -2.2038934230804443], [-2.708578586578369, -2.0059685707092285], [-2.700561046600342, -1.946272611618042], [-2.481459856033325, -2.082736015319824], [-2.2987372875213623, -2.173715829849243], [-2.7237253189086914, -2.6140928268432617], [-2.4803836345672607, -2.4789960384368896], [-3.0413551330566406, -2.897061586380005]]","[0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
3,1527,train,none,5,"[-4.230778694152832, -4.201223850250244]","[-2.392167806625366, -2.3626132011413574]","[-2.143433094024658, -2.1138782501220703]","[-1.8386108875274658, -1.8386106491088867]","[0.248734712600708, 0.2487349510192871]",1,0,"[[-3.030681610107422, -2.2038934230804443], [-2.708578586578369, -2.0059685707092285], [-2.700561046600342, -1.946272611618042], [-2.481459856033325, -2.082736015319824], [-2.2987372875213623, -2.173715829849243], [-2.7237253189086914, -2.6140928268432617], [-2.4803836345672607, -2.4789960384368896], [-3.0413551330566406, -2.897061586380005]]","[0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
3,141,train,none,1,"[-3.0388638973236084, -2.3606388568878174]","[-2.587087631225586, -1.9088624715805054]","[-2.535310983657837, -1.857085943222046]","[-0.45177626609802246, -0.451776385307312]","[0.05177664756774902, 0.05177652835845947]",1,0,"[[-3.2153775691986084, -3.0130233764648438], [-3.1082475185394287, -2.6622867584228516], [-2.9607694149017334, -2.2689220905303955], [-2.8864059448242188, -2.230393648147583], [-3.442617416381836, -2.4333605766296387], [-3.249053955078125, -2.1875128746032715], [-3.1017282009124756, -1.883707046508789], [-2.941795825958252, -2.0057199001312256]]","[-1.0, 1.0, 1.0, 0.0, -1.0, 0.0, 1.0, 1.0]"
3,141,train,none,3,"[-3.6849911212921143, -2.7715680599212646]","[-2.434706449508667, -1.521283507347107]","[-2.230563163757324, -1.3171402215957642]","[-1.2502846717834473, -1.2502845525741577]","[0.20414328575134277, 0.20414328575134277]",1,0,"[[-3.2153775691986084, -3.0130233764648438], [-3.1082475185394287, -2.6622867584228516], [-2.9607694149017334, -2.2689220905303955], [-2.8864059448242188, -2.230393648147583], [-3.442617416381836, -2.4333605766296387], [-3.249053955078125, -2.1875128746032715], [-3.1017282009124756, -1.883707046508789], [-2.941795825958252, -2.0057199001312256]]","[-1.0, 1.0, 1.0, 0.0, -1.0, 0.0, 1.0, 1.0]"
3,141,train,none,5,"[-4.234744548797607, -3.5925238132476807]","[-2.3151309490203857, -1.6729100942611694]","[-1.9085758924484253, -1.2663549184799194]","[-1.9196135997772217, -1.9196137189865112]","[0.40655505657196045, 0.40655517578125]",1,0,"[[-3.2153775691986084, -3.0130233764648438], [-3.1082475185394287, -2.6622867584228516], [-2.9607694149017334, -2.2689220905303955], [-2.8864059448242188, -2.230393648147583], [-3.442617416381836, -2.4333605766296387], [-3.249053955078125, -2.1875128746032715], [-3.1017282009124756, -1.883707046508789], [-2.941795825958252, -2.0057199001312256]]","[-1.0, 1.0, 1.0, 0.0, -1.0, 0.0, 1.0, 1.0]"
3,833,train,none,1,"[-1.0009547472000122, -0.3285154700279236]","[-1.192942500114441, -0.5205032825469971]","[-1.7849303483963013, -1.1124911308288574]","[0.1919877529144287, 0.1919878125190735]","[-0.5919878482818604, -0.5919878482818604]",-1,1,"[[-1.1032227277755737, -0.6358809471130371], [-1.461509108543396, -1.410825490951538], [-1.476068377494812, -1.570565938949585], [-1.261572241783142, -1.2895114421844482], [-1.2089711427688599, -0.8511688113212585], [-0.6376931667327881, -0.30454787611961365], [-1.5765525102615356, -0.871019721031189], [-1.474274754524231, -0.544289231300354]]","[1.0, -1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0]"
3,833,train,none,3,"[-0.46212026476860046, 0.44608092308044434]","[-1.1764904260635376, -0.26828932762145996]","[-2.721855401992798, -1.8136544227600098]","[0.7143701314926147, 0.7143702507019043]","[-1.5453649759292603, -1.5453650951385498]",-1,1,"[[-1.1032227277755737, -0.6358809471130371], [-1.461509108543396, -1.410825490951538], [-1.476068377494812, -1.570565938949585], [-1.261572241783142, -1.2895114421844482], [-1.2089711427688599, -0.8511688113212585], [-0.6376931667327881, -0.30454787611961365], [-1.5765525102615356, -0.871019721031189], [-1.474274754524231, -0.544289231300354]]","[1.0, -1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0]"
3,833,train,none,5,"[0.11252034455537796, 0.750028669834137]","[-1.1795910596847534, -0.5420827865600586]","[-3.458378553390503, -2.8208706378936768]","[1.2921113967895508, 1.2921113967895508]","[-2.278787612915039, -2.278787851333618]",-1,1,"[[-1.1032227277755737, -0.6358809471130371], [-1.461509108543396, -1.410825490951538], [-1.476068377494812, -1.570565938949585], [-1.261572241783142, -1.2895114421844482], [-1.2089711427688599, -0.8511688113212585], [-0.6376931667327881, -0.30454787611961365], [-1.5765525102615356, -0.871019721031189], [-1.474274754524231, -0.544289231300354]]","[1.0, -1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0]"
3,2338,train,none,1,"[-3.0427896976470947, -4.234048843383789]","[-2.643564462661743, -3.8348238468170166]","[-2.6443393230438232, -3.8355984687805176]","[-0.39922523498535156, -0.39922499656677246]","[-0.0007748603820800781, -0.0007746219635009766]",0,0,"[[-2.9883601665496826, -3.8706839084625244], [-2.9315388202667236, -3.858192205429077], [-2.8163511753082275, -3.4883530139923096], [-2.9566268920898438, -4.008086204528809], [-2.9516289234161377, -4.57965612411499], [-2.7671496868133545, -4.242148399353027], [-2.410710334777832, -3.7017741203308105], [-3.0012452602386475, -4.033047676086426]]","[-1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0]"
3,2338,train,none,3,"[-3.6099112033843994, -4.383697986602783]","[-2.4856767654418945, -3.2594637870788574]","[-2.453901529312134, -3.2276883125305176]","[-1.1242344379425049, -1.1242341995239258]","[0.03177523612976074, 0.031775474548339844]",1,0,"[[-2.9883601665496826, -3.8706839084625244], [-2.9315388202667236, -3.858192205429077], [-2.8163511753082275, -3.4883530139923096], [-2.9566268920898438, -4.008086204528809], [-2.9516289234161377, -4.57965612411499], [-2.7671496868133545, -4.242148399353027], [-2.410710334777832, -3.7017741203308105], [-3.0012452602386475, -4.033047676086426]]","[-1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0]"
3,2338,train,none,5,"[-4.113917827606201, -4.994403839111328]","[-2.3611316680908203, -3.2416176795959473]","[-2.2648377418518066, -3.1453235149383545]","[-1.7527861595153809, -1.7527861595153809]","[0.09629392623901367, 0.09629416465759277]",1,0,"[[-2.9883601665496826, -3.8706839084625244], [-2.9315388202667236, -3.858192205429077], [-2.8163511753082275, -3.4883530139923096], [-2.9566268920898438, -4.008086204528809], [-2.9516289234161377, -4.57965612411499], [-2.7671496868133545, -4.242148399353027], [-2.410710334777832, -3.7017741203308105], [-3.0012452602386475, -4.033047676086426]]","[-1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0]"
3,2473,train,none,1,"[-3.21663236618042, -1.1805827617645264]","[-3.255399465560913, -1.2193498611450195]","[-3.694166660308838, -1.6581170558929443]","[0.038767099380493164, 0.038767099380493164]","[-0.4387671947479248, -0.4387671947479248]",-1,1,"[[-3.0573201179504395, -1.092221736907959], [-3.1232995986938477, -0.8170285224914551], [-3.15942120552063, -1.0062048435211182], [-3.2144598960876465, -0.8331596255302429], [-3.0700314044952393, -0.8619530200958252], [-2.9062883853912354, -0.8008728623390198], [-3.7120745182037354, -1.2855896949768066], [-3.645282030105591, -1.2799172401428223]]","[-1.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0]"
3,2473,train,none,3,"[-2.879453659057617, -0.7405940294265747]","[-3.0378577709198, -0.8989983797073364]","[-4.2617034912109375, -2.1228439807891846]","[0.15840411186218262, 0.15840435028076172]","[-1.2238457202911377, -1.2238456010818481]",-1,1,"[[-3.0573201179504395, -1.092221736907959], [-3.1232995986938477, -0.8170285224914551], [-3.15942120552063, -1.0062048435211182], [-3.2144598960876465, -0.8331596255302429], [-3.0700314044952393, -0.8619530200958252], [-2.9062883853912354, -0.8008728623390198], [-3.7120745182037354, -1.2855896949768066], [-3.645282030105591, -1.2799172401428223]]","[-1.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0]"
3,2473,train,none,5,"[-2.541599750518799, -0.7934220433235168]","[-2.8594748973846436, -1.1112977266311646]","[-4.748178958892822, -3.0000014305114746]","[0.3178751468658447, 0.3178756833076477]","[-1.8887040615081787, -1.88870370388031]",-1,1,"[[-3.0573201179504395, -1.092221736907959], [-3.1232995986938477, -0.8170285224914551], [-3.15942120552063, -1.0062048435211182], [-3.2144598960876465, -0.8331596255302429], [-3.0700314044952393, -0.8619530200958252], [-2.9062883853912354, -0.8008728623390198], [-3.7120745182037354, -1.2855896949768066], [-3.645282030105591, -1.2799172401428223]]","[-1.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0]"
3,1144,train,none,1,"[-2.7246322631835938, -2.297574520111084]","[-2.7591378688812256, -2.332080125808716]","[-3.19364333152771, -2.7665855884552]","[0.034505605697631836, 0.034505605697631836]","[-0.4345054626464844, -0.4345054626464844]",-1,1,"[[-2.048086166381836, -2.025951862335205], [-2.257517099380493, -1.6861356496810913], [-2.183756113052368, -1.411496639251709], [-2.2309951782226562, -1.2277414798736572], [-2.1540839672088623, -1.0963690280914307], [-2.3462328910827637, -1.099213719367981], [-2.5213310718536377, -2.072812080383301], [-3.122901439666748, -2.451212167739868]]","[-1.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0]"
3,1144,train,none,3,"[-2.443441390991211, -1.7566970586776733]","[-2.5899817943573, -1.9032374620437622]","[-3.7995946407318115, -3.1128504276275635]","[0.14654040336608887, 0.14654040336608887]","[-1.2096128463745117, -1.2096129655838013]",-1,1,"[[-2.048086166381836, -2.025951862335205], [-2.257517099380493, -1.6861356496810913], [-2.183756113052368, -1.411496639251709], [-2.2309951782226562, -1.2277414798736572], [-2.1540839672088623, -1.0963690280914307], [-2.3462328910827637, -1.099213719367981], [-2.5213310718536377, -2.072812080383301], [-3.122901439666748, -2.451212167739868]]","[-1.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0]"
3,1144,train,none,5,"[-2.1548705101013184, -1.7172268629074097]","[-2.4552669525146484, -2.0176234245300293]","[-4.321710109710693, -3.8840668201446533]","[0.3003964424133301, 0.30039656162261963]","[-1.866443157196045, -1.866443395614624]",-1,1,"[[-2.048086166381836, -2.025951862335205], [-2.257517099380493, -1.6861356496810913], [-2.183756113052368, -1.411496639251709], [-2.2309951782226562, -1.2277414798736572], [-2.1540839672088623, -1.0963690280914307], [-2.3462328910827637, -1.099213719367981], [-2.5213310718536377, -2.072812080383301], [-3.122901439666748, -2.451212167739868]]","[-1.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0]"
3,166,train,none,1,"[-2.678489923477173, -2.364642858505249]","[-2.712761878967285, -2.3989148139953613]","[-3.14703369140625, -2.833186626434326]","[0.034271955490112305, 0.034271955490112305]","[-0.43427181243896484, -0.43427181243896484]",-1,1,"[[-1.8654067516326904, -1.009565830230713], [-1.6379687786102295, -1.1657451391220093], [-1.9069043397903442, -1.7816531658172607], [-2.4354827404022217, -2.2553069591522217], [-3.2283647060394287, -2.8515210151672363], [-3.393015146255493, -2.683802843093872], [-3.708127975463867, -2.5740740299224854], [-3.074084520339966, -2.521564483642578]]","[0.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0]"
3,166,train,none,3,"[-2.4023241996765137, -1.8177523612976074]","[-2.5481274127960205, -1.9635558128356934]","[-3.757066011428833, -3.172494411468506]","[0.14580321311950684, 0.14580345153808594]","[-1.2089385986328125, -1.2089385986328125]",-1,1,"[[-1.8654067516326904, -1.009565830230713], [-1.6379687786102295, -1.1657451391220093], [-1.9069043397903442, -1.7816531658172607], [-2.4354827404022217, -2.2553069591522217], [-3.2283647060394287, -2.8515210151672363], [-3.393015146255493, -2.683802843093872], [-3.708127975463867, -2.5740740299224854], [-3.074084520339966, -2.521564483642578]]","[0.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0]"
3,166,train,none,5,"[-2.1183178424835205, -1.7728849649429321]","[-2.4174933433532715, -2.0720608234405518]","[-4.282979965209961, -3.937547206878662]","[0.299175500869751, 0.29917585849761963]","[-1.8654866218566895, -1.8654863834381104]",-1,1,"[[-1.8654067516326904, -1.009565830230713], [-1.6379687786102295, -1.1657451391220093], [-1.9069043397903442, -1.7816531658172607], [-2.4354827404022217, -2.2553069591522217], [-3.2283647060394287, -2.8515210151672363], [-3.393015146255493, -2.683802843093872], [-3.708127975463867, -2.5740740299224854], [-3.074084520339966, -2.521564483642578]]","[0.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0]"
3,2182,train,none,1,"[-3.666412591934204, -3.138434886932373]","[-3.6598832607269287, -3.1319055557250977]","[-4.053353786468506, -3.525376081466675]","[-0.006529331207275391, -0.006529331207275391]","[-0.39347052574157715, -0.39347052574157715]",0,1,"[[-3.5615317821502686, -3.5889861583709717], [-3.700589179992676, -3.664440870285034], [-3.9501142501831055, -3.6863348484039307], [-3.737272262573242, -3.26920485496521], [-4.286049842834473, -3.7093887329101562], [-4.324674129486084, -4.005334854125977], [-4.17043399810791, -3.691410541534424], [-4.071054458618164, -3.2931337356567383]]","[0.0, 1.0, -1.0, 0.0, 1.0, 1.0, -1.0, -1.0]"
3,2182,train,none,3,"[-3.389085531234741, -2.6112608909606934]","[-3.402904510498047, -2.625079870223999]","[-4.512972354888916, -3.7351479530334473]","[0.013818979263305664, 0.013818979263305664]","[-1.1100678443908691, -1.1100680828094482]",-1,1,"[[-3.5615317821502686, -3.5889861583709717], [-3.700589179992676, -3.664440870285034], [-3.9501142501831055, -3.6863348484039307], [-3.737272262573242, -3.26920485496521], [-4.286049842834473, -3.7093887329101562], [-4.324674129486084, -4.005334854125977], [-4.17043399810791, -3.691410541534424], [-4.071054458618164, -3.2931337356567383]]","[0.0, 1.0, -1.0, 0.0, 1.0, 1.0, -1.0, -1.0]"
3,2182,train,none,5,"[-3.124070882797241, -2.604227304458618]","[-3.188929796218872, -2.669086217880249]","[-4.921933650970459, -4.402090549468994]","[0.06485891342163086, 0.06485891342163086]","[-1.733003854751587, -1.7330043315887451]",-1,1,"[[-3.5615317821502686, -3.5889861583709717], [-3.700589179992676, -3.664440870285034], [-3.9501142501831055, -3.6863348484039307], [-3.737272262573242, -3.26920485496521], [-4.286049842834473, -3.7093887329101562], [-4.324674129486084, -4.005334854125977], [-4.17043399810791, -3.691410541534424], [-4.071054458618164, -3.2931337356567383]]","[0.0, 1.0, -1.0, 0.0, 1.0, 1.0, -1.0, -1.0]"
3,2038,train,none,1,"[-1.6031862497329712, -2.1804561614990234]","[-1.069069743156433, -1.6463395357131958]","[-0.9349530935287476, -1.5122230052947998]","[-0.5341165065765381, -0.5341166257858276]","[0.13411664962768555, 0.134116530418396]",1,0,"[[-1.6991350650787354, -2.98701548576355], [-1.7551186084747314, -2.6182825565338135], [-1.8979851007461548, -2.0442070960998535], [-1.8658807277679443, -1.8361304998397827], [-2.170071601867676, -2.1234540939331055], [-2.0635616779327393, -2.1216630935668945], [-1.7377034425735474, -1.791836142539978], [-1.3438823223114014, -1.7293800115585327]]","[1.0, 0.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0]"
3,2038,train,none,3,"[-2.4906747341156006, -2.710336208343506]","[-1.0646953582763672, -1.2843565940856934]","[-0.5600883364677429, -0.7797496914863586]","[-1.4259793758392334, -1.4259796142578125]","[0.5046070218086243, 0.5046069025993347]",1,0,"[[-1.6991350650787354, -2.98701548576355], [-1.7551186084747314, -2.6182825565338135], [-1.8979851007461548, -2.0442070960998535], [-1.8658807277679443, -1.8361304998397827], [-2.170071601867676, -2.1234540939331055], [-2.0635616779327393, -2.1216630935668945], [-1.7377034425735474, -1.791836142539978], [-1.3438823223114014, -1.7293800115585327]]","[1.0, 0.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0]"
3,2038,train,none,5,"[-3.2159175872802734, -3.5963051319122314]","[-1.0786960124969482, -1.4590834379196167]","[-0.03279437497258186, -0.41318193078041077]","[-2.137221574783325, -2.1372218132019043]","[1.0459016561508179, 1.0459015369415283]",1,0,"[[-1.6991350650787354, -2.98701548576355], [-1.7551186084747314, -2.6182825565338135], [-1.8979851007461548, -2.0442070960998535], [-1.8658807277679443, -1.8361304998397827], [-2.170071601867676, -2.1234540939331055], [-2.0635616779327393, -2.1216630935668945], [-1.7377034425735474, -1.791836142539978], [-1.3438823223114014, -1.7293800115585327]]","[1.0, 0.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0]"
3,520,train,none,1,"[-1.1249423027038574, -2.921762228012085]","[-1.1815364360809326, -2.97835636138916]","[-1.63813054561615, -3.434950590133667]","[0.056594133377075195, 0.056594133377075195]","[-0.4565941095352173, -0.45659422874450684]",-1,1,"[[-1.3470779657363892, -2.908586263656616], [-1.721491813659668, -3.221339225769043], [-2.2891805171966553, -3.5820236206054688], [-2.3077945709228516, -3.104661703109741], [-1.736246109008789, -2.958163022994995], [-1.389229655265808, -2.892545223236084], [-1.2221664190292358, -2.544487476348877], [-1.462268352508545, -3.131503105163574]]","[1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0]"
3,520,train,none,3,"[-0.9481989145278931, -2.2685043811798096]","[-1.1661964654922485, -2.486501693725586]","[-2.428462266921997, -3.748767375946045]","[0.21799755096435547, 0.21799731254577637]","[-1.2622658014297485, -1.262265682220459]",-1,1,"[[-1.3470779657363892, -2.908586263656616], [-1.721491813659668, -3.221339225769043], [-2.2891805171966553, -3.5820236206054688], [-2.3077945709228516, -3.104661703109741], [-1.736246109008789, -2.958163022994995], [-1.389229655265808, -2.892545223236084], [-1.2221664190292358, -2.544487476348877], [-1.462268352508545, -3.131503105163574]]","[1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0]"
3,520,train,none,5,"[-0.7393094301223755, -2.1130285263061523]","[-1.170300841331482, -2.5440194606781006]","[-3.1080117225646973, -4.4817304611206055]","[0.43099141120910645, 0.43099093437194824]","[-1.9377108812332153, -1.9377110004425049]",-1,1,"[[-1.3470779657363892, -2.908586263656616], [-1.721491813659668, -3.221339225769043], [-2.2891805171966553, -3.5820236206054688], [-2.3077945709228516, -3.104661703109741], [-1.736246109008789, -2.958163022994995], [-1.389229655265808, -2.892545223236084], [-1.2221664190292358, -2.544487476348877], [-1.462268352508545, -3.131503105163574]]","[1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0]"
3,1173,train,none,1,"[-1.2635449171066284, -2.9765374660491943]","[-1.3151347637176514, -3.0281271934509277]","[-1.7667245864868164, -3.4797170162200928]","[0.05158984661102295, 0.0515897274017334]","[-0.45158982276916504, -0.45158982276916504]",-1,1,"[[-2.5358386039733887, -2.9121627807617188], [-2.9203882217407227, -3.290616512298584], [-2.657710552215576, -3.195141553878784], [-2.5739083290100098, -2.8141324520111084], [-2.181398868560791, -2.708289861679077], [-1.775368094444275, -2.6630187034606934], [-1.9834444522857666, -3.4766674041748047], [-1.602898120880127, -3.1838934421539307]]","[-1.0, -1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0]"
3,1173,train,none,3,"[-1.0852041244506836, -2.32985520362854]","[-1.2867690324783325, -2.5314197540283203]","[-2.537180185317993, -3.7818312644958496]","[0.20156490802764893, 0.20156455039978027]","[-1.2504111528396606, -1.2504115104675293]",-1,1,"[[-2.5358386039733887, -2.9121627807617188], [-2.9203882217407227, -3.290616512298584], [-2.657710552215576, -3.195141553878784], [-2.5739083290100098, -2.8141324520111084], [-2.181398868560791, -2.708289861679077], [-1.775368094444275, -2.6630187034606934], [-1.9834444522857666, -3.4766674041748047], [-1.602898120880127, -3.1838934421539307]]","[-1.0, -1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0]"
3,1173,train,none,5,"[-0.8782950043678284, -2.1837358474731445]","[-1.279117465019226, -2.5845580101013184]","[-3.2010886669158936, -4.506529331207275]","[0.4008224606513977, 0.40082216262817383]","[-1.9219712018966675, -1.921971321105957]",-1,1,"[[-2.5358386039733887, -2.9121627807617188], [-2.9203882217407227, -3.290616512298584], [-2.657710552215576, -3.195141553878784], [-2.5739083290100098, -2.8141324520111084], [-2.181398868560791, -2.708289861679077], [-1.775368094444275, -2.6630187034606934], [-1.9834444522857666, -3.4766674041748047], [-1.602898120880127, -3.1838934421539307]]","[-1.0, -1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0]"
3,2517,train,none,1,"[-1.668215036392212, -2.529913902282715]","[-1.1617978811264038, -2.023496627807617]","[-1.0553805828094482, -1.9170794486999512]","[-0.5064171552658081, -0.5064172744750977]","[0.10641729831695557, 0.10641717910766602]",1,0,"[[-1.1976370811462402, -0.9171041250228882], [-0.9533135890960693, -1.0174885988235474], [-1.442547082901001, -1.5845403671264648], [-1.2340497970581055, -1.7215059995651245], [-1.8955912590026855, -2.076223611831665], [-1.6108187437057495, -2.383615732192993], [-1.3673810958862305, -2.2983977794647217], [-1.441490888595581, -2.126387596130371]]","[-1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
3,2517,train,none,3,"[-2.5179383754730225, -2.9942965507507324]","[-1.1483824253082275, -1.6247408390045166]","[-0.7514371871948242, -1.2277957201004028]","[-1.369555950164795, -1.3695557117462158]","[0.3969452381134033, 0.39694511890411377]",1,0,"[[-1.1976370811462402, -0.9171041250228882], [-0.9533135890960693, -1.0174885988235474], [-1.442547082901001, -1.5845403671264648], [-1.2340497970581055, -1.7215059995651245], [-1.8955912590026855, -2.076223611831665], [-1.6108187437057495, -2.383615732192993], [-1.3673810958862305, -2.2983977794647217], [-1.441490888595581, -2.126387596130371]]","[-1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
3,2517,train,none,5,"[-3.223961114883423, -3.836017608642578]","[-1.1542235612869263, -1.7662802934646606]","[-0.3594835102558136, -0.9715403318405151]","[-2.069737434387207, -2.069737434387207]","[0.7947400808334351, 0.7947399616241455]",1,0,"[[-1.1976370811462402, -0.9171041250228882], [-0.9533135890960693, -1.0174885988235474], [-1.442547082901001, -1.5845403671264648], [-1.2340497970581055, -1.7215059995651245], [-1.8955912590026855, -2.076223611831665], [-1.6108187437057495, -2.383615732192993], [-1.3673810958862305, -2.2983977794647217], [-1.441490888595581, -2.126387596130371]]","[-1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
3,1315,train,none,1,"[-2.0879926681518555, -3.20536732673645]","[-1.6325145959854126, -2.7498891353607178]","[-1.5770363807678223, -2.694411039352417]","[-0.45547807216644287, -0.4554781913757324]","[0.05547821521759033, 0.05547809600830078]",1,0,"[[-1.694464921951294, -2.536412239074707], [-1.848772644996643, -2.4102330207824707], [-1.72313392162323, -2.3685104846954346], [-1.4239658117294312, -2.206920862197876], [-1.376499056816101, -2.140730381011963], [-1.082271933555603, -2.0111026763916016], [-1.4486005306243896, -2.3030295372009277], [-1.9369821548461914, -2.8910112380981445]]","[-1.0, 0.0, 0.0, 1.0, 0.0, 1.0, -1.0, -1.0]"
3,1315,train,none,3,"[-2.8313193321228027, -3.5384252071380615]","[-1.5732042789459229, -2.2803101539611816]","[-1.3570940494537354, -2.064199924468994]","[-1.2581150531768799, -1.2581150531768799]","[0.2161102294921875, 0.2161102294921875]",1,0,"[[-1.694464921951294, -2.536412239074707], [-1.848772644996643, -2.4102330207824707], [-1.72313392162323, -2.3685104846954346], [-1.4239658117294312, -2.206920862197876], [-1.376499056816101, -2.140730381011963], [-1.082271933555603, -2.0111026763916016], [-1.4486005306243896, -2.3030295372009277], [-1.9369821548461914, -2.8910112380981445]]","[-1.0, 0.0, 0.0, 1.0, 0.0, 1.0, -1.0, -1.0]"
3,1315,train,none,5,"[-3.467898368835449, -4.288204669952393]","[-1.5376253128051758, -2.35793137550354]","[-1.1077344417572021, -1.928040623664856]","[-1.9302730560302734, -1.9302732944488525]","[0.42989087104797363, 0.4298907518386841]",1,0,"[[-1.694464921951294, -2.536412239074707], [-1.848772644996643, -2.4102330207824707], [-1.72313392162323, -2.3685104846954346], [-1.4239658117294312, -2.206920862197876], [-1.376499056816101, -2.140730381011963], [-1.082271933555603, -2.0111026763916016], [-1.4486005306243896, -2.3030295372009277], [-1.9369821548461914, -2.8910112380981445]]","[-1.0, 0.0, 0.0, 1.0, 0.0, 1.0, -1.0, -1.0]"
3,2376,train,none,1,"[-2.852956771850586, -3.3766281604766846]","[-2.858746290206909, -3.382417917251587]","[-3.264535903930664, -3.788207530975342]","[0.005789518356323242, 0.005789756774902344]","[-0.4057896137237549, -0.4057896137237549]",-1,1,"[[-3.9567935466766357, -3.3922340869903564], [-4.0060858726501465, -3.1342461109161377], [-4.587623119354248, -3.2443175315856934], [-4.362301349639893, -3.477759599685669], [-4.516569137573242, -3.9073987007141113], [-4.128197193145752, -3.569054126739502], [-3.5421180725097656, -3.707864761352539], [-3.227752447128296, -3.556830883026123]]","[-1.0, -1.0, 1.0, 1.0, 1.0, 0.0, -1.0, -1.0]"
3,2376,train,none,3,"[-2.626927375793457, -2.798215866088867]","[-2.6798784732818604, -2.8511672019958496]","[-3.82010817527771, -3.991396903991699]","[0.05295109748840332, 0.05295133590698242]","[-1.1402297019958496, -1.1402297019958496]",-1,1,"[[-3.9567935466766357, -3.3922340869903564], [-4.0060858726501465, -3.1342461109161377], [-4.587623119354248, -3.2443175315856934], [-4.362301349639893, -3.477759599685669], [-4.516569137573242, -3.9073987007141113], [-4.128197193145752, -3.569054126739502], [-3.5421180725097656, -3.707864761352539], [-3.227752447128296, -3.556830883026123]]","[-1.0, -1.0, 1.0, 1.0, 1.0, 0.0, -1.0, -1.0]"
3,2376,train,none,5,"[-2.403107166290283, -2.7398383617401123]","[-2.5363986492156982, -2.8731300830841064]","[-4.310447692871094, -4.647179126739502]","[0.13329148292541504, 0.13329172134399414]","[-1.7740490436553955, -1.7740490436553955]",-1,1,"[[-3.9567935466766357, -3.3922340869903564], [-4.0060858726501465, -3.1342461109161377], [-4.587623119354248, -3.2443175315856934], [-4.362301349639893, -3.477759599685669], [-4.516569137573242, -3.9073987007141113], [-4.128197193145752, -3.569054126739502], [-3.5421180725097656, -3.707864761352539], [-3.227752447128296, -3.556830883026123]]","[-1.0, -1.0, 1.0, 1.0, 1.0, 0.0, -1.0, -1.0]"
