seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
0,2752,train,none,1,"[-3.7794265747070312, -2.1399004459381104]","[-3.3451082706451416, -1.7055822610855103]","[-3.3107903003692627, -1.6712641716003418]","[-0.43431830406188965, -0.4343181848526001]","[0.034317970275878906, 0.03431808948516846]",1,0,"[[-3.904301881790161, -3.0516889095306396], [-3.696322441101074, -2.997464895248413], [-3.407684564590454, -2.7671358585357666], [-4.086459159851074, -3.1206459999084473], [-4.032914161682129, -3.0425336360931396], [-3.574436902999878, -2.445340633392334], [-3.257025957107544, -2.236560106277466], [-3.463923692703247, -1.9493941068649292]]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
0,2752,train,none,3,"[-4.043997287750244, -3.1883082389831543]","[-2.845149278640747, -1.9894603490829468]","[-2.71663761138916, -1.8609484434127808]","[-1.198848009109497, -1.1988478899002075]","[0.12851166725158691, 0.12851190567016602]",1,0,"[[-3.904301881790161, -3.0516889095306396], [-3.696322441101074, -2.997464895248413], [-3.407684564590454, -2.7671358585357666], [-4.086459159851074, -3.1206459999084473], [-4.032914161682129, -3.0425336360931396], [-3.574436902999878, -2.445340633392334], [-3.257025957107544, -2.236560106277466], [-3.463923692703247, -1.9493941068649292]]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
0,2752,train,none,5,"[-3.3571364879608154, -3.1678659915924072]","[-2.2703471183776855, -2.0810766220092773]","[-3.032773733139038, -2.843502998352051]","[-1.0867893695831299, -1.0867893695831299]","[-0.7624266147613525, -0.7624263763427734]",0,0,"[[-3.904301881790161, -3.0516889095306396], [-3.696322441101074, -2.997464895248413], [-3.407684564590454, -2.7671358585357666], [-4.086459159851074, -3.1206459999084473], [-4.032914161682129, -3.0425336360931396], [-3.574436902999878, -2.445340633392334], [-3.257025957107544, -2.236560106277466], [-3.463923692703247, -1.9493941068649292]]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
0,2769,train,none,1,"[-3.2985992431640625, -1.9286584854125977]","[-2.8387808799743652, -1.4688400030136108]","[-2.7789623737335205, -1.4090216159820557]","[-0.45981836318969727, -0.4598184823989868]","[0.05981850624084473, 0.059818387031555176]",1,0,"[[-1.9154229164123535, -0.43756037950515747], [-1.5396699905395508, -0.3590477406978607], [-2.141007900238037, -0.9374943375587463], [-2.450767993927002, -0.9927034378051758], [-2.885812997817993, -1.5022940635681152], [-2.6949126720428467, -1.2713184356689453], [-2.5135998725891113, -1.2690280675888062], [-2.9309473037719727, -1.7001917362213135]]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0,2769,train,none,3,"[-3.6440701484680176, -3.031681776046753]","[-2.3881888389587402, -1.7758004665374756]","[-2.1784443855285645, -1.5660558938980103]","[-1.2558813095092773, -1.2558813095092773]","[0.20974445343017578, 0.20974457263946533]",1,0,"[[-1.9154229164123535, -0.43756037950515747], [-1.5396699905395508, -0.3590477406978607], [-2.141007900238037, -0.9374943375587463], [-2.450767993927002, -0.9927034378051758], [-2.885812997817993, -1.5022940635681152], [-2.6949126720428467, -1.2713184356689453], [-2.5135998725891113, -1.2690280675888062], [-2.9309473037719727, -1.7001917362213135]]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0,2769,train,none,5,"[-2.972808837890625, -3.003117084503174]","[-1.8579400777816772, -1.8882485628128052]","[-2.602944850921631, -2.633253335952759]","[-1.1148687601089478, -1.1148685216903687]","[-0.7450047731399536, -0.7450047731399536]",0,0,"[[-1.9154229164123535, -0.43756037950515747], [-1.5396699905395508, -0.3590477406978607], [-2.141007900238037, -0.9374943375587463], [-2.450767993927002, -0.9927034378051758], [-2.885812997817993, -1.5022940635681152], [-2.6949126720428467, -1.2713184356689453], [-2.5135998725891113, -1.2690280675888062], [-2.9309473037719727, -1.7001917362213135]]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0,442,train,none,1,"[-1.692439079284668, -1.8024719953536987]","[-1.7832292318344116, -1.893262267112732]","[-2.274019479751587, -2.3840525150299072]","[0.09079015254974365, 0.0907902717590332]","[-0.4907902479171753, -0.4907902479171753]",-1,1,"[[-2.23258638381958, -2.83650541305542], [-2.782945394515991, -3.2070224285125732], [-2.6681411266326904, -3.0891425609588623], [-2.576465368270874, -2.698047399520874], [-2.360043525695801, -2.5770277976989746], [-2.2462456226348877, -2.4230432510375977], [-1.784818172454834, -2.239103317260742], [-1.819840431213379, -2.146951913833618]]","[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0]"
0,442,train,none,3,"[-1.121040940284729, -1.844328761100769]","[-1.4355535507202148, -2.158841609954834]","[-2.757134437561035, -3.4804224967956543]","[0.31451261043548584, 0.31451284885406494]","[-1.3215808868408203, -1.3215808868408203]",-1,1,"[[-2.23258638381958, -2.83650541305542], [-2.782945394515991, -3.2070224285125732], [-2.6681411266326904, -3.0891425609588623], [-2.576465368270874, -2.698047399520874], [-2.360043525695801, -2.5770277976989746], [-2.2462456226348877, -2.4230432510375977], [-1.784818172454834, -2.239103317260742], [-1.819840431213379, -2.146951913833618]]","[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0]"
0,442,train,none,5,"[-1.7067471742630005, -2.9425034523010254]","[-0.9981868267059326, -2.233943223953247]","[-2.1539149284362793, -3.3896713256835938]","[-0.7085603475570679, -0.7085602283477783]","[-1.1557281017303467, -1.1557281017303467]",0,1,"[[-2.23258638381958, -2.83650541305542], [-2.782945394515991, -3.2070224285125732], [-2.6681411266326904, -3.0891425609588623], [-2.576465368270874, -2.698047399520874], [-2.360043525695801, -2.5770277976989746], [-2.2462456226348877, -2.4230432510375977], [-1.784818172454834, -2.239103317260742], [-1.819840431213379, -2.146951913833618]]","[0.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0]"
0,2095,train,none,1,"[-3.493088960647583, -3.4491682052612305]","[-3.4867894649505615, -3.44286847114563]","[-3.8804898262023926, -3.83656907081604]","[-0.006299495697021484, -0.006299734115600586]","[-0.39370036125183105, -0.39370059967041016]",0,1,"[[-4.20759391784668, -3.2596640586853027], [-4.365781784057617, -3.516327381134033], [-4.432945728302002, -3.5754787921905518], [-4.4157633781433105, -3.651790142059326], [-4.181057453155518, -3.913313150405884], [-3.8295185565948486, -3.7512731552124023], [-4.425258159637451, -3.970571994781494], [-3.6130616664886475, -3.778116464614868]]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
0,2095,train,none,3,"[-2.9691967964172363, -3.553541421890259]","[-2.9730167388916016, -3.557361125946045]","[-4.075372219085693, -4.659717082977295]","[0.0038199424743652344, 0.003819704055786133]","[-1.1023554801940918, -1.10235595703125]",-1,1,"[[-4.20759391784668, -3.2596640586853027], [-4.365781784057617, -3.516327381134033], [-4.432945728302002, -3.5754787921905518], [-4.4157633781433105, -3.651790142059326], [-4.181057453155518, -3.913313150405884], [-3.8295185565948486, -3.7512731552124023], [-4.425258159637451, -3.970571994781494], [-3.6130616664886475, -3.778116464614868]]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
0,2095,train,none,5,"[-3.169203042984009, -4.279562950134277]","[-2.3857474327087402, -3.4961071014404297]","[-3.4348251819610596, -4.545185565948486]","[-0.7834556102752686, -0.7834558486938477]","[-1.0490777492523193, -1.0490784645080566]",0,1,"[[-4.20759391784668, -3.2596640586853027], [-4.365781784057617, -3.516327381134033], [-4.432945728302002, -3.5754787921905518], [-4.4157633781433105, -3.651790142059326], [-4.181057453155518, -3.913313150405884], [-3.8295185565948486, -3.7512731552124023], [-4.425258159637451, -3.970571994781494], [-3.6130616664886475, -3.778116464614868]]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
0,2061,train,none,1,"[-4.090541362762451, -3.0853428840637207]","[-4.079075813293457, -3.0738773345947266]","[-4.467609882354736, -3.462411880493164]","[-0.01146554946899414, -0.01146554946899414]","[-0.3885340690612793, -0.3885345458984375]",0,1,"[[-3.691955089569092, -3.14370059967041], [-4.187349796295166, -3.335692882537842], [-4.115451335906982, -3.5717453956604004], [-4.075191020965576, -3.4308338165283203], [-4.160879611968994, -3.806424617767334], [-3.844958543777466, -3.529397964477539], [-3.682404041290283, -3.247908115386963], [-4.236520767211914, -3.389704704284668]]","[0.0, 1.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0]"
0,2061,train,none,3,"[-3.5197012424468994, -3.236492872238159]","[-3.5075550079345703, -3.22434663772583]","[-4.597290992736816, -4.314083099365234]","[-0.012146234512329102, -0.012146234512329102]","[-1.089735984802246, -1.0897364616394043]",0,1,"[[-3.691955089569092, -3.14370059967041], [-4.187349796295166, -3.335692882537842], [-4.115451335906982, -3.5717453956604004], [-4.075191020965576, -3.4308338165283203], [-4.160879611968994, -3.806424617767334], [-3.844958543777466, -3.529397964477539], [-3.682404041290283, -3.247908115386963], [-4.236520767211914, -3.389704704284668]]","[0.0, 1.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0]"
0,2061,train,none,5,"[-3.6581482887268066, -3.985541582107544]","[-2.8681681156158447, -3.195561647415161]","[-3.9102466106414795, -4.237640380859375]","[-0.7899801731109619, -0.7899799346923828]","[-1.0420784950256348, -1.0420787334442139]",0,1,"[[-3.691955089569092, -3.14370059967041], [-4.187349796295166, -3.335692882537842], [-4.115451335906982, -3.5717453956604004], [-4.075191020965576, -3.4308338165283203], [-4.160879611968994, -3.806424617767334], [-3.844958543777466, -3.529397964477539], [-3.682404041290283, -3.247908115386963], [-4.236520767211914, -3.389704704284668]]","[0.0, 1.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0]"
0,1862,train,none,1,"[-4.361087322235107, -3.9918642044067383]","[-3.9797260761260986, -3.6105031967163086]","[-3.9983649253845215, -3.6291420459747314]","[-0.3813612461090088, -0.3813610076904297]","[-0.01863884925842285, -0.01863884925842285]",0,0,"[[-3.07188081741333, -2.6197938919067383], [-2.828913450241089, -2.690080404281616], [-3.133408784866333, -3.2558400630950928], [-3.403978109359741, -3.646216630935669], [-3.4423303604125977, -3.5776758193969727], [-3.2678089141845703, -3.466337203979492], [-3.6177804470062256, -3.871638774871826], [-4.131942272186279, -3.9545738697052]]","[1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,1862,train,none,3,"[-4.4899749755859375, -4.780734062194824]","[-3.41789174079895, -3.708651542663574]","[-3.4515936374664307, -3.7423529624938965]","[-1.0720832347869873, -1.07208251953125]","[-0.03370189666748047, -0.033701419830322266]",0,0,"[[-3.07188081741333, -2.6197938919067383], [-2.828913450241089, -2.690080404281616], [-3.133408784866333, -3.2558400630950928], [-3.403978109359741, -3.646216630935669], [-3.4423303604125977, -3.5776758193969727], [-3.2678089141845703, -3.466337203979492], [-3.6177804470062256, -3.871638774871826], [-4.131942272186279, -3.9545738697052]]","[1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,1862,train,none,5,"[-3.823328733444214, -4.668727397918701]","[-2.7872469425201416, -3.6326467990875244]","[-3.5807387828826904, -4.426137924194336]","[-1.0360817909240723, -1.0360805988311768]","[-0.7934918403625488, -0.7934911251068115]",0,0,"[[-3.07188081741333, -2.6197938919067383], [-2.828913450241089, -2.690080404281616], [-3.133408784866333, -3.2558400630950928], [-3.403978109359741, -3.646216630935669], [-3.4423303604125977, -3.5776758193969727], [-3.2678089141845703, -3.466337203979492], [-3.6177804470062256, -3.871638774871826], [-4.131942272186279, -3.9545738697052]]","[1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,1624,train,none,1,"[-3.450500011444092, -3.3438854217529297]","[-3.035388708114624, -2.928774118423462]","[-3.020277261734009, -2.9136626720428467]","[-0.4151113033294678, -0.4151113033294678]","[0.015111446380615234, 0.015111446380615234]",1,0,"[[-3.0753560066223145, -3.5942230224609375], [-3.2785956859588623, -3.5912885665893555], [-3.5565693378448486, -3.9790256023406982], [-3.4385008811950684, -3.6294164657592773], [-3.6331725120544434, -3.6820859909057617], [-3.2804911136627197, -3.7556538581848145], [-3.179760217666626, -3.3764240741729736], [-3.1379029750823975, -3.236964464187622]]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0]"
0,1624,train,none,3,"[-3.719085931777954, -4.246849536895752]","[-2.565627336502075, -3.093390941619873]","[-2.4960222244262695, -3.0237855911254883]","[-1.153458595275879, -1.153458595275879]","[0.06960511207580566, 0.06960535049438477]",1,0,"[[-3.0753560066223145, -3.5942230224609375], [-3.2785956859588623, -3.5912885665893555], [-3.5565693378448486, -3.9790256023406982], [-3.4385008811950684, -3.6294164657592773], [-3.6331725120544434, -3.6820859909057617], [-3.2804911136627197, -3.7556538581848145], [-3.179760217666626, -3.3764240741729736], [-3.1379029750823975, -3.236964464187622]]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0]"
0,1624,train,none,5,"[-3.0893802642822266, -4.148675918579102]","[-2.018078565597534, -3.07737398147583]","[-2.785518169403076, -3.844813585281372]","[-1.0713016986846924, -1.0713019371032715]","[-0.767439603805542, -0.767439603805542]",0,0,"[[-3.0753560066223145, -3.5942230224609375], [-3.2785956859588623, -3.5912885665893555], [-3.5565693378448486, -3.9790256023406982], [-3.4385008811950684, -3.6294164657592773], [-3.6331725120544434, -3.6820859909057617], [-3.2804911136627197, -3.7556538581848145], [-3.179760217666626, -3.3764240741729736], [-3.1379029750823975, -3.236964464187622]]","[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0]"
0,872,train,none,1,"[-4.34751033782959, -4.096044063568115]","[-3.967745542526245, -3.7162795066833496]","[-3.987981081008911, -3.7365150451660156]","[-0.3797647953033447, -0.3797645568847656]","[-0.020235538482666016, -0.020235538482666016]",0,0,"[[-4.400997161865234, -3.3959124088287354], [-4.338069438934326, -3.6070199012756348], [-3.9485692977905273, -3.2837271690368652], [-4.206404209136963, -3.674306869506836], [-4.10585880279541, -3.5051510334014893], [-3.7953991889953613, -3.9800500869750977], [-4.04119873046875, -3.898935317993164], [-4.119331359863281, -4.065917491912842]]","[0.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
0,872,train,none,3,"[-4.475232124328613, -4.87226676940918]","[-3.4070794582366943, -3.804114580154419]","[-3.445575714111328, -3.8426108360290527]","[-1.068152666091919, -1.0681521892547607]","[-0.03849625587463379, -0.03849625587463379]",0,0,"[[-4.400997161865234, -3.3959124088287354], [-4.338069438934326, -3.6070199012756348], [-3.9485692977905273, -3.2837271690368652], [-4.206404209136963, -3.674306869506836], [-4.10585880279541, -3.5051510334014893], [-3.7953991889953613, -3.9800500869750977], [-4.04119873046875, -3.898935317993164], [-4.119331359863281, -4.065917491912842]]","[0.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
0,872,train,none,5,"[-3.8121628761291504, -4.753475189208984]","[-2.777488946914673, -3.7188022136688232]","[-3.571892023086548, -4.513205051422119]","[-1.0346739292144775, -1.0346729755401611]","[-0.794403076171875, -0.7944028377532959]",0,0,"[[-4.400997161865234, -3.3959124088287354], [-4.338069438934326, -3.6070199012756348], [-3.9485692977905273, -3.2837271690368652], [-4.206404209136963, -3.674306869506836], [-4.10585880279541, -3.5051510334014893], [-3.7953991889953613, -3.9800500869750977], [-4.04119873046875, -3.898935317993164], [-4.119331359863281, -4.065917491912842]]","[0.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
0,2077,train,none,1,"[-4.123899459838867, -2.208547592163086]","[-3.703333854675293, -1.7879818677902222]","[-3.6827681064605713, -1.7674161195755005]","[-0.4205656051635742, -0.42056572437286377]","[0.02056574821472168, 0.02056574821472168]",1,0,"[[-3.663817882537842, -2.400465726852417], [-3.7654991149902344, -2.612352132797241], [-4.134212017059326, -2.4864866733551025], [-3.633985757827759, -2.6300013065338135], [-3.508094549179077, -2.5048999786376953], [-3.6364951133728027, -2.3778350353240967], [-3.4567208290100098, -1.8590588569641113], [-3.841003179550171, -2.036130428314209]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
0,2077,train,none,3,"[-4.335734844207764, -3.2311131954193115]","[-3.168447971343994, -2.063825845718384]","[-3.0829317569732666, -1.9783098697662354]","[-1.1672868728637695, -1.1672873497009277]","[0.08551621437072754, 0.08551597595214844]",1,0,"[[-3.663817882537842, -2.400465726852417], [-3.7654991149902344, -2.612352132797241], [-4.134212017059326, -2.4864866733551025], [-3.633985757827759, -2.6300013065338135], [-3.508094549179077, -2.5048999786376953], [-3.6364951133728027, -2.3778350353240967], [-3.4567208290100098, -1.8590588569641113], [-3.841003179550171, -2.036130428314209]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
0,2077,train,none,5,"[-3.6337621212005615, -3.219829797744751]","[-2.562124013900757, -2.148191452026367]","[-3.334724187850952, -2.9207918643951416]","[-1.0716381072998047, -1.0716383457183838]","[-0.7726001739501953, -0.7726004123687744]",0,0,"[[-3.663817882537842, -2.400465726852417], [-3.7654991149902344, -2.612352132797241], [-4.134212017059326, -2.4864866733551025], [-3.633985757827759, -2.6300013065338135], [-3.508094549179077, -2.5048999786376953], [-3.6364951133728027, -2.3778350353240967], [-3.4567208290100098, -1.8590588569641113], [-3.841003179550171, -2.036130428314209]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
0,1768,train,none,1,"[-3.034018039703369, -4.420840740203857]","[-3.0155234336853027, -4.402345657348633]","[-3.397028923034668, -4.783851146697998]","[-0.018494606018066406, -0.01849508285522461]","[-0.38150548934936523, -0.38150548934936523]",0,1,"[[-2.816603183746338, -3.780039072036743], [-2.641172409057617, -3.7312591075897217], [-2.7624144554138184, -3.940603256225586], [-3.0051939487457275, -4.1469292640686035], [-3.193918466567993, -4.488620758056641], [-3.516226053237915, -4.801356792449951], [-3.6431241035461426, -5.055354595184326], [-3.116992235183716, -4.788092613220215]]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
0,1768,train,none,3,"[-2.5805325508117676, -4.456122875213623]","[-2.547698974609375, -4.4232892990112305]","[-3.6210741996765137, -5.496664524078369]","[-0.03283357620239258, -0.03283357620239258]","[-1.0733752250671387, -1.0733752250671387]",0,1,"[[-2.816603183746338, -3.780039072036743], [-2.641172409057617, -3.7312591075897217], [-2.7624144554138184, -3.940603256225586], [-3.0051939487457275, -4.1469292640686035], [-3.193918466567993, -4.488620758056641], [-3.516226053237915, -4.801356792449951], [-3.6431241035461426, -5.055354595184326], [-3.116992235183716, -4.788092613220215]]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
0,1768,train,none,5,"[-2.7917819023132324, -5.06749153137207]","[-2.0018980503082275, -4.277607440948486]","[-3.040292501449585, -5.316001892089844]","[-0.7898838520050049, -0.789884090423584]","[-1.0383944511413574, -1.0383944511413574]",0,1,"[[-2.816603183746338, -3.780039072036743], [-2.641172409057617, -3.7312591075897217], [-2.7624144554138184, -3.940603256225586], [-3.0051939487457275, -4.1469292640686035], [-3.193918466567993, -4.488620758056641], [-3.516226053237915, -4.801356792449951], [-3.6431241035461426, -5.055354595184326], [-3.116992235183716, -4.788092613220215]]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
0,2354,train,none,1,"[-1.9218796491622925, -1.9098265171051025]","[-1.9996826648712158, -1.9876295328140259]","[-2.4774856567382812, -2.4654324054718018]","[0.07780301570892334, 0.07780301570892334]","[-0.47780299186706543, -0.4778028726577759]",-1,1,"[[-2.2967846393585205, -2.1311581134796143], [-2.4533228874206543, -1.835699200630188], [-2.1821930408477783, -1.6887762546539307], [-1.985418677330017, -1.7903344631195068], [-1.8719191551208496, -1.8162176609039307], [-1.6293253898620605, -2.0900959968566895], [-1.9730576276779175, -2.5110723972320557], [-2.0476861000061035, -2.246285915374756]]","[-1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,2354,train,none,3,"[-1.360190749168396, -1.9732959270477295]","[-1.630902647972107, -2.2440078258514404]","[-2.9248485565185547, -3.5379536151885986]","[0.27071189880371094, 0.27071189880371094]","[-1.2939459085464478, -1.2939457893371582]",-1,1,"[[-2.2967846393585205, -2.1311581134796143], [-2.4533228874206543, -1.835699200630188], [-2.1821930408477783, -1.6887762546539307], [-1.985418677330017, -1.7903344631195068], [-1.8719191551208496, -1.8162176609039307], [-1.6293253898620605, -2.0900959968566895], [-1.9730576276779175, -2.5110723972320557], [-2.0476861000061035, -2.246285915374756]]","[-1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,2354,train,none,5,"[-1.8940484523773193, -3.030364990234375]","[-1.1744893789291382, -2.3108057975769043]","[-2.3149993419647217, -3.451315402984619]","[-0.7195590734481812, -0.7195591926574707]","[-1.1405099630355835, -1.1405096054077148]",0,1,"[[-2.2967846393585205, -2.1311581134796143], [-2.4533228874206543, -1.835699200630188], [-2.1821930408477783, -1.6887762546539307], [-1.985418677330017, -1.7903344631195068], [-1.8719191551208496, -1.8162176609039307], [-1.6293253898620605, -2.0900959968566895], [-1.9730576276779175, -2.5110723972320557], [-2.0476861000061035, -2.246285915374756]]","[-1.0, 0.0, -1.0, -1.0, 0.0, 1.0, -1.0, -1.0]"
0,428,train,none,1,"[-3.500075578689575, -3.31917405128479]","[-3.085587501525879, -2.904686212539673]","[-3.0710995197296143, -2.890197992324829]","[-0.4144880771636963, -0.4144878387451172]","[0.014487981796264648, 0.01448822021484375]",1,0,"[[-2.9297292232513428, -2.542792558670044], [-3.2049105167388916, -2.9307427406311035], [-3.3270747661590576, -3.0306012630462646], [-2.9940483570098877, -2.8030858039855957], [-2.8092007637023926, -2.84122896194458], [-2.9328956604003906, -3.3170981407165527], [-2.858422040939331, -2.8640079498291016], [-3.190743923187256, -3.211608648300171]]","[-1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 0.0, -1.0]"
0,428,train,none,3,"[-3.7628965377807617, -4.223616123199463]","[-2.610931873321533, -3.0716514587402344]","[-2.543290376663208, -3.00400972366333]","[-1.1519646644592285, -1.1519646644592285]","[0.0676414966583252, 0.0676417350769043]",1,0,"[[-2.9297292232513428, -2.542792558670044], [-3.2049105167388916, -2.9307427406311035], [-3.3270747661590576, -3.0306012630462646], [-2.9940483570098877, -2.8030858039855957], [-2.8092007637023926, -2.84122896194458], [-2.9328956604003906, -3.3170981407165527], [-2.858422040939331, -2.8640079498291016], [-3.190743923187256, -3.211608648300171]]","[-1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 0.0, -1.0]"
0,428,train,none,5,"[-3.129443883895874, -4.128232479095459]","[-2.0589659214019775, -3.0577542781829834]","[-2.8271687030792236, -3.8259570598602295]","[-1.0704779624938965, -1.0704782009124756]","[-0.7682027816772461, -0.7682027816772461]",0,0,"[[-2.9297292232513428, -2.542792558670044], [-3.2049105167388916, -2.9307427406311035], [-3.3270747661590576, -3.0306012630462646], [-2.9940483570098877, -2.8030858039855957], [-2.8092007637023926, -2.84122896194458], [-2.9328956604003906, -3.3170981407165527], [-2.858422040939331, -2.8640079498291016], [-3.190743923187256, -3.211608648300171]]","[-1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 0.0, -1.0]"
0,654,train,none,1,"[-4.3403401374816895, -2.935990571975708]","[-4.32611083984375, -2.9217610359191895]","[-4.711881160736084, -3.3075318336486816]","[-0.014229297637939453, -0.014229536056518555]","[-0.385770320892334, -0.3857707977294922]",0,1,"[[-4.106534481048584, -2.8753159046173096], [-4.134889602661133, -3.213204860687256], [-4.018246650695801, -2.8989648818969727], [-3.745776891708374, -2.7385005950927734], [-4.076311111450195, -2.8941073417663574], [-4.139775276184082, -3.183366060256958], [-4.140353679656982, -3.289592981338501], [-4.496557712554932, -3.2295823097229004]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0]"
0,654,train,none,3,"[-3.7511134147644043, -3.107671022415161]","[-3.730504274368286, -3.087061643600464]","[-4.813596248626709, -4.170153617858887]","[-0.020609140396118164, -0.020609378814697266]","[-1.0830919742584229, -1.0830919742584229]",0,1,"[[-4.106534481048584, -2.8753159046173096], [-4.134889602661133, -3.213204860687256], [-4.018246650695801, -2.8989648818969727], [-3.745776891708374, -2.7385005950927734], [-4.076311111450195, -2.8941073417663574], [-4.139775276184082, -3.183366060256958], [-4.140353679656982, -3.289592981338501], [-4.496557712554932, -3.2295823097229004]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0]"
0,654,train,none,5,"[-3.862481117248535, -3.864763021469116]","[-3.0693798065185547, -3.071661949157715]","[-4.107907295227051, -4.110189437866211]","[-0.7931013107299805, -0.7931010723114014]","[-1.038527488708496, -1.038527488708496]",0,1,"[[-4.106534481048584, -2.8753159046173096], [-4.134889602661133, -3.213204860687256], [-4.018246650695801, -2.8989648818969727], [-3.745776891708374, -2.7385005950927734], [-4.076311111450195, -2.8941073417663574], [-4.139775276184082, -3.183366060256958], [-4.140353679656982, -3.289592981338501], [-4.496557712554932, -3.2295823097229004]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0]"
0,2202,train,none,1,"[-2.105803966522217, -1.2144509553909302]","[-2.201702117919922, -1.3103489875793457]","[-2.6976001262664795, -1.8062471151351929]","[0.09589815139770508, 0.09589803218841553]","[-0.4958980083465576, -0.49589812755584717]",-1,1,"[[-3.411374092102051, -2.9352946281433105], [-3.0063931941986084, -2.717865228652954], [-3.2266199588775635, -3.025819778442383], [-2.872591018676758, -2.6867635250091553], [-2.762126922607422, -2.0660245418548584], [-2.250601053237915, -1.7002384662628174], [-2.2145941257476807, -1.8903475999832153], [-2.260338068008423, -1.5333590507507324]]","[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.0]"
0,2202,train,none,3,"[-1.4833437204360962, -1.3028806447982788]","[-1.813225269317627, -1.6327623128890991]","[-3.1453943252563477, -2.9649312496185303]","[0.32988154888153076, 0.3298816680908203]","[-1.3321690559387207, -1.3321689367294312]",-1,1,"[[-3.411374092102051, -2.9352946281433105], [-3.0063931941986084, -2.717865228652954], [-3.2266199588775635, -3.025819778442383], [-2.872591018676758, -2.6867635250091553], [-2.762126922607422, -2.0660245418548584], [-2.250601053237915, -1.7002384662628174], [-2.2145941257476807, -1.8903475999832153], [-2.260338068008423, -1.5333590507507324]]","[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.0]"
0,2202,train,none,5,"[-2.0578486919403076, -2.4779698848724365]","[-1.3390356302261353, -1.7591567039489746]","[-2.4958109855651855, -2.9159321784973145]","[-0.7188130617141724, -0.7188131809234619]","[-1.1567753553390503, -1.1567754745483398]",0,1,"[[-3.411374092102051, -2.9352946281433105], [-3.0063931941986084, -2.717865228652954], [-3.2266199588775635, -3.025819778442383], [-2.872591018676758, -2.6867635250091553], [-2.762126922607422, -2.0660245418548584], [-2.250601053237915, -1.7002384662628174], [-2.2145941257476807, -1.8903475999832153], [-2.260338068008423, -1.5333590507507324]]","[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.0]"
