seed,feature_mean_L2,feature_std_mean,feature_var_trace
0,10.532464027404785,0.7712118029594421,14.31432276555011
1,10.340743064880371,0.7725606560707092,14.35675787253684
2,10.070577621459961,0.741243839263916,13.275809418600277
3,10.998716354370117,0.7196276783943176,12.553322305353387
4,10.409524917602539,0.8620314598083496,17.871592145337598
