env,n_steps,PolicyClone,PrototypeOutcome,AEP,GoalInference,SafeFallback,BestSingle,OracleHindsight,MetaMLP,Cyber
HiddenGoalGridWorld_TaskD,150,0.006666666828095913,0.013333333656191826,0.013333333656191826,0.03999999910593033,0.013333333656191826,0.013333333656191826,0.07999999821186066,0.04,0.013333333333333334
