step,PolicyClone,PrototypeOutcome,AEP,GoalInference,SafeFallback
264,1.3735598181349753e-144,8.225197680762409e-142,1.0,2.131402912668055e-118,1.9480988346104185e-143
265,3.90215857424709e-145,2.3367038865802297e-142,1.0,6.055121910988792e-119,5.534371689234144e-144
266,1.1085677767747415e-145,6.638363314148379e-143,1.0,1.720205088349089e-119,1.572264684441518e-144
267,3.149340274928243e-146,1.8858986687921532e-143,1.0,4.8869462737190046e-120,4.466661035345222e-145
268,8.946989417409782e-147,5.357666672704982e-144,1.0,1.3883370095792631e-120,1.2689377941321656e-145
269,2.5417583572186877e-147,1.5220643956548242e-144,1.0,3.94413923175927e-121,3.6049369151481966e-146
270,7.220904423916728e-148,4.324046578564841e-145,1.0,1.1204940999316106e-121,1.0241298054398284e-146
271,2.0513933022490705e-148,1.228422323455921e-145,1.0,3.1832218748057127e-122,2.9094596745449674e-147
272,5.827821881389404e-149,3.489836146181593e-146,1.0,9.04324396251623e-123,8.265510439048201e-148
273,1.6556312163038077e-149,9.914307233470437e-147,1.0,2.569103398442111e-123,2.348156374729603e-148
274,4.703497773590363e-150,2.8165645549631924e-147,1.0,7.298589200119632e-124,6.670898791845464e-149
275,1.336220958406353e-150,8.001603849327252e-148,1.0,2.073462840943077e-124,1.8951417022288245e-149
276,3.796082268199867e-151,2.2731829117406966e-148,1.0,5.890519434497379e-125,5.383925290422796e-150
277,1.0784324625567803e-151,6.457905999263342e-149,1.0,1.673443021164028e-125,1.529524230233749e-150
278,3.0637285868090357e-152,1.8346323861543581e-149,1.0,4.754099491943261e-126,4.345239290436787e-151
279,8.703774394343851e-153,5.212023824302154e-150,1.0,1.3505964465747905e-126,1.234442980237724e-151
280,2.472663180211322e-153,1.4806885864494754e-150,1.0,3.836921723223837e-127,3.506940284766262e-152
281,7.024611307418528e-154,4.206501666049645e-151,1.0,1.0900345804613174e-127,9.962898536267793e-153
282,1.9956282123348087e-154,1.1950288824004677e-151,1.0,3.0966891490378334e-128,2.8303689023488054e-153
283,5.669398330496614e-155,3.394968415910419e-152,1.0,8.797412355221119e-129,8.040820745309108e-154
284,1.6106245257092654e-155,9.644796636109144e-153,1.0,2.4992648736423626e-129,2.284324075371906e-154
285,4.575637857128595e-156,2.739999044349189e-153,1.0,7.100184300120349e-130,6.489557032306552e-155
286,1.2998971185024418e-156,7.784088194173833e-154,1.0,2.0170978125341903e-130,1.8436241569052707e-155
287,3.692889541200119e-157,2.211388691526657e-154,1.0,5.730391512881223e-131,5.237568627571791e-156
288,1.0491163469318521e-157,6.282354237291641e-155,1.0,1.6279521343412568e-131,1.4879456328328953e-156
289,2.980444167420035e-158,1.7847597265033074e-155,1.0,4.624864018014934e-132,4.227118275093453e-157
290,8.467170930170554e-159,5.070340132111669e-156,1.0,1.3138818232996975e-132,1.2008858736060947e-157
291,2.405446286980271e-159,1.4404375375317238e-156,1.0,3.732618816192323e-133,3.411607595471861e-158
292,6.83365422437577e-160,4.09215209526058e-157,1.0,1.0604030727819096e-133,9.692067032590513e-159
293,1.941379041015844e-160,1.1625432088808462e-157,1.0,3.0125087294940615e-134,2.753428134258668e-159
294,5.515281366522284e-161,3.3026795706842218e-158,1.0,8.558263436062676e-135,7.822239017780306e-160
295,1.566841297307467e-161,9.38261241671654e-159,1.0,2.431324839790533e-135,2.2222269936875873e-160
296,4.451253685532576e-162,2.665514891112654e-159,1.0,6.907172840314015e-136,6.313144868430647e-161
297,1.264560706117209e-162,7.572485486115495e-160,1.0,1.9622650114528456e-136,1.7935070648950706e-161
298,3.5925020060147975e-163,2.1512742858282656e-160,1.0,5.57461650980922e-137,5.095190525270088e-162
299,1.0205971607996582e-163,6.111574675648483e-161,1.0,1.5836978721048924e-137,1.447497308315366e-162
300,2.8994237522717555e-164,1.736242805581955e-161,1.0,4.499141682116171e-138,4.112208262259563e-163
301,8.236999296226577e-165,4.93250797040328e-162,1.0,1.278165250601185e-138,1.1682409835964666e-163
302,2.340056618246187e-165,1.4012806734100229e-162,1.0,3.631151280117002e-139,3.3188664306717796e-164
303,6.647888120017577e-166,3.980911004005746e-163,1.0,1.0315770682150576e-139,9.428597814408468e-165
304,1.8886045795504478e-166,1.1309406261379961e-163,1.0,2.9306166710655047e-140,2.6785789245478606e-165
305,5.3653539191774085e-167,3.212899506073853e-164,1.0,8.325615542799729e-141,7.609599217465515e-166
306,1.5242482724935822e-167,9.127555414982538e-165,1.0,2.365231688295378e-141,2.1618179595072488e-166
307,4.330250774129495e-168,2.593055515620039e-165,1.0,6.719408205384595e-142,6.141528294054685e-167
308,1.230184879014061e-168,7.366634987556927e-166,1.0,1.908922785620624e-142,1.7447523562655354e-167
309,3.494843406289947e-169,2.092794030555946e-166,1.0,5.423076095513136e-143,4.956682830299818e-168
310,9.928532404232804e-170,5.945437586806663e-167,1.0,1.5406466180435048e-143,1.4081485313351758e-168
311,2.8206057966570474e-170,1.6890447689791656e-167,1.0,4.376836983078138e-144,4.0004219640203856e-169
312,8.013084649593885e-171,4.7984226391453565e-168,1.0,1.2434195974653802e-144,1.1364835125057916e-169
313,2.276444502725536e-171,1.3631882497572035e-168,1.0,3.532442038253921e-145,3.2286463423459986e-170
314,6.467171882743e-172,3.872693891355692e-169,1.0,1.0035346699585004e-145,9.17229074530113e-171
315,1.8372647394156252e-172,1.100197128226049e-169,1.0,2.850950766927558e-146,2.60576441627873e-171
316,5.219502100612573e-173,3.1255600233694574e-170,1.0,8.099291951498744e-147,7.402739818973666e-172
317,1.4828130967649351e-173,8.879431884572321e-171,1.0,2.300935213493961e-147,2.1030510849357008e-172
318,4.212537206718566e-174,2.5225658762989544e-171,1.0,6.536747765607844e-148,5.97457694584006e-173
319,1.1967435246359565e-174,7.166380330394758e-172,1.0,1.8570306152295013e-148,1.6973229959772893e-173
320,3.399839558624876e-175,2.035903502953056e-172,1.0,5.275655156901993e-149,4.821940329480935e-174
321,9.65863510972976e-176,5.783816769753e-173,1.0,1.49876566957443e-149,1.3698694117843565e-174
322,2.7439304289005005e-176,1.643129764134375e-173,1.0,4.2578570158364477e-150,3.891674465296467e-175
323,7.7952569002855115e-177,4.6679822844726555e-174,1.0,1.2096184704080815e-150,1.1055893367319507e-175
324,2.2145616193992927e-177,1.326131330816095e-174,1.0,3.436416109113868e-151,3.140878797533951e-176
325,6.29136823692981e-178,3.7674185534548153e-175,1.0,9.762545764528033e-152,8.922951129357814e-177
326,1.7873205218550594e-178,1.070289361776936e-175,1.0,2.773450501286373e-152,2.534929298113016e-177
327,5.077615118906418e-179,3.0405947777753867e-176,1.0,7.879120742290834e-153,7.201503687821067e-178
328,1.442504295143869e-179,8.638053345952805e-177,1.0,2.2383865745144414e-153,2.045881729494621e-178
329,4.098023565749628e-180,2.4539924278275014e-177,1.0,6.359052768506936e-154,5.812164004246083e-179
330,1.164211240269781e-180,6.97156939723722e-178,1.0,1.8065490819621977e-154,1.651182955751728e-179
331,3.307418296220968e-181,1.980559487851483e-178,1.0,5.13224171011988e-155,4.690860669749228e-180
332,9.396074705173204e-182,5.626589454123532e-179,1.0,1.4580232131022385e-155,1.3326308720878486e-180
333,2.6693394048787517e-182,1.5984629131032764e-179,1.0,4.142111400858632e-156,3.78588315934048e-181
334,7.583350582041908e-183,4.541087821316127e-180,1.0,1.1767361934257473e-156,1.0755349884489999e-181
335,2.15436096080736e-183,1.2900817674193542e-180,1.0,3.343000549504965e-157,3.0554971262755676e-182
336,6.120343638657273e-184,3.6650050210777104e-181,1.0,9.497160652002741e-158,8.680389563282864e-183
337,1.7387339882549072e-184,1.0411946082607133e-181,1.0,2.69805700340987e-158,2.466019762296268e-183
338,4.939585193905985e-185,2.9579392280133896e-182,1.0,7.664934668778038e-159,7.005737961068943e-184
339,1.403291248268746e-185,8.403236443219855e-183,1.0,2.1775382581755794e-159,1.990266466212768e-184
340,3.986622864399847e-186,2.3872830804601855e-183,1.0,6.18618823345335e-160,5.654166097195363e-185
341,1.1325633137499562e-186,6.7820542058528e-184,1.0,1.7574398390492472e-160,1.6062971867032277e-185
342,3.217509414062376e-187,1.9267199448445455e-184,1.0,4.992726815480815e-161,4.5633442804068955e-186
343,9.140651744495387e-188,5.473636206944731e-185,1.0,1.4183882998525043e-161,1.296404625115595e-186
344,2.5967760637770987e-188,1.555010286063844e-185,1.0,4.029512215490069e-162,3.682967684987485e-187
345,7.377204726639485e-189,4.417642858135921e-186,1.0,1.1447477884914966e-162,1.0462976377805355e-187
346,2.095796797340762e-189,1.2550121756067956e-186,1.0,3.25212439912357e-163,2.972436470967431e-188
347,5.953968174263527e-190,3.5653754988829413e-187,1.0,9.238989770237414e-164,8.44442179252111e-189
348,1.6914682313248657e-190,1.0128907667281085e-187,1.0,2.6247130029083564e-164,2.3989834637844063e-189
349,4.805307475354732e-191,2.877530587295763e-188,1.0,7.456571030989649e-165,6.815293931205702e-190
350,1.3651441691348667e-191,8.17480280481751e-189,1.0,2.1183440428947866e-165,1.936163048637984e-190
351,3.87825048049678e-192,2.3223871604595206e-189,1.0,6.018022849132917e-166,5.5004632063579105e-191
352,1.1017757046865854e-192,6.597690796760001e-190,1.0,1.7096655821400332e-166,1.562631592715316e-191
353,3.1300446155868906e-193,1.8743439763522732e-190,1.0,4.857004494716004e-167,4.439294297486693e-192
354,8.892172203371848e-194,5.324840841909867e-191,1.0,1.3798308223625016e-167,1.2611631526950832e-192
355,2.5261852850488198e-194,1.512738875542576e-191,1.0,3.919973927166197e-168,3.582849865611032e-193
356,7.176662741615967e-195,4.297553623700501e-192,1.0,1.1136289565813061e-168,1.0178550754576795e-193
357,2.0388246425045357e-195,1.220895915824006e-192,1.0,3.1637186266514374e-169,2.8916337370956814e-194
358,5.792115461660613e-196,3.468454306318198e-193,1.0,8.987837007532494e-170,8.21486857129455e-195
359,1.645487347062674e-196,9.853563370222153e-194,1.0,2.5533627862308228e-170,2.333769480481406e-195
360,4.674679963246233e-197,2.7993077756312936e-194,1.0,7.253871551792111e-171,6.630026933185815e-196
361,1.3280340804676797e-197,7.95257890804345e-195,1.0,2.0607589635773044e-171,1.8835303787459698e-196
362,3.772824092237727e-198,2.259255371603253e-195,1.0,5.854428873799161e-172,5.350938575982868e-197
363,1.0718250262038997e-198,6.418339123872876e-196,1.0,1.663190020965671e-172,1.5201530045405875e-197
364,3.044957460806534e-199,1.8233917965547938e-196,1.0,4.724971650470657e-173,4.3186164901721234e-198
365,8.650447331836745e-200,5.180090331121574e-197,1.0,1.3423214916109818e-173,1.2268796847079899e-198
366,2.4575134465445301e-200,1.4716165713413567e-197,1.0,3.81341332844029e-174,3.4854536497386084e-199
367,6.981572291319687e-201,4.180728895856127e-198,1.0,1.0833560592159916e-174,9.901856959484682e-200
368,1.9834012191249106e-201,1.1877070726863994e-198,1.0,3.077716077318158e-175,2.813027545308148e-200
369,5.634662554332131e-202,3.374167820131816e-199,1.0,8.743511583290221e-176,7.991555526443604e-201
370,1.6007564074807188e-202,9.585704034465386e-200,1.0,2.4839521543438118e-176,2.2703282745578418e-201
371,4.547603430342952e-203,2.723211373427667e-200,1.0,7.056682256658558e-177,6.449796234539324e-202
372,1.2919327927110658e-203,7.736395947237692e-201,1.0,2.004739277459818e-177,1.832328475721399e-202
373,3.6702636156564376e-204,2.197839757737981e-201,1.0,5.69528203823812e-178,5.20547862420852e-203
374,1.0426885271751243e-204,6.243862948119263e-202,1.0,1.617977851772193e-178,1.4788291546046935e-203
375,2.9604140602188927e-205,1.7727652294948007e-202,1.0,4.593782569456309e-179,4.198709881093816e-204
376,8.389386366896265e-206,5.0237609150294835e-203,1.0,1.3018117086578392e-179,1.1898538082337241e-204
377,2.324619225640907e-206,1.392036401396709e-203,1.0,3.607196514457386e-180,3.296971813381217e-205
378,6.318694367109076e-207,3.7837820797903455e-204,1.0,9.804948718288826e-181,8.961707360905812e-206
379,1.689839612773451e-207,1.0119155118207451e-204,1.0,2.622185816048146e-181,2.396673619058215e-206
380,4.569890089768997e-208,2.7365571467243793e-205,1.0,7.091265279681767e-182,6.481405061968618e-207
381,1.2544806381897256e-208,7.51212368006642e-206,1.0,1.9466234020690635e-182,1.779210659072002e-207
382,3.504908962842135e-209,2.0988215214096782e-206,1.0,5.438695187066132e-183,4.970958654861762e-208
383,9.957127735346974e-210,5.962561140368405e-207,1.0,1.5450838599619697e-183,1.4122041633130004e-208
384,2.828729470269026e-210,1.6939094148773876e-207,1.0,4.389442783982869e-184,4.0119436457755693e-209
385,8.036163267809734e-211,4.812242655901669e-208,1.0,1.247000790904224e-184,1.139756717549878e-209
386,2.283000928355038e-211,1.3671143908811563e-208,1.0,3.542615883250637e-185,3.237945220312153e-210
387,6.485798091917722e-212,3.883847701366921e-209,1.0,1.0064249668325675e-185,9.198708012250436e-211
388,1.8425562761129888e-212,1.103365824251966e-209,1.0,2.8591618375925214e-186,2.613269321662056e-211
389,5.2345348753209914e-213,3.134562000715813e-210,1.0,8.122618856796937e-187,7.424060572903569e-212
390,1.4870837713980086e-213,8.90500568385174e-211,1.0,2.3075621752264026e-187,2.1091081173021508e-212
391,4.224669805107979e-214,2.5298311601851535e-211,1.0,6.555574361438645e-188,5.991784424153837e-213
392,1.2001902855420395e-214,7.187020341435095e-212,1.0,1.862379079954161e-188,1.7022114841346128e-213
393,3.409631493017157e-215,2.0417671424531523e-212,1.0,5.290849658960685e-189,4.8358280799278774e-214
394,9.686453105162377e-216,5.800474836514636e-213,1.0,1.5030822894774675e-189,1.3738147954340562e-214
395,2.7518332685120398e-216,1.6478621694643855e-213,1.0,4.270120140560987e-190,3.9028829415740247e-215
396,7.817708149181931e-217,4.6814266177965485e-214,1.0,1.2131023126593714e-190,1.1087735629471663e-215
397,2.2209398151085035e-217,1.329950743692201e-214,1.0,3.4463133882368514e-191,3.149924894736267e-216
398,6.309488111103702e-218,3.7782691582164796e-215,1.0,9.790663034763781e-192,8.94865026913712e-217
399,1.7924682133817339e-218,1.0733719199478636e-215,1.0,2.781438362148801e-192,2.5422301900957734e-217
400,5.0922392425617426e-219,3.049352045306431e-216,1.0,7.901813528831818e-193,7.222244858226632e-218
401,1.4466588757277683e-219,8.662931946893268e-217,1.0,2.2448333888726754e-193,2.0517741074507472e-218
402,4.1098263514993425e-220,2.461060212185587e-217,1.0,6.377367582024648e-194,5.828903714348713e-219
403,1.1675643044032226e-220,6.991648330072689e-218,1.0,1.8117521539842752e-194,1.6559385552127025e-219
404,3.3169440466000645e-221,1.9862637301342865e-218,1.0,5.147023164728054e-195,4.7043708954906334e-220
405,9.423136496022913e-222,5.642794687881494e-219,1.0,1.4622224899795609e-195,1.3364690044007479e-220
406,2.6770274136428726e-222,1.6030666726936063e-219,1.0,4.154041164714661e-196,3.796786944320306e-221
407,7.605191516030888e-223,4.554166683788655e-220,1.0,1.180125330884847e-196,1.0786326546364505e-221
408,2.160565771599684e-223,1.29379735334905e-220,1.0,3.352628780922861e-197,3.0642973143080975e-222
409,6.137970942044556e-224,3.6755606629234376e-221,1.0,9.52451358216722e-198,8.705390097466189e-223
410,1.7437417448990212e-224,1.0441933701487037e-221,1.0,2.705827722206597e-198,2.4731221867801677e-223
411,4.9538117752813093e-225,2.966458437922453e-222,1.0,7.687010574450561e-199,7.02591530335275e-224
412,1.4073328907049177e-225,8.42743874409788e-223,1.0,2.1838098222870906e-199,1.9959986657252134e-224
413,3.9981048031389714e-226,2.3941587341187166e-223,1.0,6.204005176951962e-200,5.670450754901173e-225
414,1.1358252281644806e-226,6.801587312837263e-224,1.0,1.7625014707249888e-200,1.610923509915106e-225
415,3.226776216376365e-227,1.932269122965131e-224,1.0,5.007106450923263e-201,4.576487244077006e-226
416,9.166977887432856e-228,5.489400917514577e-225,1.0,1.4224734235577452e-201,1.3001384216127856e-226
417,2.604255081657061e-228,1.559488897021186e-225,1.0,4.041117680561776e-202,3.69357506139996e-227
418,7.39845193652574e-229,4.430366184719278e-226,1.0,1.1480447956141407e-202,1.049311096988625e-227
419,2.1018329365129945e-229,1.2586267570225222e-226,1.0,3.2614908966310824e-203,2.9809974346267757e-228
420,5.9711162969119165e-230,3.5756441960867113e-227,1.0,9.265599138156485e-204,8.468742712007884e-229
421,1.696339857077249e-230,1.0158080102519066e-227,1.0,2.632272482430819e-204,2.4058928159113305e-229
422,4.8191473212421863e-231,2.885818210942917e-228,1.0,7.478046825087554e-205,6.834922772475373e-230
423,1.3690759435347124e-231,8.198347190178741e-229,1.0,2.1244451207635097e-205,1.9417394239986848e-230
424,3.889420294132706e-232,2.329075906300778e-229,1.0,6.035355456714515e-206,5.516305181814446e-231
425,1.1049489471967912e-232,6.616692915627212e-230,1.0,1.7145896183848056e-206,1.5671321539245584e-231
426,3.1390595090817936e-233,1.8797423055759125e-230,1.0,4.8709932340477436e-207,4.4520799827402225e-232
427,8.917782696255097e-234,5.340177004477024e-231,1.0,1.3838048960362906e-207,1.2647954496421084e-232
428,2.5334609932542886e-234,1.5170957399082455e-231,1.0,3.931263909194007e-208,3.5931688910287165e-233
429,7.197332367199682e-235,4.3099310792847884e-232,1.0,1.1168363378392063e-208,1.0207866167695216e-233
430,2.044696695227182e-235,1.2244122384331785e-232,1.0,3.1728305052250186e-209,2.899961979458868e-234
431,5.808797429622677e-236,3.4784438591851666e-233,1.0,9.013723026207438e-210,8.238528350735419e-235
432,1.6502265425064427e-236,9.881942781776043e-234,1.0,2.5607167688089315e-210,2.3404910087316533e-235
433,4.688143586666031e-237,2.807370108459103e-234,1.0,7.274763547752648e-211,6.649122183896742e-236
434,1.3318589734846679e-237,7.975483262667906e-235,1.0,2.066694189702457e-211,1.8889551658797564e-236
435,3.783690265581443e-238,2.265762290530655e-235,1.0,5.871290311654708e-212,5.366349903067489e-237
436,1.0749120072674552e-238,6.436824689007545e-236,1.0,1.6679802021746327e-212,1.524531222462355e-237
437,3.0537272933734527e-239,1.8286433775589622e-236,1.0,4.738580119814298e-213,4.331054609268054e-238
438,8.675361628901856e-240,5.195009595337961e-237,1.0,1.3461875340381531e-213,1.2304132412693338e-238
439,2.464591371847118e-240,1.4758549986755572e-237,1.0,3.8243964035174795e-214,3.4954921626969707e-239
440,7.001680033656586e-241,4.192769882601016e-238,1.0,1.0864762509992838e-214,9.930375462207302e-240
441,1.9891136459251667e-241,1.1911278075571066e-238,1.0,3.0865802585206924e-215,2.8211293926725297e-240
442,5.650891039560132e-242,3.3838858169235993e-239,1.0,8.768693916251967e-216,8.014572138274232e-241
443,1.60536677260231e-242,9.61331197989659e-240,1.0,2.4911062262079453e-216,2.2768670847369983e-241
444,4.56070105852929e-243,2.7310545397433496e-240,1.0,7.077006324454391e-217,6.468372399821017e-242
445,1.2956537098094576e-243,7.758677669725424e-241,1.0,2.0105131603563606e-217,1.8376057954036978e-242
446,3.680834402867776e-244,2.204169792535632e-241,1.0,5.711685114648752e-218,5.220471009669596e-243
447,1.0456915917237998e-244,6.261846001521681e-242,1.0,1.6226378166615776e-218,1.4830883550197718e-243
448,2.9707147492153404e-245,1.7789335231595688e-242,1.0,4.609766524606755e-219,4.2133191903970796e-244
449,8.43953053754358e-246,5.053788418066958e-243,1.0,1.3095927626723736e-219,1.1969656790900796e-244
450,2.397593902711245e-246,1.4357353460417495e-243,1.0,3.7204339848646984e-220,3.4004706792331813e-245
451,6.811346314520582e-247,4.078793596709515e-244,1.0,1.0569414729729258e-220,9.660428066003357e-246
452,1.9350415666251652e-247,1.1587481808833851e-244,1.0,3.0026746391276295e-221,2.7444397914782264e-246
453,5.497277177912399e-248,3.2918982411459807e-245,1.0,8.530325679339857e-222,7.796703953063143e-247
454,1.5617264709978407e-248,9.351983639619262e-246,1.0,2.4233879770851866e-222,2.214972713938393e-247
455,4.4367229289711395e-249,2.656813533982744e-246,1.0,6.884624934901098e-223,6.292536119143164e-248
456,1.2604326502758918e-249,7.547765721541886e-247,1.0,1.9558593565059937e-223,1.7876523065747624e-248
457,3.580774574647419e-250,2.1442516254380362e-247,1.0,5.556418626437483e-224,5.078557689132848e-249
458,1.0172655041611986e-250,6.091623935903511e-248,1.0,1.5785280188742849e-224,1.442772070776377e-249
459,2.8899588186397692e-251,1.7305749817907701e-248,1.0,4.4844545990746736e-225,4.098784291978343e-250
460,8.210110280226615e-252,4.916406198269233e-249,1.0,1.2739927838280325e-225,1.1644273556756654e-250
461,2.332417693246198e-252,1.3967063063264867e-249,1.0,3.6192976813296376e-226,3.3080322604422317e-251
462,6.626186628540336e-253,3.967915642972974e-250,1.0,1.0282095685595564e-226,9.397818921710888e-252
463,1.88243938310805e-253,1.1272487622082308e-250,1.0,2.921049910680558e-227,2.669834920940593e-252
464,5.34783915655696e-254,3.202411256273383e-251,1.0,8.298437246251587e-228,7.584758298126684e-253
465,1.5192724876582276e-254,9.097759250776657e-252,1.0,2.357510581321474e-228,2.154760880149626e-253
466,4.316115021756329e-255,2.5845906962433686e-252,1.0,6.69747324239055e-229,6.121479773152348e-254
467,1.2261690402716846e-255,7.342587205236843e-253,1.0,1.9026912620427705e-229,1.7390567537364623e-254
468,3.4834347734991037e-256,2.0859622742150114e-253,1.0,5.405372903530597e-230,4.940502141296768e-255
469,9.896121515622453e-257,5.926029188110827e-254,1.0,1.5356173021393739e-230,1.4035517446865817e-255
470,2.811398157847287e-257,1.683531019349667e-254,1.0,4.362549153805039e-231,3.9873629110414245e-256
471,7.986926584793429e-258,4.7827585776979175e-255,1.0,1.2393605550582493e-231,1.1327735542731315e-256
472,2.2690132343163157e-258,1.3587382323005445e-255,1.0,3.520910667779118e-232,3.2181066882759414e-257
473,6.446060324762261e-259,3.860051796308365e-256,1.0,1.0002587124372496e-232,9.14234854623847e-258
474,1.8312671377165515e-259,1.09660562395124e-256,1.0,2.841644069424005e-233,2.597258109726838e-258
475,5.202463459422022e-260,3.115356886225114e-257,1.0,8.072852469954561e-234,7.378574175360337e-259
476,1.4779725736994383e-260,8.850445699503163e-258,1.0,2.2934239971461816e-234,2.0961858452728227e-259
477,4.198785720737041e-261,2.51433116463158e-258,1.0,6.515409082801654e-235,5.95507342407052e-260
478,1.192836852482114e-261,7.1429862631579e-259,1.0,1.8509684894322886e-235,1.691782222747307e-260
479,3.3887410581878236e-262,2.0292574611244038e-259,1.0,5.258433208614455e-236,4.806199496441212e-261
480,9.627105278942682e-263,5.764935969103419e-260,1.0,1.4938730706291068e-236,1.365397584216253e-261
481,2.7349730906087156e-263,1.6377659003134717e-260,1.0,4.243957587014508e-237,3.878970409705265e-262
482,7.769809916502031e-264,4.652744034981453e-261,1.0,1.2056697690382122e-237,1.1019802300299047e-262
483,2.207332362642622e-264,1.3218022826651856e-261,1.0,3.4251982074949203e-238,3.1306256534940478e-263
484,6.270830575689268e-265,3.755120121207914e-262,1.0,9.730676725837843e-239,8.893822879244455e-264
485,1.781485959002633e-265,1.0667954889795211e-262,1.0,2.764396797113024e-239,2.5266542270580836e-264
486,5.061039656257479e-266,3.0306690027827304e-263,1.0,7.853399991798364e-240,7.177994963233192e-265
487,1.4377953568913295e-266,8.609855121541847e-264,1.0,2.2310795431245347e-240,2.0392031145548835e-265
488,4.084645900259459e-267,2.4459815686198433e-264,1.0,6.33829415660379e-241,5.793190666349101e-266
489,1.1604107671191645e-267,6.948811274488191e-265,1.0,1.8006517490351675e-241,1.6457928029400857e-266
490,3.2966214974976264e-268,1.9740941120705082e-265,1.0,5.115487923395363e-242,4.6755477356252435e-267
491,9.365401981527348e-269,5.6082219092912166e-266,1.0,1.4532636146009556e-242,1.328280606711717e-267
492,2.660625562933905e-269,1.5932448605940953e-266,1.0,4.128589814207261e-243,3.773524450885561e-268
493,7.558595349244047e-270,4.526263808505953e-267,1.0,1.1728948335816084e-243,1.0720239917288527e-268
494,2.1473282242170585e-270,1.2858704001437366e-267,1.0,3.3320875954022975e-244,3.04552270377515e-269
495,6.100364273343915e-271,3.6530409094992524e-268,1.0,9.466157941483802e-245,8.65205313572486e-270
496,1.7330580321999762e-271,1.0377957129259242e-268,1.0,2.6892494151942617e-245,2.457969640830926e-270
497,4.9234603187499315e-272,2.9482832753577394e-269,1.0,7.639913111347336e-246,6.98286829781513e-271
498,1.3987103178266848e-272,8.375804759539032e-270,1.0,2.1704298611782205e-246,1.9837694027883895e-271
499,3.973608857462173e-273,2.3794899885054064e-270,1.0,6.165993923801761e-247,5.635708530648835e-272
500,1.128866152688117e-273,6.759914740072177e-271,1.0,1.751702819261864e-247,1.6010535598434192e-272
501,3.2070061155912424e-274,1.9204303238841411e-271,1.0,4.976428463812113e-248,4.548447613191533e-273
502,9.110812828384212e-275,5.4557679655799455e-272,1.0,1.4137580863102595e-248,1.2921726173839584e-273
503,2.588299098972787e-275,1.549934081130666e-272,1.0,4.016358199745055e-249,3.6709449357498805e-274
504,7.353122440263601e-276,4.403221821393937e-273,1.0,1.1410108522002997e-249,1.0428820840198524e-274
505,2.08895523871125e-276,1.250915290168732e-273,1.0,3.2415081028417607e-250,2.9627331932382175e-275
506,5.93453192815696e-277,3.553736619797534e-274,1.0,9.208829837618637e-251,8.416855662608573e-276
507,1.6859465704991363e-277,1.0095842669879358e-274,1.0,2.6161448402325674e-251,2.3911521768774355e-276
508,4.789620938918002e-278,2.868137122124818e-275,1.0,7.432229659751611e-252,6.793045957038169e-277
509,1.3606877667380687e-278,8.148116824218234e-276,1.0,2.111428880611253e-252,1.9298426014312986e-277
510,3.865590246414968e-279,2.3148059159710888e-276,1.0,5.998377501736515e-253,5.482507390429826e-278
511,1.0981790472769795e-279,6.57615317037241e-277,1.0,1.7040845175387825e-253,1.5575305086448365e-278
512,3.1198268388550554e-280,1.868225332492162e-277,1.0,4.84114919755336e-254,4.424802581377376e-279
513,8.863144428565497e-281,5.307458330943643e-278,1.0,1.375326476577659e-254,1.2570461878913002e-279
514,2.5179387581151983e-281,1.507800662199899e-278,1.0,3.90717749027744e-255,3.5711539428730126e-280
515,7.153235108281815e-282,4.283524608522441e-279,1.0,1.1099936051924548e-255,1.0145323701343785e-280
516,2.032169064852789e-282,1.216910400148421e-279,1.0,3.1533909238422003e-256,2.882194233336303e-281
517,5.773207570604513e-283,3.457131818603468e-280,1.0,8.958496942733524e-257,8.18805179925086e-282
518,1.6401157871035542e-283,9.821397211941672e-281,1.0,2.5450275405492962e-257,2.3261510793326308e-282
519,4.6594198497260054e-284,2.790169662483429e-281,1.0,7.230191876560499e-258,6.608383748104067e-283
520,1.3236988209448876e-284,7.926618359327925e-282,1.0,2.0540317831137777e-258,1.8773817466204735e-283
521,3.760508014047977e-285,2.2518802157181607e-282,1.0,5.835317565664141e-259,5.3334708710808904e-284
522,1.068326140354539e-285,6.397386976472046e-283,1.0,1.6577606720636766e-259,1.5151905883752532e-284
523,3.035017444189031e-286,1.8174394819522864e-283,1.0,4.709547363817264e-260,4.30451871697515e-285
524,8.622208648264294e-287,5.163180346455359e-284,1.0,1.3379395919935408e-260,1.2228746355043039e-285
525,2.449491093256901e-287,1.466812598424818e-284,1.0,3.800964749981651e-261,3.4740756690463185e-286
526,6.95878151493438e-288,4.1670812455250515e-285,1.0,1.079819531244787e-261,9.869533150699767e-287
527,1.9769265667427217e-288,1.1838298992968893e-285,1.0,3.067669122854508e-262,2.803844645085161e-287
528,5.6162686555190965e-289,3.363153123002526e-286,1.0,8.714969099018491e-263,7.965467741719208e-288
529,1.5955308680451975e-289,9.554412281257176e-287,1.0,2.4758434940393448e-263,2.2629169720793205e-288
530,4.532758147855675e-290,2.714321670811698e-287,1.0,7.0336462898845005e-264,6.428741397952615e-289
531,1.2877153829135443e-290,7.711141110260507e-288,1.0,1.998194968717187e-264,1.8263469880547198e-289
532,3.658282337822568e-291,2.1906650881421896e-288,1.0,5.676690252037463e-265,5.188485761519091e-290
533,1.0392847550632296e-291,6.2234803640403105e-289,1.0,1.612696094328825e-265,1.4740016367951965e-290
