step,PolicyClone,PrototypeOutcome,AEP,GoalInference,SafeFallback
59,1.5104013976437295e-32,9.04463708743895e-30,0.9999976562550129,2.3437449870999227e-06,2.1421791491679707e-31
60,4.290921632646448e-33,2.5695043051782536e-30,0.9999993341620259,6.658379740804445e-07,6.085748375570015e-32
61,1.2190125192161726e-33,7.299732282130509e-31,0.9999998108413773,1.8915862270665533e-07,1.728906769626522e-32
62,3.4631043060766616e-34,2.0737879144758823e-31,0.9999999462617463,5.3738253750516335e-08,4.9116677509994734e-33
63,9.838364956493257e-35,5.891443208677963e-32,0.9999999847334499,1.526655006014476e-08,1.3953602204409483e-33
64,2.7949900808246665e-35,1.673705478787809e-32,0.9999999956629118,4.337088141699398e-09,3.964091586921447e-34
65,7.94031275896596e-36,4.754845127768365e-33,0.9999999987678727,1.232127317537197e-09,1.1261623868108648e-34
66,2.2557706725295883e-36,1.3508082763526898e-33,0.9999999996499639,3.5003617012246136e-10,3.1993249658905037e-35
67,6.4084394125072275e-37,3.8375235135104302e-34,0.999999999900558,9.944209381445637e-11,9.088991383082234e-36
68,1.8205793787074871e-37,1.0902055437033142e-34,0.9999999999717494,2.825059483604666e-11,2.5820998249581088e-36
69,5.172100507816254e-38,3.0971748401408056e-35,0.9999999999919742,8.025737169524674e-12,7.335510866534881e-37
70,1.4693467351851228e-38,8.798792159551112e-36,0.99999999999772,2.28003896863056e-12,2.0839519507343916e-37
71,4.1742804976931196e-39,2.4996568635136965e-36,0.9999999999993523,6.477383433622133e-13,5.92031804187057e-38
72,1.1858751413907452e-39,7.101297907713285e-37,0.9999999999998159,1.8401657481891217e-13,1.6819085346232497e-38
73,3.3689634698605996e-40,2.017414178327954e-37,0.9999999999999478,5.227743602810825e-14,4.7781492460895265e-39
74,9.570918948468035e-41,5.731290279341035e-38,0.9999999999999851,1.4851544326167776e-14,1.3574287630936758e-39
75,2.7190110649057263e-41,1.6282074657219057e-38,0.9999999999999958,4.21918872902499e-15,3.856331713334355e-40
76,7.724463252573114e-42,4.6255893912554295e-39,0.9999999999999988,1.1986331616548307e-15,1.095548782197264e-40
77,2.194449787662819e-42,1.3140878952430212e-39,0.9999999999999997,3.405207845610317e-16,3.1123544948785937e-41
78,6.234232351314829e-43,3.733204247849492e-40,0.9999999999999999,9.673885925029314e-17,8.84191617863237e-42
79,1.7710887361689858e-43,1.0605693885936057e-40,1.0,2.7482630468833283e-17,2.5119080052932864e-42
80,5.031502091389164e-44,3.01298121759547e-41,1.0,7.807565474100366e-18,7.1361022877650184e-43
81,1.4294040032355581e-44,8.559605731805313e-42,1.0,2.2180583733239682e-18,2.0273017862968803e-43
82,4.0608068273737444e-45,2.4317061738083284e-42,1.0,6.301302196943092e-19,5.759380074707046e-44
83,1.1536383032311774e-45,6.908256175591844e-43,1.0,1.7901426695861054e-19,1.636187521223593e-44
84,3.27738154327039e-46,1.962572777156774e-43,1.0,5.085632584051436e-20,4.648260003476118e-45
85,9.310743020654519e-47,5.575490844195379e-44,1.0,1.4447819841055214e-20,1.3205284100784425e-45
86,2.6450974490495787e-47,1.5839462625555053e-44,1.0,4.1044942730270485e-21,3.751501164995575e-46
87,7.514481389345395e-48,4.499847336805414e-45,1.0,1.166049509382684e-21,1.0657673764191973e-46
88,2.1347958492458503e-48,1.2783657206833566e-45,1.0,3.3126406516553534e-22,3.0277482284636285e-47
89,6.064760935357527e-49,3.6317207973959e-46,1.0,9.410910942202707e-23,8.601557467226217e-48
90,1.7229434475447518e-49,1.0317388628965628e-46,1.0,2.6735542449439506e-23,2.4436242804619936e-48
91,4.894725703252137e-50,2.931076315047054e-47,1.0,7.59532455949986e-24,6.942114433130665e-49
92,1.3905470747875391e-50,8.326921349565497e-48,1.0,2.157762658948823e-24,1.9721916003212116e-49
93,3.9504178261009625e-51,2.3656026561265616e-48,1.0,6.130007553831884e-25,5.602817046367079e-50
94,1.1222777915059554e-51,6.720462091268643e-49,1.0,1.7414794187022394e-25,1.5917093881724658e-50
95,3.1882891804146456e-52,1.9092221850195008e-49,1.0,4.9473847122222715e-26,4.5219016709445044e-51
96,9.057639717087062e-53,5.423926661987219e-50,1.0,1.405507020517691e-26,1.2846311565183251e-51
97,2.573193101445188e-53,1.540888256246369e-50,1.0,3.9929176719252584e-27,3.649520331017969e-52
98,7.310207674560191e-54,4.377523455245367e-51,1.0,1.1343516113424028e-27,1.0367955485846504e-52
99,2.0767635439091447e-54,1.2436146179674336e-51,1.0,3.2225898049500085e-28,2.945441899388211e-53
100,5.899896431560072e-55,3.5329960737711184e-52,1.0,9.155084673153433e-29,8.367732668716508e-54
101,1.676106940784111e-55,1.0036920664122495e-52,1.0,2.600876327600407e-29,2.3771967808853713e-54
102,4.761667445409406e-56,2.85139791594389e-53,1.0,7.388853203410249e-30,6.75339994569708e-55
103,1.352746433354945e-56,8.100562261204232e-54,1.0,2.099106023696094e-30,1.918579530027579e-55
104,3.843029640212912e-57,2.30129609693302e-54,1.0,5.963369385500267e-31,5.450510028487441e-56
105,1.0917697841513952e-57,6.537773002650626e-55,1.0,1.694139029971667e-31,1.548440349002114e-56
106,3.1016187049755548e-58,1.857321875753018e-55,1.0,4.812894971510418e-32,4.3989782642105504e-57
107,8.811416775498735e-59,5.276482601571074e-56,1.0,1.36729970781546e-32,1.2497097341507247e-57
108,2.5032434021303226e-59,1.4990007390826914e-56,1.0,3.884374169930284e-33,3.550311744746377e-58
109,7.111486937870234e-60,4.2585248269394634e-57,1.0,1.1035153891847396e-33,1.0086112911211298e-58
110,2.02030878916768e-60,1.2098081894714385e-57,1.0,3.1349869010930113e-34,2.865372986139574e-59
111,5.739513605589999e-61,3.4369550837256764e-58,1.0,8.906212787196056e-35,8.140264165169246e-60
112,1.6305436379517042e-61,9.76407694240249e-59,1.0,2.530174087271607e-35,2.3125750469230808e-60
113,4.632226244180978e-62,2.7738854950007067e-59,1.0,7.18799456611252e-36,6.569815474213297e-61
114,1.3159733648241415e-62,7.880356519888371e-60,1.0,2.0420439108274206e-36,1.866424850628778e-61
115,3.738560695523128e-63,2.2387376476955593e-60,1.0,5.801261110305171e-37,5.302343325649938e-62
116,1.062091106682707e-63,6.360050135498748e-61,1.0,1.6480855427003323e-37,1.5063475356960052e-62
117,3.0173042803485996e-64,1.8068324248575984e-61,1.0,4.6820612008532155e-38,4.279396408227288e-63
118,8.57188716008125e-65,5.133046661527268e-62,1.0,1.3301310229696637e-38,1.2157376159736611e-63
119,2.435195215932173e-65,1.4582518924793375e-62,1.0,3.7787813152547265e-39,3.45380004537972e-64
120,6.918168227080038e-66,4.1427610581799366e-63,1.0,1.0735174191064566e-39,9.811931947101478e-65
121,1.965388700875011e-66,1.1769207551647549e-63,1.0,3.0497653951887967e-40,2.787480666790193e-65
122,5.583490627485826e-67,3.3435248726271446e-64,1.0,8.664106236331807e-41,7.918979167017593e-66
123,1.586218928263019e-67,9.498650206327116e-65,1.0,2.4613938171397174e-41,2.249709990629998e-66
124,4.506303773474486e-68,2.6984801722520213e-65,1.0,6.992596071419652e-42,6.391221564289766e-67
125,1.2801999356461606e-68,7.666136852988695e-66,1.0,1.9865329748351284e-42,1.8156879444005017e-67
126,3.63693163535841e-69,2.1778797877808786e-66,1.0,5.643559587599796e-43,5.158204387501425e-68
127,1.0332192145904574e-69,6.187158488013858e-67,1.0,1.603283973749942e-43,1.4653989737219955e-68
128,2.935281859631982e-70,1.7577154795493917e-67,1.0,4.554784016335063e-44,4.1630652662556683e-69
129,8.33886891940904e-71,4.993509885083499e-68,1.0,1.29397273191337e-44,1.1826889960953602e-69
130,2.3689968521048414e-71,1.4186107628078123e-68,1.0,3.676058897481165e-45,3.359911920725455e-70
131,6.730104693479663e-72,4.0301442125221936e-69,1.0,1.0443349140571493e-45,9.545204320242769e-71
132,1.911961560647631e-72,1.144927333102896e-69,1.0,2.9668605512987193e-46,2.711705772796241e-71
133,5.4317089791125883e-73,3.252634469042318e-70,1.0,8.428581111644091e-47,7.703709581807502e-72
134,1.5430991417933485e-73,9.240438832506586e-71,1.0,2.3944832703534357e-47,2.188553858468041e-72
135,4.383804380094741e-74,2.625124668325734e-71,1.0,6.802509290776808e-48,6.217482552466024e-73
136,1.2453989716178245e-74,7.457740535016289e-72,1.0,1.932531048516138e-48,1.7663302705869392e-73
137,3.5380652602779105e-75,2.1186762883569e-72,1.0,5.490145024193574e-49,5.017983723258349e-74
138,1.0051321762153153e-75,6.018966728286648e-73,1.0,1.5597002909640838e-49,1.4255635577438493e-74
139,2.855489136975328e-76,1.7099337296268882e-73,1.0,4.43096673569342e-50,4.049896470863209e-75
140,8.112185048225361e-77,4.857766277349115e-74,1.0,1.2587973680947217e-50,1.1505387701315938e-75
141,2.304598025064023e-77,1.3800472378832711e-74,1.0,3.576128886632733e-51,3.2685760515102093e-76
142,6.547153480295517e-78,3.920588743986567e-75,1.0,1.0159457064297535e-51,9.285727419063097e-77
143,1.8599867841748629e-78,1.1138036204507292e-75,1.0,2.8862093932663447e-52,2.6379907440520157e-77
144,5.284053364133133e-79,3.164214830825935e-76,1.0,8.199458503597568e-53,7.494291886511407e-78
145,1.5011515239014584e-79,8.989246678482771e-77,1.0,2.329391620340218e-53,2.12906019503165e-78
146,4.264635011083689e-80,2.5537632609326053e-77,1.0,6.617589830511984e-54,6.048466463158095e-79
147,1.2115440372396841e-80,7.255009264013083e-78,1.0,1.8799971109409042e-54,1.7183143361244587e-79
148,3.4418864694309196e-81,2.0610821772764441e-78,1.0,5.340900883354842e-55,4.881574818535394e-80
149,9.778086560883294e-82,5.855347094535353e-79,1.0,1.5173013873167167e-55,1.3868110279930092e-80
150,2.777865500250935e-82,1.663450879129362e-79,1.0,4.3105153048770365e-56,3.939804056798321e-81
151,7.89166335298561e-83,4.725712724799322e-80,1.0,1.2245782116127945e-56,1.1192625161358867e-81
152,2.241949816189093e-83,1.3425320240907164e-80,1.0,3.478915373899984e-57,3.179723057204223e-82
153,6.369175614173558e-84,3.8140114320758985e-81,1.0,9.883282312215867e-58,9.033304139784724e-83
154,1.8094248903902154e-84,1.083525975021562e-81,1.0,2.807750656879508e-58,2.5662795851661153e-83
155,5.1404116204267474e-85,3.078198792674892e-82,1.0,7.976564366134968e-59,7.290567003312826e-84
156,1.4603442103485077e-85,8.744882933735487e-83,1.0,2.2660694221974346e-59,2.0711838077593254e-84
157,4.1487051430355334e-86,2.4843417425384904e-83,1.0,6.437697222151804e-60,5.884044908407176e-85
158,1.1786094156350949e-86,7.057789041302528e-84,1.0,1.8288912562931265e-60,1.6716036671611298e-85
159,3.3483222035087926e-87,2.0050537049154908e-84,1.0,5.195713796287293e-61,4.748874054435029e-86
160,9.512278987240886e-88,5.696175298055371e-85,1.0,1.4760550557634355e-61,1.3491119472826784e-86
161,2.702351985011615e-88,1.6182316187657305e-85,1.0,4.193338226600669e-62,3.832704395689428e-87
162,7.677136321055726e-89,4.597248916948097e-86,1.0,1.1912892689206448e-62,1.0888364760481332e-87
163,2.1810046366635584e-89,1.3060366241329824e-86,1.0,3.384344513979105e-63,3.0932854433185603e-88
164,6.196035899612384e-90,3.7103313185596086e-87,1.0,9.614615096531548e-64,8.787742736700457e-89
165,1.760237471480791e-90,1.0540713973180707e-87,1.0,2.7314247433328268e-64,2.4965178229262664e-89
166,5.00067463488861e-91,2.994521015108155e-88,1.0,7.759729384468257e-65,7.092380178767803e-90
167,1.4206462030933548e-91,8.507161974739076e-89,1.0,2.2044685751330274e-65,2.01488073260449e-90
168,4.035926713333395e-92,2.416807379187237e-89,1.0,6.262694815718828e-66,5.724092990353666e-91
169,1.1465700890151691e-92,6.865930054509194e-90,1.0,1.779174663556485e-66,1.626162781350473e-91
170,3.257301389247639e-93,1.9505483109401118e-90,1.0,5.0544734760127424e-67,4.619780628836571e-92
171,9.253697128544428e-94,5.541330428807136e-91,1.0,1.4359299647763471e-67,1.3124376786467532e-92
172,2.6288912297001223e-94,1.5742415990929362e-91,1.0,4.0793464908418965e-68,3.7285161325191843e-93
173,7.468440993466258e-95,4.472277270150387e-92,1.0,1.1589052530800843e-68,1.0592375376474955e-93
174,2.1217161913256416e-95,1.2705333153836327e-92,1.0,3.2923444689775123e-69,3.00919755013493e-94
175,6.027602816266025e-96,3.6094696459762297e-93,1.0,9.353251332322475e-70,8.548856676519687e-95
176,1.712387163711939e-96,1.0254175130614289e-93,1.0,2.657173673955249e-70,2.428652464920366e-95
177,4.864736260545282e-97,2.9131179348336045e-94,1.0,7.548788846463777e-71,6.89958086625104e-96
178,1.3820273467458188e-97,8.275903223959105e-95,1.0,2.1445422859272094e-71,1.9601082006395e-96
179,3.926214053255167e-98,2.351108870442928e-95,1.0,6.092449675929571e-72,5.568489206362216e-97
180,1.1154017196747633e-98,6.679286563758317e-96,1.0,1.7308095670254463e-72,1.5819571608983573e-97
181,3.1687548854396683e-99,1.897524591976794e-96,1.0,4.9170726335950177e-73,4.494196479824879e-98
182,9.00214456090815e-100,5.390694863570436e-97,1.0,1.3968956345440392e-73,1.2767603635866133e-98
183,2.557427432076179e-100,1.5314474044234196e-97,1.0,3.9684535072273836e-74,3.627160123825606e-99
184,7.265418841125506e-101,4.350702853475623e-98,1.0,1.1274015645532337e-74,1.0304432169959105e-99
185,2.0640394435015643e-101,1.2359951288283017e-98,1.0,3.2028453538444133e-75,2.927395502829292e-100
186,5.863748419038535e-102,3.511349797807676e-99,1.0,9.09899248251254e-76,8.316464496674127e-101
187,1.6658376190450389e-102,9.975425561953624e-100,1.0,2.5849410461683352e-76,2.362631959282422e-101
188,4.732493235923407e-103,2.8339277164640984e-100,1.0,7.34358251752368e-77,6.712022611597788e-102
189,1.344458305660059e-103,8.050931012682099e-101,1.0,2.086245033387409e-77,1.906824605567553e-102
190,3.819483822897896e-104,2.2871963104210512e-101,1.0,5.926832481214231e-78,5.4171153567260035e-103
191,1.0850806315050841e-104,6.4977167909688956e-102,1.0,1.6837592276176787e-78,1.538953226342615e-103
192,3.0826154304121703e-105,1.845942270161618e-102,1.0,4.783406896641134e-79,4.3720262112006094e-104
193,8.757430200034572e-106,5.244154176595506e-103,1.0,1.3589224138185042e-79,1.242052900909264e-104
194,2.487906306828003e-106,1.4898165274419047e-103,1.0,3.860575039257114e-80,3.5285593775831364e-105
195,7.067915644397734e-107,4.23243331659632e-104,1.0,1.0967542725162258e-80,1.0024316413588455e-105
196,2.0079305807948105e-107,1.2023958285785004e-104,1.0,3.1157791832847326e-81,2.847817162951265e-106
197,5.704348240894348e-108,3.4158972402798306e-105,1.0,8.851645407058902e-82,8.090389667475185e-107
198,1.6205534775268036e-108,9.704253523522247e-106,1.0,2.5146719906417334e-82,2.2984061555327224e-107
199,4.603845106610237e-109,2.7568902055460936e-106,1.0,7.14395451886856e-83,6.529562941854324e-108
200,1.3079105416506353e-109,7.832074447574129e-107,1.0,2.0295325337694777e-83,1.8549894721177057e-108
201,3.715654947871122e-110,2.225021149879014e-107,1.0,5.7657174254814715e-84,5.269856454879846e-109
202,1.0555837920088415e-110,6.321082812156291e-108,1.0,1.6379879049663275e-84,1.4971183110454111e-109
203,2.998817590934209e-111,1.7957621625444008e-108,1.0,4.653374730017977e-85,4.253177020015373e-110
204,8.519368156063094e-112,5.1015970526829575e-109,1.0,1.3219814573914705e-85,1.2082889261407307e-110
205,2.4202750443361065e-112,1.4493173445122042e-109,1.0,3.7556291403166776e-86,3.432638994717985e-111
206,6.875781375954849e-113,4.1173788196369436e-110,1.0,1.0669400966808743e-86,9.751815325903366e-112
207,1.9533469818053544e-113,1.1697098919423135e-110,1.0,3.0310798201161203e-87,2.7704020812225467e-112
208,5.549281198310664e-114,3.3230394657452096e-111,1.0,8.611022216238977e-88,7.870460458018598e-113
209,1.5765003404291658e-114,9.440453027685254e-112,1.0,2.4463131296133456e-88,2.235926266482556e-113
210,4.4786941489464945e-115,2.6819468828651295e-112,1.0,6.949753209128823e-89,6.352063257052715e-114
211,1.2723562923143451e-115,7.619167280866844e-113,1.0,1.9743617071388698e-89,1.8045634252990666e-114
212,3.6146485577112086e-116,2.164536159337172e-113,1.0,5.608982122553608e-90,5.126600640054166e-115
213,1.0268887948043206e-116,6.149250452662422e-114,1.0,1.5934608302709112e-90,1.4564206363790245e-115
214,2.917297712512274e-117,1.746946151324552e-114,1.0,4.5268773587241784e-91,4.137558626076774e-116
215,8.287777592364412e-118,4.962915202626568e-115,1.0,1.2860447041830054e-91,1.1754427914990832e-116
216,2.354482270558072e-118,1.409919091655275e-115,1.0,3.653536091428993e-92,3.339326112213305e-117
217,6.688870086812706e-119,4.00545196492976e-116,1.0,1.0379363896105091e-92,9.486721909696889e-118
218,1.90024718375361e-119,1.1379124900368634e-116,1.0,2.9486829250298555e-93,2.6950914516184345e-118
219,5.3984294993000284e-120,3.2327059376047265e-117,1.0,8.376940127925728e-94,7.656509805734191e-119
220,1.533644744119326e-120,9.183823686377063e-118,1.0,2.379812536342537e-94,2.1751448311744857e-119
221,4.35694529579354e-121,2.6090408199934833e-118,1.0,6.760831069154936e-95,6.179388724927516e-120
222,1.2377685499413466e-121,7.412047784072396e-119,1.0,1.920690644646289e-95,1.7555081604907713e-120
223,3.5163879259697345e-122,2.1056953932023855e-119,1.0,5.456507513199685e-96,4.987239092303329e-121
224,9.989738426050384e-123,5.98208918523405e-120,1.0,1.550144179886274e-96,1.4168292875861732e-121
225,2.8379938710370413e-123,1.699457154896037e-120,1.0,4.403818692858733e-97,4.0250832033698094e-122
226,8.062482588173414e-124,4.82800328095465e-121,1.0,1.2510848559257764e-97,1.1434895464118779e-122
227,2.29047800800381e-124,1.3715918411802985e-121,1.0,3.5542183406982277e-98,3.2485498477610165e-123
228,6.507039795465371e-125,3.896567730625847e-122,1.0,1.0097211195165418e-98,9.228834794775613e-124
229,1.8485908509844806e-125,1.1069794689277974e-122,1.0,2.868525907717449e-99,2.6218280666976167e-124
230,5.251678553933185e-126,3.144828036726697e-123,1.0,8.149221328742753e-100,7.448375189481866e-125
231,1.4919541346401094e-126,8.934170558882661e-124,1.0,2.315119695665555e-100,2.1160156788300747e-125
232,4.238506064318492e-127,2.53811663604621e-124,1.0,6.577044589958964e-101,6.01140817849453e-126
233,1.2041210409995717e-127,7.210558625131282e-125,1.0,1.8684785766928877e-101,1.7077864143450373e-126
234,3.4207984119306014e-128,2.0484541548668414e-125,1.0,5.308177774695704e-102,4.851665949843855e-127
235,9.718177306621027e-129,5.819472030871708e-126,1.0,1.5080050496294616e-102,1.3783141902965494e-127
236,2.76084582574461e-129,1.653259099679462e-126,1.0,4.2841052546291527e-103,3.915665313342469e-128
237,7.84331200495628e-130,4.696758805907563e-127,1.0,1.217075356428737e-103,1.1124049185632017e-128
238,2.22821363777167e-130,1.3343064789510123e-127,1.0,3.45760044439982e-104,3.1602412459181866e-129
239,6.330152380033155e-131,3.7906434061108305e-128,1.0,9.822728535226763e-105,8.977958084994848e-130
240,1.7983387443276005e-131,1.076887331281486e-128,1.0,2.7905478793257855e-105,2.550556274146264e-130
241,5.1089168872943196e-132,3.059339009322404e-129,1.0,7.92769283899371e-106,7.245898506097343e-131
242,1.4513968429813413e-132,8.691304003756827e-130,1.0,2.2521854656232123e-106,2.0584938937776547e-131
243,4.123286485742448e-133,2.4691204556127353e-130,1.0,6.398254163702308e-107,5.847994016413792e-132
244,1.1713882061768318e-133,7.014546748899818e-131,1.0,1.8176858419608827e-107,1.661361936481191e-132
245,3.327807403911454e-134,1.99276896275563e-131,1.0,5.163880232843415e-108,4.7197782286397476e-133
246,9.45399830656663e-135,5.661275462373948e-132,1.0,1.467011429785061e-108,1.3408460876817463e-133
247,2.6857949734564286e-135,1.608316892719872e-132,1.0,4.1676461073439224e-109,3.8092218400049605e-134
248,7.630099356410308e-136,4.5690820815905446e-133,1.0,1.1839903714045234e-109,1.082165295455955e-134
249,2.167641862616565e-136,1.298034682270041e-133,1.0,3.363609009671941e-110,3.074333225727145e-135
250,6.158073473342514e-137,3.6875985291762523e-134,1.0,9.555707413840741e-111,8.733901209452119e-136
251,1.7494526912904863e-137,1.0476132185159808e-134,1.0,2.714689606204756e-111,2.481221934503443e-136
252,4.9700360548025176e-138,2.976173916238582e-135,1.0,7.712186381263514e-112,7.048925950293871e-137
253,1.4119420610234426e-138,8.455039534768701e-136,1.0,2.19096204013168e-112,2.0025357813334865e-137
254,4.011199036998417e-139,2.4019998678320174e-136,1.0,6.224323977646818e-113,5.689022106061042e-138
255,1.1395451809654593e-139,6.823863260886413e-137,1.0,1.7682738572860278e-113,1.6161994619491595e-138
256,3.237344264106419e-140,1.9385975172972766e-137,1.0,5.023505276380762e-114,4.5914757441737476e-139
257,9.197000750302326e-141,5.507379310503627e-138,1.0,1.4271321807899889e-114,1.3043965182311779e-139
258,2.612784304063161e-141,1.5645963950294396e-138,1.0,4.054352786335196e-115,3.705671926793119e-140
259,7.422682681997616e-142,4.444876122242726e-139,1.0,1.151804768845226e-115,1.052747706475318e-140
260,2.1087166710220504e-142,1.2627488983644107e-139,1.0,3.2721726387648465e-116,2.990760529759426e-141
261,5.990672360858097e-143,3.5873548248988933e-140,1.0,9.29594499649104e-117,8.49647877772564e-142
262,1.701895557061959e-143,1.0191348934371858e-140,1.0,2.6408934649122275e-117,2.4137723800356933e-142
263,4.834930559835112e-144,2.895269583628368e-141,1.0,7.502538252591554e-118,6.857307897828674e-143
