capital_id,weight_entropy,max_weight,weight_mean,weight_std,turnover_rate,capital_trust_explosion_score,bad_capital_amplification_score
PolicyClone,0.1051206271964813,0.2,0.0005291352209511392,0.008904130847977532,0.000333889816360601,0.7859973442550278,0.0
PrototypeOutcome,0.407722293776227,0.28870552551950257,0.002789357315331844,0.024991812179970575,0.0006300685326193742,0.7859973442550278,0.0
AEP,0.8509185731181862,1.0,0.9859973442681278,0.08521538309544635,0.0021368948247078466,0.7859973442550278,0.0
GoalInference,1.080274038234996,0.43491386787859143,0.009445937780420712,0.05424003178452946,0.0019195788576914577,0.7859973442550278,0.0
SafeFallback,0.21476092903960023,0.20136030017269682,0.0012382254151685316,0.01473453949475676,0.00033843172010917133,0.7859973442550278,0.0
